TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           1, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.44630253e-01, 2.76801512e+00, 2.25486362e+00, 5.81270709e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0000404517
           2, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.51385452e-01, 2.75883206e+00, 2.26893901e+00, 5.80499254e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0000808835
           3, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.74991348e-01, 2.73241840e+00, 2.28564475e+00, 5.78040435e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0001168847
           4, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -5.11166847e-01, 2.69282746e+00, 2.29949894e+00, 5.74332022e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0001523495
           5, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -5.53173384e-01, 2.64678621e+00, 2.30869603e+00, 5.70045245e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0001879334
           6, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -5.90176333e-01, 2.60583043e+00, 2.31298726e+00, 5.66245854e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0002234340
           7, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.08479812e-01, 2.58536140e+00, 2.31280787e+00, 5.64280754e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0002587994
           8, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -5.98147744e-01, 2.59672479e+00, 2.30915497e+00, 5.65167222e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0002939185
           9, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -5.60415751e-01, 2.63782020e+00, 2.30389999e+00, 5.68864219e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0003289660
          10, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -5.13654503e-01, 2.68769056e+00, 2.29838606e+00, 5.73512075e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0003645500
          11, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.74922496e-01, 2.72812397e+00, 2.29409853e+00, 5.77338750e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0003998001
          12, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.49511306e-01, 2.75399394e+00, 2.29240225e+00, 5.79800529e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0004349351
          13, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.36929211e-01, 2.76615440e+00, 2.29339212e+00, 5.80948902e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0004703522
          14, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.34665307e-01, 2.76741232e+00, 2.29612434e+00, 5.81039077e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0005056659
          15, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.39720417e-01, 2.76101158e+00, 2.29913197e+00, 5.80372749e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0005407492
          16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.48971899e-01, 2.75031566e+00, 2.30099018e+00, 5.79262982e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0005759358
          17, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.59198806e-01, 2.73880887e+00, 2.30068539e+00, 5.78036093e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0006115357
          18, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.67222059e-01, 2.72993021e+00, 2.29782440e+00, 5.77023515e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0006467501
          19, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.70424073e-01, 2.72646762e+00, 2.29268468e+00, 5.76511211e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0006817500
          20, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.67593446e-01, 2.72960581e+00, 2.28618967e+00, 5.76646318e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0007168015
          21, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.58605632e-01, 2.73930997e+00, 2.28001441e+00, 5.77469360e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0007521669
          22, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.45966159e-01, 2.75273069e+00, 2.27578303e+00, 5.78720924e+00, 0.00000000e+00, 0.0000000000, 1.0000000000, 0.0007873654
