V1,V2
2.01820e-09,29911.4,
4.00716e-09,29600.3,
6.02756e-09,29548.5,
7.82739e-09,29341.1,
1.95335e-08,28615.4,
3.94225e-08,27215.7,
8.08726e-08,25245.8,
2.01820e-07,21928.1,
4.00716e-07,19180.6,
6.12680e-07,17729.1,
8.08726e-07,16796.0,
2.01820e-06,14359.5,
3.94225e-06,12804.3,
5.92993e-06,12182.3,
8.22041e-06,11767.6,
2.01820e-05,10471.6,
4.00716e-05,9797.66,
5.83388e-05,9486.62,
8.08726e-05,9331.10,
0.000198551,8553.51,
0.000407314,8190.64,
0.000612680,7879.60,
