"PointID"	"x"	"y"	"Density[0]"	"Density[1]"	"Momentum_x"	"Momentum_y"	"Energy"	"Electronic_Energy"	"Total_Density"	"Pressure"	"Temperature"	"Tve"	"Mach"	"C<sub>p</sub>"
0	0.000000000000000e+00	0.000000000000000e+00	2.227127718492946e-03	6.307577280064533e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	0.000000000000000e+00	-inf	
1	2.000000000000000e-01	0.000000000000000e+00	2.227127718492946e-03	6.307577280064533e-03	0.000000000000000e+00	5.311449058353906e-16	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	2.278012345046379e-17	-inf	
2	4.000000000000000e-01	0.000000000000000e+00	2.227127718492946e-03	6.307577280064533e-03	0.000000000000000e+00	-4.006324161309817e-16	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	1.718261023960524e-17	-inf	
3	6.000000000000001e-01	0.000000000000000e+00	2.227127718492946e-03	6.307577280064533e-03	0.000000000000000e+00	-9.003997547551973e-17	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	3.861699009582036e-18	-inf	
4	8.000000000000000e-01	0.000000000000000e+00	2.227127718492946e-03	6.307577280064533e-03	4.597495717462145e-16	0.000000000000000e+00	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	1.971806918529010e-17	-inf	
5	1.000000000000000e+00	0.000000000000000e+00	2.227127718492947e-03	6.307577280064533e-03	8.622009772807339e-16	1.623448042664687e-16	2.957834693272139e+05	2.106861260315511e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102947e+03	9.677683233496649e+03	3.762849728437552e-17	-inf	
6	0.000000000000000e+00	2.000000000000000e-01	2.227127718492946e-03	6.307577280064533e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	0.000000000000000e+00	-inf	
7	2.000000000000000e-01	2.000000000000000e-01	2.227127718492946e-03	6.307577280064533e-03	-2.144133759429716e-16	-1.818989403545857e-18	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	9.196245473603564e-18	-inf	
8	4.000000000000000e-01	2.000000000000000e-01	2.227127718492946e-03	6.307577280064533e-03	-2.646629582159224e-16	4.615685611497602e-16	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	2.281953891477140e-17	-inf	
9	5.999999999999999e-01	2.000000000000000e-01	2.227127718492946e-03	6.307577280064533e-03	0.000000000000000e+00	5.045421858085311e-16	2.957834693272139e+05	2.106861260315512e+04	8.534704998557480e-03	3.966148180908852e+04	9.003265010102949e+03	9.677683233496651e+03	2.163916692490540e-17	-inf	
