"PointID"	"x"	"y"	"Density[0]"	"Density[1]"	"Momentum_x"	"Momentum_y"	"Energy"	"Electronic_Energy"	"Total_Density"	"Pressure"	"Temperature"	"Tve"	"Mach"	"C<sub>p</sub>"
0	0.000000000000000e+00	0.000000000000000e+00	2.117270888371569e-03	6.417434110185913e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	0.000000000000000e+00	-inf	
1	2.000000000000000e-01	0.000000000000000e+00	2.117270888371569e-03	6.417434110185913e-03	0.000000000000000e+00	7.385096978396008e-16	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	3.185415656677799e-17	-inf	
2	4.000000000000000e-01	0.000000000000000e+00	2.117270888371569e-03	6.417434110185913e-03	0.000000000000000e+00	-6.020854925736730e-16	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	2.596976803843266e-17	-inf	
3	6.000000000000001e-01	0.000000000000000e+00	2.117270888371569e-03	6.417434110185913e-03	0.000000000000000e+00	-1.791704562492683e-16	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	7.728163600560907e-18	-inf	
4	8.000000000000000e-01	0.000000000000000e+00	2.117270888371569e-03	6.417434110185913e-03	1.593889464857049e-16	0.000000000000000e+00	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	6.874927263950667e-18	-inf	
5	1.000000000000000e+00	0.000000000000000e+00	2.117270888371569e-03	6.417434110185913e-03	2.487468009348935e-16	3.178683982696432e-16	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	1.740968166037549e-17	-inf	
6	0.000000000000000e+00	2.000000000000000e-01	2.117270888371569e-03	6.417434110185913e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	0.000000000000000e+00	-inf	
7	2.000000000000000e-01	2.000000000000000e-01	2.117270888371569e-03	6.417434110185913e-03	-3.165041562169750e-16	-1.818989403545857e-18	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	1.365200683939967e-17	-inf	
8	4.000000000000000e-01	2.000000000000000e-01	2.117270888371569e-03	6.417434110185913e-03	-3.683453542180275e-16	1.612079358892507e-16	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	1.734281754683789e-17	-inf	
9	5.999999999999999e-01	2.000000000000000e-01	2.117270888371569e-03	6.417434110185913e-03	0.000000000000000e+00	2.517026587156586e-16	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	1.085669683479807e-17	-inf	
10	7.999999999999999e-01	2.000000000000000e-01	2.117270888371569e-03	6.417434110185913e-03	1.489297574153171e-16	-1.741682353895185e-16	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	9.884395910552908e-18	-inf	
11	1.000000000000000e+00	2.000000000000000e-01	2.117270888371569e-03	6.417434110185913e-03	2.569322532508512e-16	-1.236912794411173e-16	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	1.229962329254619e-17	-inf	
12	0.000000000000000e+00	3.999999999999999e-01	2.117270888371569e-03	6.417434110185913e-03	-8.130882633849746e-16	0.000000000000000e+00	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	3.507095562894010e-17	-inf	
13	2.000000000000000e-01	3.999999999999999e-01	2.117270888371569e-03	6.417434110185913e-03	3.142752592805643e-16	0.000000000000000e+00	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	1.355564232057269e-17	-inf	
14	3.999999999999999e-01	4.000000000000001e-01	2.117270888371569e-03	6.417434110185913e-03	1.071378409517787e-16	0.000000000000000e+00	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	4.621179071700898e-18	-inf	
15	6.000000000000001e-01	4.000000000000000e-01	2.117270888371569e-03	6.417434110185913e-03	-1.987245923373862e-16	-9.094947017729280e-19	2.957834693272139e+05	1.857315381008740e+04	8.534704998557482e-03	3.913744857860247e+04	8.819032961958063e+03	9.190379400720436e+03	8.571682391953560e-18	-inf	
