"PointID"	"x"	"y"	"Density[0]"	"Density[1]"	"Momentum_x"	"Momentum_y"	"Energy"	"Electronic_Energy"	"Total_Density"	"Pressure"	"Temperature"	"Tve"	"Mach"	"C<sub>p</sub>"
0	0.000000000000000e+00	0.000000000000000e+00	2.073291144289589e-03	6.461413854267891e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	0.000000000000000e+00	-inf	
1	2.000000000000000e-01	0.000000000000000e+00	2.073291144289589e-03	6.461413854267891e-03	0.000000000000000e+00	8.540155249647529e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	3.696408896288633e-17	-inf	
2	4.000000000000000e-01	0.000000000000000e+00	2.073291144289589e-03	6.461413854267891e-03	0.000000000000000e+00	-6.989466783124817e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	3.025229219167037e-17	-inf	
3	6.000000000000001e-01	0.000000000000000e+00	2.073291144289589e-03	6.461413854267891e-03	0.000000000000000e+00	-2.487468009348990e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	1.076643059781667e-17	-inf	
4	8.000000000000000e-01	0.000000000000000e+00	2.073291144289589e-03	6.461413854267891e-03	1.261923898709933e-16	0.000000000000000e+00	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	5.461946052822810e-18	-inf	
5	1.000000000000000e+00	0.000000000000000e+00	2.073291144289589e-03	6.461413854267891e-03	2.000888343900418e-16	3.701643436215878e-16	2.957834693272139e+05	1.771848030251706e+04	8.534704998557480e-03	3.883720656886263e+04	8.725712427834260e+03	9.020950691529977e+03	1.821256086474040e-17	-inf	
6	0.000000000000000e+00	2.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	0.000000000000000e+00	-inf	
7	2.000000000000000e-01	2.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	-3.506102075334570e-16	-1.818989403545857e-18	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	1.517555704588819e-17	-inf	
8	4.000000000000000e-01	2.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	-4.260982677806036e-16	1.280113792745391e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	1.925698605773390e-17	-inf	
9	5.999999999999999e-01	2.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	0.000000000000000e+00	2.589786163298440e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	1.120929108858607e-17	-inf	
10	7.999999999999999e-01	2.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	1.173248165287080e-16	-2.225988282589280e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	1.089102488115739e-17	-inf	
11	1.000000000000000e+00	2.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	2.119122655130914e-16	-1.011812855722375e-16	2.957834693272139e+05	1.771848030251706e+04	8.534704998557480e-03	3.883720656886263e+04	8.725712427834260e+03	9.020950691529977e+03	1.016401245307486e-17	-inf	
12	0.000000000000000e+00	3.999999999999999e-01	2.073291144289589e-03	6.461413854267891e-03	-9.299583325627950e-16	0.000000000000000e+00	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	4.025109793881946e-17	-inf	
13	2.000000000000000e-01	3.999999999999999e-01	2.073291144289589e-03	6.461413854267891e-03	3.155385625578618e-16	0.000000000000000e+00	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	1.365735769041372e-17	-inf	
14	3.999999999999999e-01	4.000000000000001e-01	2.073291144289589e-03	6.461413854267891e-03	8.725539241285570e-17	0.000000000000000e+00	2.957834693272139e+05	1.771848030251706e+04	8.534704998557480e-03	3.883720656886263e+04	8.725712427834260e+03	9.020950691529977e+03	3.776648074135971e-18	-inf	
15	6.000000000000001e-01	4.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	-2.091837814077756e-16	-9.094947017729280e-19	2.957834693272139e+05	1.771848030251706e+04	8.534704998557480e-03	3.883720656886263e+04	8.725712427834260e+03	9.020950691529977e+03	9.054122276676879e-18	-inf	
16	8.000000000000000e-01	4.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	-1.336957211606202e-16	0.000000000000000e+00	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	5.786710412720395e-18	-inf	
17	1.000000000000000e+00	4.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	0.000000000000000e+00	-inf	
18	0.000000000000000e+00	6.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	6.989466783124817e-16	1.261923898709932e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	3.074140591342802e-17	-inf	
19	2.000000000000000e-01	6.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	-4.103945949447072e-17	1.818989403545857e-18	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	1.778042123672564e-18	-inf	
20	4.000000000000001e-01	6.000000000000002e-01	2.073291144289589e-03	6.461413854267891e-03	0.000000000000000e+00	-1.280113792745393e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	5.540676806737379e-18	-inf	
21	6.000000000000000e-01	6.000000000000001e-01	2.073291144289589e-03	6.461413854267891e-03	4.103945949447095e-17	-1.364242052659391e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	6.166196200186294e-18	-inf	
22	8.000000000000000e-01	6.000000000000001e-01	2.073291144289589e-03	6.461413854267891e-03	1.346052158623929e-16	-9.094947017729286e-19	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	5.826208779298184e-18	-inf	
23	1.000000000000000e+00	6.000000000000001e-01	2.073291144289589e-03	6.461413854267891e-03	4.192770575173242e-16	-9.094947017729280e-19	2.957834693272139e+05	1.771848030251706e+04	8.534704998557480e-03	3.883720656886263e+04	8.725712427834260e+03	9.020950691529977e+03	1.814748147289342e-17	-inf	
24	0.000000000000000e+00	8.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	-1.668922777753334e-16	0.000000000000000e+00	2.957834693272139e+05	1.771848030251706e+04	8.534704998557480e-03	3.883720656886263e+04	8.725712427834260e+03	9.020950691529977e+03	7.223546671661231e-18	-inf	
25	2.000000000000000e-01	8.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	-1.364242052659391e-16	3.497007128316841e-16	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	1.624699529461811e-17	-inf	
26	3.999999999999999e-01	8.000000000000000e-01	2.073291144289589e-03	6.461413854267891e-03	-9.094947017729284e-19	0.000000000000000e+00	2.957834693272139e+05	1.771848030251707e+04	8.534704998557480e-03	3.883720656886262e+04	8.725712427834258e+03	9.020950691529981e+03	3.936537695728168e-20	-inf	
