0 2.869707079171618e+04 6.089503084501142e+03
1e-08 2.771419789610129e+04 8.184644670531855e+03
2e-08 2.688413548970594e+04 9.582173620057856e+03
3e-08 2.615990626477469e+04 1.062082242144522e+04
4e-08 2.551715073508826e+04 1.142491342936414e+04
5e-08 2.494019855499548e+04 1.206412626341452e+04
6e-08 2.441793790727167e+04 1.258275948374847e+04
7e-08 2.394200823674174e+04 1.301097588709173e+04
8e-08 2.350587325282013e+04 1.337197280638312e+04
9e-08 2.310429929006284e+04 1.367854668451829e+04
1e-07 2.273298615444108e+04 1.394136662906587e+04
1.1e-07 2.238835944554437e+04 1.416929320889800e+04
1.2e-07 2.206741849844041e+04 1.436966745943055e+04
1.3e-07 2.176762271035450e+04 1.454644171741531e+04
1.4e-07 2.148679370775004e+04 1.470150884577809e+04
1.5e-07 2.122304424451657e+04 1.484157577046426e+04
1.6e-07 2.097475577891644e+04 1.496392161862064e+04
1.7e-07 2.074049208221592e+04 1.507403828920388e+04
1.8e-07 2.051901030822791e+04 1.517535032122084e+04
1.9e-07 2.030922302739990e+04 1.526864026805970e+04
2e-07 2.011016545172079e+04 1.535165324522025e+04
2.1e-07 1.992096675538615e+04 1.542457910351892e+04
2.2e-07 1.974066970085853e+04 1.549210098684428e+04
2.3e-07 1.956842738021465e+04 1.555481066941826e+04
2.4e-07 1.940372275632441e+04 1.561304001374830e+04
2.5e-07 1.924607801231193e+04 1.566709748488535e+04
2.6e-07 1.909505159042061e+04 1.571726945475872e+04
2.7e-07 1.895023537254721e+04 1.576325945687986e+04
2.8e-07 1.881124999449521e+04 1.580291718419669e+04
2.9e-07 1.867773609216344e+04 1.583972518164103e+04
3e-07 1.854937220886400e+04 1.587387318747321e+04
3.1e-07 1.842586056784202e+04 1.590553704419899e+04
3.2e-07 1.830692512120637e+04 1.593487973082999e+04
3.3e-07 1.819230975803917e+04 1.596205233357782e+04
3.4e-07 1.808177666224129e+04 1.598719495400003e+04
3.5e-07 1.797510481005362e+04 1.601043755473284e+04
3.6e-07 1.787208859702044e+04 1.603190074461282e+04
3.7e-07 1.777253658429984e+04 1.605169650534877e+04
3.8e-07 1.767627035457206e+04 1.606992886272968e+04
3.9e-07 1.758312346827740e+04 1.608669450549530e+04
4e-07 1.749294051147429e+04 1.610208335517566e+04
4.1e-07 1.740557622720672e+04 1.611617909039842e+04
4.2e-07 1.732089472287986e+04 1.612905962859156e+04
4.3e-07 1.723876874674367e+04 1.614079756875413e+04
4.4e-07 1.715907902716500e+04 1.615146059790787e+04
4.5e-07 1.708171366891955e+04 1.616111186458413e+04
4.6e-07 1.700656760125172e+04 1.616981032135777e+04
4.7e-07 1.693354207293106e+04 1.617761103975861e+04
4.8e-07 1.686254418997690e+04 1.618456549927569e+04
4.9e-07 1.679348649213019e+04 1.619072185291563e+04
5e-07 1.672628656452270e+04 1.619611027529927e+04
5.1e-07 1.666086664489279e+04 1.620040967315177e+04
5.2e-07 1.659715245952464e+04 1.620409692839194e+04
5.3e-07 1.653507487226627e+04 1.620720557070356e+04
5.4e-07 1.647456851538343e+04 1.620976707349574e+04
5.5e-07 1.641557153633144e+04 1.621181099805641e+04
5.6e-07 1.635802536436174e+04 1.621336512646801e+04
5.7e-07 1.630187449522402e+04 1.621445558419755e+04
5.8e-07 1.624706629238986e+04 1.621510695323126e+04
5.9e-07 1.619355080337242e+04 1.621534237654706e+04
6e-07 1.614128058985068e+04 1.621518365464850e+04
6.1e-07 1.609021057042713e+04 1.621465133481950e+04
6.2e-07 1.604029787495661e+04 1.621376479370136e+04
6.3e-07 1.599150170948208e+04 1.621254231374053e+04
6.4e-07 1.594378323090135e+04 1.621100115400748e+04
6.5e-07 1.589710543056820e+04 1.620915761584318e+04
6.6e-07 1.585143302610389e+04 1.620702710375003e+04
6.7e-07 1.580673236075914e+04 1.620462418190782e+04
6.8e-07 1.576297130972595e+04 1.620196262666245e+04
6.9e-07 1.572011919285142e+04 1.619905547530508e+04
7e-07 1.567814669325352e+04 1.619591208529781e+04
7.1e-07 1.563702577570533e+04 1.619223811323149e+04
7.2e-07 1.559672904526696e+04 1.618833612566198e+04
7.3e-07 1.555723081574672e+04 1.618421766050717e+04
7.4e-07 1.551850649141158e+04 1.617989365678938e+04
7.5e-07 1.548053250880243e+04 1.617537449000888e+04
7.6e-07 1.544328628225108e+04 1.617067000514338e+04
7.7e-07 1.540674615282886e+04 1.616578954750143e+04
7.8e-07 1.537089134047754e+04 1.616074199143671e+04
7.9e-07 1.533570189909437e+04 1.615553576733070e+04
8e-07 1.530115867436086e+04 1.615017888672179e+04
8.1e-07 1.526724326412248e+04 1.614467896586231e+04
8.2e-07 1.523393798114052e+04 1.613904324776695e+04
8.3e-07 1.520122581805271e+04 1.613327862286960e+04
8.4e-07 1.516909041439098e+04 1.612739164838170e+04
8.5e-07 1.513751602551682e+04 1.612138856644771e+04
8.6e-07 1.510648749334518e+04 1.611527532117995e+04
8.7e-07 1.507599021873790e+04 1.610905757464988e+04
8.8e-07 1.504601013545646e+04 1.610274072192984e+04
8.9e-07 1.501653368557173e+04 1.609632990511185e+04
9e-07 1.498754779623655e+04 1.608983002672813e+04
9.1e-07 1.495903985773370e+04 1.608324576212430e+04
9.2e-07 1.493099770271747e+04 1.607658157123339e+04
9.3e-07 1.490340958657419e+04 1.606984170963428e+04
9.4e-07 1.487626416883128e+04 1.606303023896787e+04
9.5e-07 1.484955049554986e+04 1.605615103675286e+04
9.6e-07 1.482325798264069e+04 1.604920780564011e+04
9.7e-07 1.479737640004692e+04 1.604220408214120e+04
9.8e-07 1.477189585674143e+04 1.603514324486504e+04
9.9e-07 1.474680678649003e+04 1.602802852231482e+04
1e-06 1.472209993433476e+04 1.602086300013576e+04
1.01e-06 1.469776634375534e+04 1.601364962821386e+04
1.02e-06 1.467379734446876e+04 1.600639122711178e+04
1.03e-06 1.465018454083039e+04 1.599909049430523e+04
1.04e-06 1.462691980080185e+04 1.599175001004892e+04
1.05e-06 1.460399524545346e+04 1.598437224292755e+04
1.06e-06 1.458140323897115e+04 1.597695955511606e+04
1.07e-06 1.455913637913951e+04 1.596951420733102e+04
1.08e-06 1.453718748827439e+04 1.596203836359630e+04
1.09e-06 1.451554960458069e+04 1.595453409565941e+04
1.1e-06 1.449421597391162e+04 1.594700338725645e+04
1.11e-06 1.447318004190794e+04 1.593944813813123e+04
1.12e-06 1.445243544649673e+04 1.593187016784868e+04
1.13e-06 1.443197601073035e+04 1.592427121941397e+04
1.14e-06 1.441179573594776e+04 1.591665296259454e+04
1.15e-06 1.439188879524097e+04 1.590901699745027e+04
1.16e-06 1.437224952721127e+04 1.590136485717680e+04
1.17e-06 1.435287242999954e+04 1.589369801116692e+04
1.18e-06 1.433375215557709e+04 1.588601786782532e+04
1.19e-06 1.431488350428349e+04 1.587832577712151e+04
1.2e-06 1.429626141959904e+04 1.587062303326504e+04
1.21e-06 1.427788098314004e+04 1.586291087703462e+04
1.22e-06 1.425973740986567e+04 1.585519049809151e+04
1.23e-06 1.424182604348629e+04 1.584746303716489e+04
1.24e-06 1.422414235206287e+04 1.583972958813324e+04
1.25e-06 1.420668192378852e+04 1.583199120000734e+04
1.26e-06 1.418944046294345e+04 1.582424887878933e+04
1.27e-06 1.417241378601439e+04 1.581650358938363e+04
1.28e-06 1.415559781797146e+04 1.580875625716571e+04
1.29e-06 1.413898858869441e+04 1.580100776971134e+04
1.3e-06 1.412258222954143e+04 1.579325897833853e+04
1.31e-06 1.410637497005392e+04 1.578551069959913e+04
1.32e-06 1.409036313479087e+04 1.577776371670253e+04
1.33e-06 1.407454314028674e+04 1.577001878087509e+04
1.34e-06 1.405891149212753e+04 1.576227661265837e+04
1.35e-06 1.404346478213927e+04 1.575431192173757e+04
1.36e-06 1.402819938287688e+04 1.574584872038903e+04
1.37e-06 1.401311137864504e+04 1.573739420816262e+04
1.38e-06 1.399819761183820e+04 1.572894899439501e+04
1.39e-06 1.398345500081555e+04 1.572051366210740e+04
1.4e-06 1.396888053758183e+04 1.571208876916427e+04
1.41e-06 1.395447128555395e+04 1.570367484918834e+04
1.42e-06 1.394022437740964e+04 1.569527241257946e+04
1.43e-06 1.392613701301481e+04 1.568688194743146e+04
1.44e-06 1.391220645742579e+04 1.567850392042139e+04
1.45e-06 1.389843003896387e+04 1.567013877765648e+04
1.46e-06 1.388480514735846e+04 1.566178694548777e+04
1.47e-06 1.387132923195665e+04 1.565344883131111e+04
1.48e-06 1.385799979999578e+04 1.564512482421461e+04
1.49e-06 1.384481441493667e+04 1.563681529585079e+04
1.5e-06 1.383177069485534e+04 1.562852060100553e+04
1.51e-06 1.381886631089012e+04 1.562024107828474e+04
1.52e-06 1.380609898574249e+04 1.561197705074234e+04
1.53e-06 1.379346649222927e+04 1.560372882648209e+04
1.54e-06 1.378096665188409e+04 1.559549669923469e+04
1.55e-06 1.376859733360607e+04 1.558728094891110e+04
1.56e-06 1.375635645235407e+04 1.557908184215709e+04
1.57e-06 1.374424196788458e+04 1.557089963275505e+04
1.58e-06 1.373225188353148e+04 1.556273456229686e+04
1.59e-06 1.372038424502610e+04 1.555458686050852e+04
1.6e-06 1.370863713935617e+04 1.554645674574362e+04
1.61e-06 1.369700869366180e+04 1.553834442543733e+04
1.62e-06 1.368549707416745e+04 1.553025009641091e+04
1.63e-06 1.367410048514823e+04 1.552217394548711e+04
1.64e-06 1.366281716792947e+04 1.551411614964374e+04
