"PointID"	"x"	"y"	"Density[0]"	"Density[1]"	"Momentum_x"	"Momentum_y"	"Energy"	"Electronic_Energy"	"Total_Density"	"Pressure"	"Temperature"	"Tve"	"Mach"	"C<sub>p</sub>"
0	0.000000000000000e+00	0.000000000000000e+00	2.059509791465391e-03	6.475195207092090e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	0.000000000000000e+00	-inf	
1	2.000000000000000e-01	0.000000000000000e+00	2.059509791465391e-03	6.475195207092090e-03	0.000000000000000e+00	8.935785444918731e-16	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	3.872297837523718e-17	-inf	
2	4.000000000000000e-01	0.000000000000000e+00	2.059509791465391e-03	6.475195207092090e-03	0.000000000000000e+00	-7.175913196988252e-16	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	3.109662080209921e-17	-inf	
3	6.000000000000001e-01	0.000000000000000e+00	2.059509791465391e-03	6.475195207092090e-03	0.000000000000000e+00	-2.901288098655682e-16	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	1.257265150300380e-17	-inf	
4	8.000000000000000e-01	0.000000000000000e+00	2.059509791465391e-03	6.475195207092090e-03	1.170974428532641e-16	0.000000000000000e+00	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	5.074385206933263e-18	-inf	
5	1.000000000000000e+00	0.000000000000000e+00	2.059509791465392e-03	6.475195207092090e-03	1.828084350563562e-16	3.301465767435780e-16	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435425e+03	8.970500718809815e+03	1.635365887057034e-17	-inf	
6	0.000000000000000e+00	2.000000000000000e-01	2.059509791465391e-03	6.475195207092090e-03	0.000000000000000e+00	0.000000000000000e+00	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	0.000000000000000e+00	-inf	
7	2.000000000000000e-01	2.000000000000000e-01	2.059509791465391e-03	6.475195207092090e-03	-3.606146492529583e-16	-1.818989403545857e-18	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	1.562733460408751e-17	-inf	
8	4.000000000000000e-01	2.000000000000000e-01	2.059509791465391e-03	6.475195207092090e-03	-4.458797775441635e-16	1.189164322568099e-16	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	1.999745532164824e-17	-inf	
9	5.999999999999999e-01	2.000000000000000e-01	2.059509791465391e-03	6.475195207092090e-03	0.000000000000000e+00	2.676188159966875e-16	2.957834693272139e+05	1.746400618150591e+04	8.534704998557480e-03	3.873462523770086e+04	8.694674705435427e+03	8.970500718809815e+03	1.159718716225349e-17	-inf	
