VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          22,      -5.574518494,      -2.175673003,      -2.917337782,      0.9718716508,     0.02079055193,      0.1206101946,                 0,                 0,                 0,      0.5105670275,     0.02079055193,      0.1206101946,                 0,       5.801202154,                 0
          0,           0,          23,      -5.575235394,      -2.176298661,      -2.920724741,      0.9712906028,     0.02107191092,      0.1214168671,                 0,                 0,                 0,      0.5163017176,     0.02107191092,      0.1214168671,                 0,       5.762024506,                 0
          0,           0,          24,      -5.575481439,      -2.176418422,      -2.923652158,      0.9711846325,     0.02135635617,      0.1221696283,                 0,                 0,                 0,      0.5219986116,     0.02135635617,      0.1221696283,                 0,       5.720527761,                 0
          0,           0,          25,      -5.575278679,      -2.176046908,      -2.926162425,       0.971533177,      0.0216445261,      0.1228719212,                 0,                 0,                 0,      0.5276735567,      0.0216445261,      0.1228719212,                 0,       5.676812724,                 0
          0,           0,          26,      -5.574642186,      -2.175191138,      -2.928293422,      0.9723228077,     0.02193688526,      0.1235265324,                 0,                 0,                 0,       0.533338645,     0.02193688526,      0.1235265324,                 0,       5.630996879,                 0
          0,           0,          27,      -5.573575503,      -2.173847223,      -2.930080806,      0.9735520142,      0.0222337412,      0.1241356892,                 0,                 0,                 0,      0.5390026123,      0.0222337412,      0.1241356892,                 0,       5.583211935,                 0
          0,           0,          28,      -5.572078143,      -2.172007214,      -2.931564432,      0.9752232761,     0.02253523631,      0.1247011179,                 0,                 0,                 0,      0.5446707894,     0.02253523631,      0.1247011179,                 0,       5.533605956,                 0
          0,           0,          29,      -5.570145998,      -2.169659684,      -2.932782375,      0.9773428062,       0.022841338,      0.1252240856,                 0,                 0,                 0,      0.5503450291,       0.022841338,      0.1252240856,                 0,       5.482344578,                 0
          0,           0,          30,      -5.567764743,      -2.166784285,      -2.933776272,      0.9799270643,      0.0231518542,      0.1257054543,                 0,                 0,                 0,      0.5560239781,      0.0231518542,      0.1257054543,                 0,       5.429606337,                 0
          0,           0,          31,      -5.564921445,      -2.163361115,      -2.934601714,       0.982990827,     0.02346636436,      0.1261457054,                 0,                 0,                 0,      0.5617020802,     0.02346636436,      0.1261457054,                 0,       5.375596468,                 0
          0,           0,          32,      -5.561594632,      -2.159372282,      -2.935299728,      0.9865576148,      0.0237843498,      0.1265449879,                 0,                 0,                 0,      0.5673716131,      0.0237843498,      0.1265449879,                 0,       5.320514916,                 0
          0,           0,          33,      -5.557767095,       -2.15480376,      -2.935926784,      0.9906453572,     0.02410507905,      0.1269031332,                 0,                 0,                 0,       0.573020931,     0.02410507905,      0.1269031332,                 0,        5.26458067,                 0
          0,           0,          34,      -5.553423519,      -2.149646327,      -2.936518973,      0.9952693492,     0.02442768784,      0.1272196528,                 0,                 0,                 0,      0.5786357529,     0.02442768784,      0.1272196528,                 0,       5.208010421,                 0
          0,           0,          35,      -5.548549244,      -2.143896501,      -2.937115112,       1.000443176,     0.02475119032,      0.1274937435,                 0,                 0,                 0,      0.5841993617,     0.02475119032,      0.1274937435,                 0,       5.151014634,                 0
          0,           0,          36,       -5.54314432,      -2.137568047,      -2.937767999,       1.006164171,     0.02507442979,      0.1277243268,                 0,                 0,                 0,      0.5896918652,     0.02507442979,      0.1277243268,                 0,       5.093807833,                 0
          0,           0,          37,      -5.537214622,      -2.130704226,      -2.938555089,       1.012422576,     0.02539589271,      0.1279100993,                 0,                 0,                 0,      0.5950872566,     0.02539589271,      0.1279100993,                 0,       5.036645127,                 0
          0,           0,          38,      -5.530775728,      -2.123366685,      -2.939566198,       1.019197426,     0.02571378387,      0.1280495264,                 0,                 0,                 0,      0.6003546554,     0.02571378387,      0.1280495264,                 0,       4.979800991,                 0
          0,           0,          39,      -5.523855987,      -2.115608182,      -2.940936893,       1.026453583,     0.02602627342,      0.1281407808,                 0,                 0,                 0,       0.605462292,     0.02602627342,      0.1281407808,                 0,       4.923516277,                 0
          0,           0,          40,      -5.516507909,      -2.107479083,      -2.942975552,       1.034127839,     0.02633088011,      0.1281817201,                 0,                 0,                 0,      0.6103679428,     0.02633088011,      0.1281817201,                 0,       4.868113772,                 0
          0,           0,          41,      -5.508771541,      -2.099052773,      -2.945619603,       1.042176752,     0.02662610363,      0.1281700955,                 0,                 0,                 0,      0.6150445309,     0.02662610363,      0.1281700955,                 0,        4.81370077,                 0
          0,           0,          42,      -5.500710878,      -2.090405716,      -2.948835312,       1.050527742,     0.02691074197,      0.1281035629,                 0,                 0,                 0,      0.6194695516,     0.02691074197,      0.1281035629,                 0,       4.760313298,                 0
          0,           0,          43,      -5.492400441,      -2.081613875,      -2.952574239,       1.059098384,     0.02718391706,      0.1279796574,                 0,                 0,                 0,       0.623625438,     0.02718391706,      0.1279796574,                 0,       4.707918182,                 0
          0,           0,          44,       -5.48392213,      -2.072754892,      -2.956770091,       1.067799707,     0.02744501002,      0.1277959267,                 0,                 0,                 0,       0.627498718,     0.02744501002,      0.1277959267,                 0,        4.65643578,                 0
          0,           0,          45,      -5.475366712,      -2.063904669,      -2.961366614,       1.076532468,      0.0276931729,       0.127550095,                 0,                 0,                 0,      0.6310723169,      0.0276931729,       0.127550095,                 0,       4.605831751,                 0
          0,           0,          46,      -5.466818329,      -2.055146467,      -2.966265729,       1.085210605,      0.0279280979,      0.1272398618,                 0,                 0,                 0,      0.6343377868,      0.0279280979,      0.1272398618,                 0,       4.555980229,                 0
          0,           0,          47,      -5.458362415,      -2.046553273,       -2.97136406,       1.093745601,     0.02814992553,      0.1268630675,                 0,                 0,                 0,      0.6372940083,     0.02814992553,      0.1268630675,                 0,       4.506692829,                 0
          0,           0,          48,      -5.450083565,      -2.038195129,      -2.976580426,       1.102050461,      0.0283590454,      0.1264178849,                 0,                 0,                 0,      0.6399442686,      0.0283590454,      0.1264178849,                 0,       4.457762351,                 0
          0,           0,          49,      -5.442061774,      -2.030137439,      -2.981881663,         1.1100427,     0.02855560089,      0.1259026714,                 0,                 0,                 0,      0.6422884255,     0.02855560089,      0.1259026714,                 0,       4.409035969,                 0
          0,           0,          50,      -5.434367375,      -2.022441882,        -2.9872305,       1.117654653,     0.02873973079,      0.1253165454,                 0,                 0,                 0,      0.6443270456,     0.02873973079,      0.1253165454,                 0,       4.360393853,                 0
          0,           0,          51,      -5.427062212,      -2.015171021,      -2.992535152,       1.124827029,     0.02891188112,      0.1246589033,                 0,                 0,                 0,      0.6460659304,     0.02891188112,      0.1246589033,                 0,       4.311684278,                 0
          0,           0,          52,      -5.420200873,      -2.008378347,       -2.99771391,       1.131506862,     0.02907271763,      0.1239294323,                 0,                 0,                 0,      0.6475149396,     0.02907271763,      0.1239294323,                 0,       4.262739862,                 0
          0,           0,          53,      -5.413831126,      -2.002107306,      -3.002761795,        1.13764891,      0.0292226855,      0.1231284092,                 0,                 0,                 0,      0.6486812581,      0.0292226855,      0.1231284092,                 0,        4.21345291,                 0
          0,           0,          54,      -5.407989351,      -1.996392422,       -3.00767529,        1.14322055,      0.0293618007,      0.1222565884,                 0,                 0,                 0,      0.6495658435,      0.0293618007,      0.1222565884,                 0,       4.163797367,                 0
          0,           0,          55,      -5.402706271,      -1.991261501,      -3.012459156,       1.148195483,     0.02949073491,      0.1213149998,                 0,                 0,                 0,      0.6501807013,     0.02949073491,      0.1213149998,                 0,       4.113664857,                 0
          0,           0,          56,       -5.39800317,      -1.986734017,      -3.017131841,       1.152556407,     0.02961008106,      0.1203050217,                 0,                 0,                 0,      0.6505371384,     0.02961008106,      0.1203050217,                 0,       4.062975088,                 0
          0,           0,          57,      -5.393894002,      -1.982822667,       -3.02170251,         1.1562936,     0.02972034936,      0.1192285979,                 0,                 0,                 0,      0.6506460212,     0.02972034936,      0.1192285979,                 0,       4.011682247,                 0
          0,           0,          58,      -5.390385684,      -1.979532214,      -3.026185643,       1.159404438,     0.02982200913,      0.1180881603,                 0,                 0,                 0,      0.6505183234,     0.02982200913,      0.1180881603,                 0,       3.959765413,                 0
          0,           0,          59,      -5.387478692,      -1.976860725,      -3.030603927,       1.161892615,     0.02991553148,        0.11688639,                 0,                 0,                 0,      0.6501654845,     0.02991553148,        0.11688639,                 0,        3.90721422,                 0
          0,           0,          60,      -5.385168144,      -1.974799644,       -3.03496674,       1.163766445,     0.03000126841,      0.1156264179,                 0,                 0,                 0,       0.649597731,     0.03000126841,      0.1156264179,                 0,       3.854050978,                 0
          0,           0,          61,      -5.383443051,      -1.973336573,      -3.039252793,       1.165041001,     0.03007959893,      0.1143114935,                 0,                 0,                 0,      0.6488259317,     0.03007959893,      0.1143114935,                 0,       3.800299789,                 0
          0,           0,          62,      -5.382288861,      -1.972455583,      -3.043433469,       1.165734681,      0.0301509704,      0.1129451609,                 0,                 0,                 0,      0.6478625542,      0.0301509704,      0.1129451609,                 0,        3.74598759,                 0
          0,           0,          63,      -5.381687085,      -1.972136018,       -3.04749172,       1.165869151,     0.03021581343,      0.1115313192,                 0,                 0,                 0,      0.6467203818,     0.03021581343,      0.1115313192,                 0,       3.691157264,                 0
          0,           0,          64,      -5.381616728,      -1.972354585,      -3.051410608,       1.165468121,      0.0302745062,      0.1100739592,                 0,                 0,                 0,       0.645411484,      0.0302745062,      0.1100739592,                 0,       3.635863074,                 0
          0,           0,          65,      -5.382054908,      -1.973085297,      -3.055186705,       1.164556558,     0.03032727411,      0.1085770271,                 0,                 0,                 0,       0.643945465,     0.03032727411,      0.1085770271,                 0,        3.58017759,                 0
          0,           0,          66,      -5.382975507,      -1.974302166,      -3.058782917,       1.163164249,     0.03037451031,      0.1070444122,                 0,                 0,                 0,      0.6423345933,     0.03037451031,      0.1070444122,                 0,       3.524152688,                 0
          0,           0,          67,      -5.384349231,      -1.975976325,      -3.062161341,       1.161322382,     0.03041600482,       0.105480009,                 0,                 0,                 0,      0.6405816709,     0.03041600482,       0.105480009,                 0,       3.467911371,                 0
          0,           0,          68,      -5.386148235,      -1.978077616,      -3.065314646,       1.159060906,     0.03045209658,      0.1038878244,                 0,                 0,                 0,      0.6386983226,     0.03045209658,      0.1038878244,                 0,       3.411516318,                 0
          0,           0,          69,      -5.388344106,      -1.980575376,        -3.0682449,       1.156409618,     0.03048313729,      0.1022717996,                 0,                 0,                 0,      0.6366962804,     0.03048313729,      0.1022717996,                 0,       3.355028672,                 0
          0,           0,          70,       -5.39090831,       -1.98343806,      -3.071000221,        1.15339877,     0.03050936022,      0.1006359484,                 0,                 0,                 0,       0.634585395,     0.03050936022,      0.1006359484,                 0,       3.298526999,                 0
          0,           0,          71,      -5.393809699,      -1.986636368,      -3.073506821,       1.150060966,     0.03053115641,     0.09898397489,                 0,                 0,                 0,       0.632377705,     0.03053115641,     0.09898397489,                 0,       3.242064387,                 0
          0,           0,          72,      -5.397018576,      -1.990139819,      -3.075753658,       1.146426844,     0.03054889495,     0.09731951105,                 0,                 0,                 0,      0.6300848134,     0.03054889495,     0.09731951105,                 0,       3.185696609,                 0
          0,           0,          73,      -5.400505655,      -1.993918448,      -3.077738177,       1.142526512,     0.03056287165,     0.09564608141,                 0,                 0,                 0,      0.6277169826,     0.03056287165,     0.09564608141,                 0,       3.129486081,                 0
          0,           0,          74,      -5.404241751,       -1.99794258,      -3.079461437,       1.138389884,     0.03057332477,     0.09396694172,                 0,                 0,                 0,      0.6252831502,     0.03057332477,     0.09396694172,                 0,       3.073494376,                 0
          0,           0,          75,      -5.408199184,      -2.002183119,       -3.08094555,       1.134045228,     0.03058050009,     0.09228514666,                 0,                 0,                 0,      0.6227921089,     0.03058050009,     0.09228514666,                 0,       3.017777551,                 0
          0,           0,          76,      -5.412349302,      -2.006611806,      -3.082214149,        1.12952189,     0.03058436059,     0.09060361859,                 0,                 0,                 0,       0.620247848,     0.03058436059,     0.09060361859,                 0,       2.962416636,                 0
          0,           0,          77,      -5.416666015,      -2.011203028,      -3.083237707,       1.124846126,     0.03058519994,     0.08892512539,                 0,                 0,                 0,      0.6176594786,     0.03058519994,     0.08892512539,                 0,       2.907456076,                 0
          0,           0,          78,      -5.421124019,      -2.015931012,      -3.084026005,       1.120043323,     0.03058329654,     0.08725219526,                 0,                 0,                 0,      0.6150354995,     0.03058329654,     0.08725219526,                 0,       2.852936247,                 0
          0,           0,          79,      -5.425699141,      -2.020771232,      -3.084594349,       1.115137759,     0.03057890233,     0.08558718858,                 0,                 0,                 0,      0.6123837349,     0.03057890233,     0.08558718858,                 0,       2.798896693,                 0
          0,           0,          80,       -5.43036831,      -2.025700325,      -3.084956951,       1.110152515,     0.03057224531,     0.08393230384,                 0,                 0,                 0,      0.6097113913,     0.03057224531,     0.08393230384,                 0,       2.745375846,                 0
          0,           0,          81,      -5.435109897,      -2.030696616,      -3.085129484,       1.105109106,     0.03056351945,     0.08228956059,                 0,                 0,                 0,      0.6070248598,     0.03056351945,     0.08228956059,                 0,       2.692411151,                 0
          0,           0,          82,       -5.43990311,      -2.035739995,      -3.085133721,       1.100028525,     0.03055272438,     0.08066080678,                 0,                 0,                 0,      0.6043272131,     0.03055272438,     0.08066080678,                 0,        2.64005284,                 0
          0,           0,          83,      -5.444729101,      -2.040811512,      -3.084985447,       1.094929078,     0.03053997154,     0.07904778431,                 0,                 0,                 0,      0.6016231051,     0.03053997154,     0.07904778431,                 0,       2.588338506,                 0
          0,           0,          84,       -5.44957152,      -2.045894204,      -3.084698705,       1.089826313,       0.030525462,     0.07745209587,                 0,                 0,                 0,      0.5989183975,       0.030525462,     0.07745209587,                 0,       2.537294796,                 0
          0,           0,          85,       -5.45441477,       -2.05097241,      -3.084290832,       1.084735333,      0.0305093749,     0.07587522609,                 0,                 0,                 0,      0.5962184316,      0.0305093749,     0.07587522609,                 0,       2.486947909,                 0
          0,           0,          86,      -5.459244884,      -2.056032164,       -3.08377877,       1.079669507,     0.03049187182,     0.07431854812,                 0,                 0,                 0,      0.5935281042,     0.03049187182,     0.07431854812,                 0,        2.43732325,                 0
          0,           0,          87,      -5.464049398,      -2.061061091,      -3.083178412,       1.074640584,     0.03047309908,     0.07278333949,                 0,                 0,                 0,      0.5908519313,     0.03047309908,     0.07278333949,                 0,       2.388445602,                 0
          0,           0,          88,       -5.46881756,      -2.066048575,      -3.082506506,       1.069658505,      0.0304531895,     0.07127079109,                 0,                 0,                 0,      0.5881940891,      0.0304531895,     0.07127079109,                 0,       2.340339132,                 0
          0,           0,          89,      -5.473539912,      -2.070985587,      -3.081777608,       1.064731914,     0.03043223282,     0.06978199538,                 0,                 0,                 0,      0.5855579237,     0.03043223282,     0.06978199538,                 0,       2.293029098,                 0
          0,           0,          90,      -5.478208577,      -2.075864949,      -3.081007014,       1.059867877,     0.03041026245,     0.06831799108,                 0,                 0,                 0,       0.582945816,     0.03041026245,     0.06831799108,                 0,       2.246543948,                 0
          0,           0,          91,      -5.482818109,      -2.080681008,      -3.080209965,       1.055070273,     0.03038739261,     0.06687975567,                 0,                 0,                 0,      0.5803613476,     0.03038739261,     0.06687975567,                 0,       2.200904715,                 0
          0,           0,          92,      -5.487363299,      -2.085428928,      -3.079399965,       1.050343166,     0.03036372333,     0.06546820384,                 0,                 0,                 0,      0.5778077836,     0.03036372333,     0.06546820384,                 0,       2.156132275,                 0
          0,           0,          93,      -5.491840868,      -2.090105855,      -3.078590448,        1.04568855,     0.03033934346,     0.06408422685,                 0,                 0,                 0,      0.5752881926,     0.03033934346,     0.06408422685,                 0,       2.112248307,                 0
          0,           0,          94,      -5.496249081,      -2.094710556,      -3.077795344,        1.04110676,     0.03031433345,     0.06272868643,                 0,                 0,                 0,      0.5728054821,     0.03031433345,     0.06272868643,                 0,       2.069274805,                 0
          0,           0,          95,      -5.500587301,      -2.099243395,      -3.077027387,       1.036597254,     0.03028872236,     0.06140244875,                 0,                 0,                 0,      0.5703617568,     0.03028872236,     0.06140244875,                 0,       2.027237993,                 0
          0,           0,          96,      -5.504855307,       -2.10370468,      -3.076298947,       1.032158705,      0.0302625516,     0.06010632161,                 0,                 0,                 0,       0.567959248,      0.0302625516,     0.06010632161,                 0,       1.986161722,                 0
          0,           0,          97,      -5.509054778,        -2.1080964,      -3.075623203,       1.027787677,     0.03023588829,      0.0588410993,                 0,                 0,                 0,         0.5656006,     0.03023588829,      0.0588410993,                 0,       1.946068154,                 0
          0,           0,          98,      -5.513188196,      -2.112421875,      -3.075013479,       1.023480311,     0.03020877761,     0.05760756363,                 0,                 0,                 0,      0.5632881078,     0.03020877761,     0.05760756363,                 0,       1.906980957,                 0
          0,           0,          99,      -5.517258256,      -2.116684808,      -3.074481359,       1.019232616,     0.03018124021,     0.05640649839,                 0,                 0,                 0,      0.5610236968,     0.03018124021,     0.05640649839,                 0,       1.868925796,                 0
          0,           0,         100,      -5.521269082,      -2.120889749,      -3.074038309,       1.015038759,     0.03015330806,     0.05523868162,                 0,                 0,                 0,      0.5588094828,     0.03015330806,     0.05523868162,                 0,       1.831927744,                 0
          0,           0,         101,      -5.525225118,      -2.125041691,      -3.073696516,       1.010892938,     0.03012501495,      0.0541048952,                 0,                 0,                 0,      0.5566476357,     0.03012501495,      0.0541048952,                 0,       1.796012227,                 0
          0,           0,         102,      -5.529131544,      -2.129146193,      -3.073467178,       1.006788645,     0.03009640567,     0.05300592815,                 0,                 0,                 0,      0.5545405301,     0.03009640567,     0.05300592815,                 0,       1.761204601,                 0
          0,           0,         103,      -5.532993314,      -2.133208794,      -3.073360942,       1.002719837,     0.03006751927,     0.05194257347,                 0,                 0,                 0,      0.5524904751,     0.03006751927,     0.05194257347,                 0,       1.727531061,                 0
          0,           0,         104,      -5.536815501,      -2.137235112,      -3.073388118,      0.9986805082,     0.03003838948,     0.05091562214,                 0,                 0,                 0,       0.550499708,     0.03003838948,     0.05091562214,                 0,       1.695018375,                 0
          0,           0,         105,      -5.540604149,      -2.141231644,       -3.07355947,      0.9946638195,     0.03000904527,     0.04992586427,                 0,                 0,                 0,      0.5485704055,     0.03000904527,     0.04992586427,                 0,       1.663693857,                 0
          0,           0,         106,       -5.54436346,      -2.145203362,      -3.073882495,      0.9906652369,     0.02997949284,     0.04897409566,                 0,                 0,                 0,      0.5467044014,     0.02997949284,     0.04897409566,                 0,        1.63358653,                 0
          0,           0,         107,      -5.548098881,      -2.149155843,       -3.07436728,      0.9866788533,     0.02994974745,     0.04806109704,                 0,                 0,                 0,      0.5449036636,     0.02994974745,     0.04806109704,                 0,       1.604724618,                 0
          0,           0,         108,      -5.551815502,       -2.15309422,       -3.07502335,      0.9826994546,     0.02991982938,     0.04718763534,                 0,                 0,                 0,      0.5431702325,     0.02991982938,     0.04718763534,                 0,       1.577135843,                 0
          0,           0,         109,      -5.555517946,      -2.157023215,      -3.075858762,      0.9787226448,     0.02988975492,     0.04635446325,                 0,                 0,                 0,      0.5415060701,     0.02988975492,     0.04635446325,                 0,       1.550847886,                 0
          0,           0,         110,      -5.559210445,        -2.1609472,      -3.076881026,      0.9747447613,     0.02985952732,     0.04556231498,                 0,                 0,                 0,       0.539912911,     0.02985952732,     0.04556231498,                 0,       1.525888688,                 0
          0,           0,         111,      -5.562896884,      -2.164869988,      -3.078097381,      0.9707627194,     0.02982914367,     0.04481188945,                 0,                 0,                 0,      0.5383923331,     0.02982914367,     0.04481188945,                 0,       1.502285481,                 0
          0,           0,         112,       -5.56658055,      -2.168794347,      -3.079514462,      0.9667742005,     0.02979861394,     0.04410385579,                 0,                 0,                 0,      0.5369460634,     0.02979861394,     0.04410385579,                 0,       1.480064002,                 0
          0,           0,         113,       -5.57026525,      -2.172723686,      -3.081138517,      0.9627766623,     0.02976794504,     0.04343884524,                 0,                 0,                 0,      0.5355757101,     0.02976794504,     0.04343884524,                 0,       1.459249041,                 0
          0,           0,         114,      -5.573953462,      -2.176659981,      -3.082974405,      0.9587692175,     0.02973714133,     0.04281741688,                 0,                 0,                 0,      0.5342827127,     0.02973714133,     0.04281741688,                 0,       1.439863247,                 0
          0,           0,         115,      -5.577647467,      -2.180604899,      -3.085026387,      0.9547513761,     0.02970620507,     0.04224007751,                 0,                 0,                 0,      0.5330683787,     0.02970620507,     0.04224007751,                 0,       1.421927756,                 0
          0,           0,         116,      -5.581349312,      -2.184559741,      -3.087297702,      0.9507230659,     0.02967513673,     0.04170725295,                 0,                 0,                 0,      0.5319338303,     0.02967513673,     0.04170725295,                 0,       1.405461189,                 0
          0,           0,         117,      -5.585061164,      -2.188525813,      -3.089790836,      0.9466842484,     0.02964393523,     0.04121931515,                 0,                 0,                 0,       0.530880061,     0.02964393523,     0.04121931515,                 0,       1.390480543,                 0
          0,           0,         118,      -5.588782113,      -2.192501423,      -3.092507039,      0.9426382302,     0.02961259836,     0.04077650324,                 0,                 0,                 0,      0.5299077842,     0.02961259836,     0.04077650324,                 0,        1.37699849,                 0
          0,           0,         119,      -5.592512578,      -2.196486361,      -3.095446544,      0.9385870766,     0.02958111452,     0.04037900746,                 0,                 0,                 0,      0.5290174634,     0.02958111452,     0.04037900746,                 0,       1.365026575,                 0
          0,           0,         120,       -5.59625346,      -2.200480189,      -3.098609203,       0.934532075,      0.0295494817,     0.04002687854,                 0,                 0,                 0,      0.5282094377,      0.0295494817,     0.04002687854,                 0,       1.354571256,                 0
          0,           0,         121,      -5.600004707,      -2.204481846,      -3.101993395,      0.9304756921,     0.02951769724,     0.03972009868,                 0,                 0,                 0,      0.5274838961,     0.02951769724,     0.03972009868,                 0,       1.345636767,                 0
          0,           0,         122,      -5.603765821,      -2.208489821,      -3.105596581,      0.9264208088,     0.02948575821,     0.03945854481,                 0,                 0,                 0,       0.526840808,     0.02948575821,     0.03945854481,                 0,       1.338223848,                 0
          0,           0,         123,      -5.607536052,      -2.212502364,      -3.109415279,      0.9223704612,     0.02945366177,      0.0392419686,                 0,                 0,                 0,      0.5262798891,     0.02945366177,      0.0392419686,                 0,        1.33232903,                 0
          0,           0,         124,      -5.611314641,      -2.216517716,      -3.113444563,      0.9183275605,     0.02942140595,     0.03906989619,                 0,                 0,                 0,      0.5258004212,     0.02942140595,     0.03906989619,                 0,       1.327941169,                 0
          0,           0,         125,      -5.615100629,      -2.220533973,      -3.117678448,      0.9142950351,      0.0293889898,      0.0389417913,                 0,                 0,                 0,      0.5254015619,      0.0293889898,      0.0389417913,                 0,        1.32504695,                 0
          0,           0,         126,      -5.618893384,       -2.22454957,      -3.122110161,       0.910275283,     0.02935641203,     0.03885700237,                 0,                 0,                 0,      0.5250822261,     0.02935641203,     0.03885700237,                 0,       1.323629139,                 0
