VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_N2]"  ,   "rms[Rho_N]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
        319,           0,           0,               -32,               -32,       4.005716467,       4.005716467,               -32,               -32
        320,           0,           0,               -32,               -32,       4.005716466,       4.005716466,               -32,               -32
        321,           0,           0,               -32,               -32,       4.005716465,       4.005716465,               -32,               -32
        322,           0,           0,               -32,               -32,       4.005716464,       4.005716464,               -32,               -32
        323,           0,           0,               -32,               -32,       4.005716463,       4.005716463,               -32,               -32
        324,           0,           0,               -32,               -32,       4.005716462,       4.005716462,               -32,               -32
        325,           0,           0,               -32,               -32,       4.005716461,       4.005716461,               -32,               -32
        326,           0,           0,               -32,               -32,        4.00571646,        4.00571646,               -32,               -32
        327,           0,           0,               -32,               -32,       4.005716459,       4.005716459,               -32,               -32
        328,           0,           0,               -32,               -32,       4.005716458,       4.005716458,               -32,               -32
        329,           0,           0,               -32,               -32,       4.005716457,       4.005716457,               -32,               -32
        330,           0,           0,               -32,               -32,       4.005716456,       4.005716456,               -32,               -32
        331,           0,           0,               -32,               -32,       4.005716455,       4.005716455,               -32,               -32
        332,           0,           0,               -32,               -32,       4.005716455,       4.005716455,               -32,               -32
        333,           0,           0,               -32,               -32,       4.005716454,       4.005716454,               -32,               -32
        334,           0,           0,               -32,               -32,       4.005716453,       4.005716453,               -32,               -32
        335,           0,           0,               -32,               -32,       4.005716452,       4.005716452,               -32,               -32
        336,           0,           0,               -32,               -32,       4.005716451,       4.005716451,               -32,               -32
        337,           0,           0,               -32,               -32,        4.00571645,        4.00571645,               -32,               -32
        338,           0,           0,               -32,               -32,       4.005716449,       4.005716449,               -32,               -32
        339,           0,           0,               -32,               -32,       4.005716448,       4.005716448,               -32,               -32
        340,           0,           0,               -32,               -32,       4.005716447,       4.005716447,               -32,               -32
        341,           0,           0,               -32,               -32,       4.005716446,       4.005716446,               -32,               -32
        342,           0,           0,               -32,               -32,       4.005716445,       4.005716445,               -32,               -32
        343,           0,           0,               -32,               -32,       4.005716444,       4.005716444,               -32,               -32
        344,           0,           0,               -32,               -32,       4.005716443,       4.005716443,               -32,               -32
        345,           0,           0,               -32,               -32,       4.005716442,       4.005716442,               -32,               -32
        346,           0,           0,               -32,               -32,       4.005716441,       4.005716441,               -32,               -32
        347,           0,           0,               -32,               -32,        4.00571644,        4.00571644,               -32,               -32
        348,           0,           0,               -32,               -32,       4.005716439,       4.005716439,               -32,               -32
        349,           0,           0,               -32,               -32,       4.005716438,       4.005716438,               -32,               -32
        350,           0,           0,               -32,               -32,       4.005716437,       4.005716437,               -32,               -32
        351,           0,           0,               -32,               -32,       4.005716436,       4.005716436,               -32,               -32
        352,           0,           0,               -32,               -32,       4.005716435,       4.005716435,               -32,               -32
        353,           0,           0,               -32,               -32,       4.005716434,       4.005716434,               -32,               -32
        354,           0,           0,               -32,               -32,       4.005716433,       4.005716433,               -32,               -32
        355,           0,           0,               -32,               -32,       4.005716432,       4.005716432,               -32,               -32
        356,           0,           0,               -32,               -32,       4.005716431,       4.005716431,               -32,               -32
        357,           0,           0,               -32,               -32,        4.00571643,        4.00571643,               -32,               -32
        358,           0,           0,               -32,               -32,       4.005716429,       4.005716429,               -32,               -32
        359,           0,           0,               -32,               -32,       4.005716428,       4.005716428,               -32,               -32
        360,           0,           0,               -32,               -32,       4.005716427,       4.005716427,               -32,               -32
        361,           0,           0,               -32,               -32,       4.005716426,       4.005716426,               -32,               -32
        362,           0,           0,               -32,               -32,       4.005716425,       4.005716425,               -32,               -32
        363,           0,           0,               -32,               -32,       4.005716424,       4.005716424,               -32,               -32
        364,           0,           0,               -32,               -32,       4.005716423,       4.005716423,               -32,               -32
        365,           0,           0,               -32,               -32,       4.005716422,       4.005716422,               -32,               -32
        366,           0,           0,               -32,               -32,       4.005716421,       4.005716421,               -32,               -32
        367,           0,           0,               -32,               -32,        4.00571642,        4.00571642,               -32,               -32
        368,           0,           0,               -32,               -32,       4.005716418,       4.005716418,               -32,               -32
        369,           0,           0,               -32,               -32,       4.005716417,       4.005716417,               -32,               -32
        370,           0,           0,               -32,               -32,       4.005716416,       4.005716416,               -32,               -32
        371,           0,           0,               -32,               -32,       4.005716415,       4.005716415,               -32,               -32
        372,           0,           0,               -32,               -32,       4.005716414,       4.005716414,               -32,               -32
        373,           0,           0,               -32,               -32,       4.005716413,       4.005716413,               -32,               -32
        374,           0,           0,               -32,               -32,       4.005716412,       4.005716412,               -32,               -32
        375,           0,           0,               -32,               -32,       4.005716411,       4.005716411,               -32,               -32
        376,           0,           0,               -32,               -32,        4.00571641,        4.00571641,               -32,               -32
        377,           0,           0,               -32,               -32,       4.005716409,       4.005716409,               -32,               -32
        378,           0,           0,               -32,               -32,       4.005716408,       4.005716408,               -32,               -32
        379,           0,           0,               -32,               -32,       4.005716407,       4.005716407,               -32,               -32
        380,           0,           0,               -32,               -32,       4.005716406,       4.005716406,               -32,               -32
        381,           0,           0,               -32,               -32,       4.005716405,       4.005716405,               -32,               -32
        382,           0,           0,               -32,               -32,       4.005716403,       4.005716403,               -32,               -32
        383,           0,           0,               -32,               -32,       4.005716402,       4.005716402,               -32,               -32
        384,           0,           0,               -32,               -32,       4.005716401,       4.005716401,               -32,               -32
        385,           0,           0,               -32,               -32,         4.0057164,         4.0057164,               -32,               -32
        386,           0,           0,               -32,               -32,       4.005716399,       4.005716399,               -32,               -32
        387,           0,           0,               -32,               -32,       4.005716398,       4.005716398,               -32,               -32
        388,           0,           0,               -32,               -32,       4.005716397,       4.005716397,               -32,               -32
        389,           0,           0,               -32,               -32,       4.005716396,       4.005716396,               -32,               -32
        390,           0,           0,               -32,               -32,       4.005716395,       4.005716395,               -32,               -32
        391,           0,           0,               -32,               -32,       4.005716393,       4.005716393,               -32,               -32
        392,           0,           0,               -32,               -32,       4.005716392,       4.005716392,               -32,               -32
        393,           0,           0,               -32,               -32,       4.005716391,       4.005716391,               -32,               -32
        394,           0,           0,               -32,               -32,        4.00571639,        4.00571639,               -32,               -32
        395,           0,           0,               -32,               -32,       4.005716389,       4.005716389,               -32,               -32
        396,           0,           0,               -32,               -32,       4.005716388,       4.005716388,               -32,               -32
        397,           0,           0,               -32,               -32,       4.005716387,       4.005716387,               -32,               -32
        398,           0,           0,               -32,               -32,       4.005716386,       4.005716386,               -32,               -32
        399,           0,           0,               -32,               -32,       4.005716384,       4.005716384,               -32,               -32
        400,           0,           0,               -32,               -32,       4.005716383,       4.005716383,               -32,               -32
        401,           0,           0,               -32,               -32,       4.005716382,       4.005716382,               -32,               -32
        402,           0,           0,               -32,               -32,       4.005716381,       4.005716381,               -32,               -32
        403,           0,           0,               -32,               -32,        4.00571638,        4.00571638,               -32,               -32
        404,           0,           0,               -32,               -32,       4.005716379,       4.005716379,               -32,               -32
        405,           0,           0,               -32,               -32,       4.005716377,       4.005716377,               -32,               -32
        406,           0,           0,               -32,               -32,       4.005716376,       4.005716376,               -32,               -32
        407,           0,           0,               -32,               -32,       4.005716375,       4.005716375,               -32,               -32
        408,           0,           0,               -32,               -32,       4.005716374,       4.005716374,               -32,               -32
        409,           0,           0,               -32,               -32,       4.005716373,       4.005716373,               -32,               -32
        410,           0,           0,               -32,               -32,       4.005716372,       4.005716372,               -32,               -32
        411,           0,           0,               -32,               -32,        4.00571637,        4.00571637,               -32,               -32
        412,           0,           0,               -32,               -32,       4.005716369,       4.005716369,               -32,               -32
        413,           0,           0,               -32,               -32,       4.005716368,       4.005716368,               -32,               -32
        414,           0,           0,               -32,               -32,       4.005716367,       4.005716367,               -32,               -32
        415,           0,           0,               -32,               -32,       4.005716366,       4.005716366,               -32,               -32
        416,           0,           0,               -32,               -32,       4.005716365,       4.005716365,               -32,               -32
        417,           0,           0,               -32,               -32,       4.005716363,       4.005716363,               -32,               -32
        418,           0,           0,               -32,               -32,       4.005716362,       4.005716362,               -32,               -32
        419,           0,           0,               -32,               -32,       4.005716361,       4.005716361,               -32,               -32
        420,           0,           0,               -32,               -32,        4.00571636,        4.00571636,               -32,               -32
        421,           0,           0,               -32,               -32,       4.005716359,       4.005716359,               -32,               -32
        422,           0,           0,               -32,               -32,       4.005716357,       4.005716357,               -32,               -32
        423,           0,           0,               -32,               -32,       4.005716356,       4.005716356,               -32,               -32
        424,           0,           0,               -32,               -32,       4.005716355,       4.005716355,               -32,               -32
        425,           0,           0,               -32,               -32,       4.005716354,       4.005716354,               -32,               -32
        426,           0,           0,               -32,               -32,       4.005716353,       4.005716353,               -32,               -32
        427,           0,           0,               -32,               -32,       4.005716351,       4.005716351,               -32,               -32
        428,           0,           0,               -32,               -32,        4.00571635,        4.00571635,               -32,               -32
        429,           0,           0,               -32,               -32,       4.005716349,       4.005716349,               -32,               -32
        430,           0,           0,               -32,               -32,       4.005716348,       4.005716348,               -32,               -32
        431,           0,           0,               -32,               -32,       4.005716346,       4.005716346,               -32,               -32
        432,           0,           0,               -32,               -32,       4.005716345,       4.005716345,               -32,               -32
        433,           0,           0,               -32,               -32,       4.005716344,       4.005716344,               -32,               -32
        434,           0,           0,               -32,               -32,       4.005716343,       4.005716343,               -32,               -32
        435,           0,           0,               -32,               -32,       4.005716341,       4.005716341,               -32,               -32
        436,           0,           0,               -32,               -32,        4.00571634,        4.00571634,               -32,               -32
        437,           0,           0,               -32,               -32,       4.005716339,       4.005716339,               -32,               -32
        438,           0,           0,               -32,               -32,       4.005716338,       4.005716338,               -32,               -32
        439,           0,           0,               -32,               -32,       4.005716336,       4.005716336,               -32,               -32
        440,           0,           0,               -32,               -32,       4.005716335,       4.005716335,               -32,               -32
        441,           0,           0,               -32,               -32,       4.005716334,       4.005716334,               -32,               -32
        442,           0,           0,               -32,               -32,       4.005716333,       4.005716333,               -32,               -32
        443,           0,           0,               -32,               -32,       4.005716331,       4.005716331,               -32,               -32
        444,           0,           0,               -32,               -32,        4.00571633,        4.00571633,               -32,               -32
        445,           0,           0,               -32,               -32,       4.005716329,       4.005716329,               -32,               -32
        446,           0,           0,               -32,               -32,       4.005716328,       4.005716328,               -32,               -32
        447,           0,           0,               -32,               -32,       4.005716326,       4.005716326,               -32,               -32
        448,           0,           0,               -32,               -32,       4.005716325,       4.005716325,               -32,               -32
        449,           0,           0,               -32,               -32,       4.005716324,       4.005716324,               -32,               -32
        450,           0,           0,               -32,               -32,       4.005716322,       4.005716322,               -32,               -32
        451,           0,           0,               -32,               -32,       4.005716321,       4.005716321,               -32,               -32
        452,           0,           0,               -32,               -32,        4.00571632,        4.00571632,               -32,               -32
        453,           0,           0,               -32,               -32,       4.005716319,       4.005716319,               -32,               -32
        454,           0,           0,               -32,               -32,       4.005716317,       4.005716317,               -32,               -32
        455,           0,           0,               -32,               -32,       4.005716316,       4.005716316,               -32,               -32
        456,           0,           0,               -32,               -32,       4.005716315,       4.005716315,               -32,               -32
        457,           0,           0,               -32,               -32,       4.005716313,       4.005716313,               -32,               -32
        458,           0,           0,               -32,               -32,       4.005716312,       4.005716312,               -32,               -32
        459,           0,           0,               -32,               -32,       4.005716311,       4.005716311,               -32,               -32
        460,           0,           0,               -32,               -32,       4.005716309,       4.005716309,               -32,               -32
        461,           0,           0,               -32,               -32,       4.005716308,       4.005716308,               -32,               -32
        462,           0,           0,               -32,               -32,       4.005716307,       4.005716307,               -32,               -32
        463,           0,           0,               -32,               -32,       4.005716305,       4.005716305,               -32,               -32
        464,           0,           0,               -32,               -32,       4.005716304,       4.005716304,               -32,               -32
        465,           0,           0,               -32,               -32,       4.005716303,       4.005716303,               -32,               -32
        466,           0,           0,               -32,               -32,       4.005716301,       4.005716301,               -32,               -32
        467,           0,           0,               -32,               -32,         4.0057163,         4.0057163,               -32,               -32
        468,           0,           0,               -32,               -32,       4.005716299,       4.005716299,               -32,               -32
        469,           0,           0,               -32,               -32,       4.005716297,       4.005716297,               -32,               -32
        470,           0,           0,               -32,               -32,       4.005716296,       4.005716296,               -32,               -32
        471,           0,           0,               -32,               -32,       4.005716295,       4.005716295,               -32,               -32
        472,           0,           0,               -32,               -32,       4.005716293,       4.005716293,               -32,               -32
        473,           0,           0,               -32,               -32,       4.005716292,       4.005716292,               -32,               -32
        474,           0,           0,               -32,               -32,       4.005716291,       4.005716291,               -32,               -32
        475,           0,           0,               -32,               -32,       4.005716289,       4.005716289,               -32,               -32
        476,           0,           0,               -32,               -32,       4.005716288,       4.005716288,               -32,               -32
        477,           0,           0,               -32,               -32,       4.005716287,       4.005716287,               -32,               -32
        478,           0,           0,               -32,               -32,       4.005716285,       4.005716285,               -32,               -32
        479,           0,           0,               -32,               -32,       4.005716284,       4.005716284,               -32,               -32
        480,           0,           0,               -32,               -32,       4.005716282,       4.005716282,               -32,               -32
        481,           0,           0,               -32,               -32,       4.005716281,       4.005716281,               -32,               -32
        482,           0,           0,               -32,               -32,        4.00571628,        4.00571628,               -32,               -32
        483,           0,           0,               -32,               -32,       4.005716278,       4.005716278,               -32,               -32
        484,           0,           0,               -32,               -32,       4.005716277,       4.005716277,               -32,               -32
        485,           0,           0,               -32,               -32,       4.005716276,       4.005716276,               -32,               -32
        486,           0,           0,               -32,               -32,       4.005716274,       4.005716274,               -32,               -32
        487,           0,           0,               -32,               -32,       4.005716273,       4.005716273,               -32,               -32
        488,           0,           0,               -32,               -32,       4.005716271,       4.005716271,               -32,               -32
        489,           0,           0,               -32,               -32,        4.00571627,        4.00571627,               -32,               -32
        490,           0,           0,               -32,               -32,       4.005716269,       4.005716269,               -32,               -32
        491,           0,           0,               -32,               -32,       4.005716267,       4.005716267,               -32,               -32
        492,           0,           0,               -32,               -32,       4.005716266,       4.005716266,               -32,               -32
        493,           0,           0,               -32,               -32,       4.005716264,       4.005716264,               -32,               -32
        494,           0,           0,               -32,               -32,       4.005716263,       4.005716263,               -32,               -32
        495,           0,           0,               -32,               -32,       4.005716261,       4.005716261,               -32,               -32
        496,           0,           0,               -32,               -32,        4.00571626,        4.00571626,               -32,               -32
        497,           0,           0,               -32,               -32,       4.005716259,       4.005716259,               -32,               -32
        498,           0,           0,               -32,               -32,       4.005716257,       4.005716257,               -32,               -32
        499,           0,           0,               -32,               -32,       4.005716256,       4.005716256,               -32,               -32
        500,           0,           0,               -32,               -32,       4.005716254,       4.005716254,               -32,               -32
        501,           0,           0,               -32,               -32,       4.005716253,       4.005716253,               -32,               -32
        502,           0,           0,               -32,               -32,       4.005716251,       4.005716251,               -32,               -32
        503,           0,           0,               -32,               -32,        4.00571625,        4.00571625,               -32,               -32
        504,           0,           0,               -32,               -32,       4.005716249,       4.005716249,               -32,               -32
        505,           0,           0,               -32,               -32,       4.005716247,       4.005716247,               -32,               -32
        506,           0,           0,               -32,               -32,       4.005716246,       4.005716246,               -32,               -32
        507,           0,           0,               -32,               -32,       4.005716244,       4.005716244,               -32,               -32
        508,           0,           0,               -32,               -32,       4.005716243,       4.005716243,               -32,               -32
        509,           0,           0,               -32,               -32,       4.005716241,       4.005716241,               -32,               -32
        510,           0,           0,               -32,               -32,        4.00571624,        4.00571624,               -32,               -32
        511,           0,           0,               -32,               -32,       4.005716238,       4.005716238,               -32,               -32
        512,           0,           0,               -32,               -32,       4.005716237,       4.005716237,               -32,               -32
        513,           0,           0,               -32,               -32,       4.005716235,       4.005716235,               -32,               -32
        514,           0,           0,               -32,               -32,       4.005716234,       4.005716234,               -32,               -32
        515,           0,           0,               -32,               -32,       4.005716233,       4.005716233,               -32,               -32
        516,           0,           0,               -32,               -32,       4.005716231,       4.005716231,               -32,               -32
        517,           0,           0,               -32,               -32,        4.00571623,        4.00571623,               -32,               -32
        518,           0,           0,               -32,               -32,       4.005716228,       4.005716228,               -32,               -32
        519,           0,           0,               -32,               -32,       4.005716227,       4.005716227,               -32,               -32
        520,           0,           0,               -32,               -32,       4.005716225,       4.005716225,               -32,               -32
        521,           0,           0,               -32,               -32,       4.005716224,       4.005716224,               -32,               -32
        522,           0,           0,               -32,               -32,       4.005716222,       4.005716222,               -32,               -32
        523,           0,           0,               -32,               -32,       4.005716221,       4.005716221,               -32,               -32
        524,           0,           0,               -32,               -32,       4.005716219,       4.005716219,               -32,               -32
        525,           0,           0,               -32,               -32,       4.005716218,       4.005716218,               -32,               -32
        526,           0,           0,               -32,               -32,       4.005716216,       4.005716216,               -32,               -32
        527,           0,           0,               -32,               -32,       4.005716215,       4.005716215,               -32,               -32
        528,           0,           0,               -32,               -32,       4.005716213,       4.005716213,               -32,               -32
        529,           0,           0,               -32,               -32,       4.005716212,       4.005716212,               -32,               -32
        530,           0,           0,               -32,               -32,        4.00571621,        4.00571621,               -32,               -32
        531,           0,           0,               -32,               -32,       4.005716209,       4.005716209,               -32,               -32
        532,           0,           0,               -32,               -32,       4.005716207,       4.005716207,               -32,               -32
        533,           0,           0,               -32,               -32,       4.005716206,       4.005716206,               -32,               -32
        534,           0,           0,               -32,               -32,       4.005716204,       4.005716204,               -32,               -32
        535,           0,           0,               -32,               -32,       4.005716202,       4.005716202,               -32,               -32
        536,           0,           0,               -32,               -32,       4.005716201,       4.005716201,               -32,               -32
        537,           0,           0,               -32,               -32,       4.005716199,       4.005716199,               -32,               -32
        538,           0,           0,               -32,               -32,       4.005716198,       4.005716198,               -32,               -32
        539,           0,           0,               -32,               -32,       4.005716196,       4.005716196,               -32,               -32
        540,           0,           0,               -32,               -32,       4.005716195,       4.005716195,               -32,               -32
        541,           0,           0,               -32,               -32,       4.005716193,       4.005716193,               -32,               -32
        542,           0,           0,               -32,               -32,       4.005716192,       4.005716192,               -32,               -32
        543,           0,           0,               -32,               -32,        4.00571619,        4.00571619,               -32,               -32
        544,           0,           0,               -32,               -32,       4.005716189,       4.005716189,               -32,               -32
        545,           0,           0,               -32,               -32,       4.005716187,       4.005716187,               -32,               -32
        546,           0,           0,               -32,               -32,       4.005716185,       4.005716185,               -32,               -32
        547,           0,           0,               -32,               -32,       4.005716184,       4.005716184,               -32,               -32
        548,           0,           0,               -32,               -32,       4.005716182,       4.005716182,               -32,               -32
        549,           0,           0,               -32,               -32,       4.005716181,       4.005716181,               -32,               -32
        550,           0,           0,               -32,               -32,       4.005716179,       4.005716179,               -32,               -32
        551,           0,           0,               -32,               -32,       4.005716178,       4.005716178,               -32,               -32
        552,           0,           0,               -32,               -32,       4.005716176,       4.005716176,               -32,               -32
        553,           0,           0,               -32,               -32,       4.005716174,       4.005716174,               -32,               -32
        554,           0,           0,               -32,               -32,       4.005716173,       4.005716173,               -32,               -32
        555,           0,           0,               -32,               -32,       4.005716171,       4.005716171,               -32,               -32
        556,           0,           0,               -32,               -32,        4.00571617,        4.00571617,               -32,               -32
        557,           0,           0,               -32,               -32,       4.005716168,       4.005716168,               -32,               -32
        558,           0,           0,               -32,               -32,       4.005716166,       4.005716166,               -32,               -32
        559,           0,           0,               -32,               -32,       4.005716165,       4.005716165,               -32,               -32
        560,           0,           0,               -32,               -32,       4.005716163,       4.005716163,               -32,               -32
        561,           0,           0,               -32,               -32,       4.005716162,       4.005716162,               -32,               -32
        562,           0,           0,               -32,               -32,        4.00571616,        4.00571616,               -32,               -32
        563,           0,           0,               -32,               -32,       4.005716158,       4.005716158,               -32,               -32
        564,           0,           0,               -32,               -32,       4.005716157,       4.005716157,               -32,               -32
        565,           0,           0,               -32,               -32,       4.005716155,       4.005716155,               -32,               -32
        566,           0,           0,               -32,               -32,       4.005716154,       4.005716154,               -32,               -32
        567,           0,           0,               -32,               -32,       4.005716152,       4.005716152,               -32,               -32
        568,           0,           0,               -32,               -32,        4.00571615,        4.00571615,               -32,               -32
        569,           0,           0,               -32,               -32,       4.005716149,       4.005716149,               -32,               -32
        570,           0,           0,               -32,               -32,       4.005716147,       4.005716147,               -32,               -32
        571,           0,           0,               -32,               -32,       4.005716145,       4.005716145,               -32,               -32
        572,           0,           0,               -32,               -32,       4.005716144,       4.005716144,               -32,               -32
        573,           0,           0,               -32,               -32,       4.005716142,       4.005716142,               -32,               -32
        574,           0,           0,               -32,               -32,       4.005716141,       4.005716141,               -32,               -32
        575,           0,           0,               -32,               -32,       4.005716139,       4.005716139,               -32,               -32
        576,           0,           0,               -32,               -32,       4.005716137,       4.005716137,               -32,               -32
        577,           0,           0,               -32,               -32,       4.005716136,       4.005716136,               -32,               -32
        578,           0,           0,               -32,               -32,       4.005716134,       4.005716134,               -32,               -32
        579,           0,           0,               -32,               -32,       4.005716132,       4.005716132,               -32,               -32
        580,           0,           0,               -32,               -32,       4.005716131,       4.005716131,               -32,               -32
        581,           0,           0,               -32,               -32,       4.005716129,       4.005716129,               -32,               -32
        582,           0,           0,               -32,               -32,       4.005716127,       4.005716127,               -32,               -32
        583,           0,           0,               -32,               -32,       4.005716126,       4.005716126,               -32,               -32
        584,           0,           0,               -32,               -32,       4.005716124,       4.005716124,               -32,               -32
        585,           0,           0,               -32,               -32,       4.005716122,       4.005716122,               -32,               -32
        586,           0,           0,               -32,               -32,       4.005716121,       4.005716121,               -32,               -32
        587,           0,           0,               -32,               -32,       4.005716119,       4.005716119,               -32,               -32
        588,           0,           0,               -32,               -32,       4.005716117,       4.005716117,               -32,               -32
        589,           0,           0,               -32,               -32,       4.005716116,       4.005716116,               -32,               -32
        590,           0,           0,               -32,               -32,       4.005716114,       4.005716114,               -32,               -32
        591,           0,           0,               -32,               -32,       4.005716112,       4.005716112,               -32,               -32
        592,           0,           0,               -32,               -32,        4.00571611,        4.00571611,               -32,               -32
        593,           0,           0,               -32,               -32,       4.005716109,       4.005716109,               -32,               -32
        594,           0,           0,               -32,               -32,       4.005716107,       4.005716107,               -32,               -32
        595,           0,           0,               -32,               -32,       4.005716105,       4.005716105,               -32,               -32
        596,           0,           0,               -32,               -32,       4.005716104,       4.005716104,               -32,               -32
        597,           0,           0,               -32,               -32,       4.005716102,       4.005716102,               -32,               -32
        598,           0,           0,               -32,               -32,         4.0057161,         4.0057161,               -32,               -32
        599,           0,           0,               -32,               -32,       4.005716099,       4.005716099,               -32,               -32
        600,           0,           0,               -32,               -32,       4.005716097,       4.005716097,               -32,               -32
        601,           0,           0,               -32,               -32,       4.005716095,       4.005716095,               -32,               -32
        602,           0,           0,               -32,               -32,       4.005716093,       4.005716093,               -32,               -32
        603,           0,           0,               -32,               -32,       4.005716092,       4.005716092,               -32,               -32
        604,           0,           0,               -32,               -32,        4.00571609,        4.00571609,               -32,               -32
        605,           0,           0,               -32,               -32,       4.005716088,       4.005716088,               -32,               -32
        606,           0,           0,               -32,               -32,       4.005716086,       4.005716086,               -32,               -32
        607,           0,           0,               -32,               -32,       4.005716085,       4.005716085,               -32,               -32
        608,           0,           0,               -32,               -32,       4.005716083,       4.005716083,               -32,               -32
        609,           0,           0,               -32,               -32,       4.005716081,       4.005716081,               -32,               -32
        610,           0,           0,               -32,               -32,       4.005716079,       4.005716079,               -32,               -32
        611,           0,           0,               -32,               -32,       4.005716078,       4.005716078,               -32,               -32
        612,           0,           0,               -32,               -32,       4.005716076,       4.005716076,               -32,               -32
        613,           0,           0,               -32,               -32,       4.005716074,       4.005716074,               -32,               -32
        614,           0,           0,               -32,               -32,       4.005716072,       4.005716072,               -32,               -32
        615,           0,           0,               -32,               -32,       4.005716071,       4.005716071,               -32,               -32
