VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_N2]"  ,   "rms[Rho_N]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
       1470,           0,           0,               -32,               -32,       4.005713518,       4.005713518,               -32,               -32
       1471,           0,           0,               -32,               -32,       4.005713513,       4.005713513,               -32,               -32
       1472,           0,           0,               -32,               -32,       4.005713509,       4.005713509,               -32,               -32
       1473,           0,           0,               -32,               -32,       4.005713505,       4.005713505,               -32,               -32
       1474,           0,           0,               -32,               -32,       4.005713501,       4.005713501,               -32,               -32
       1475,           0,           0,               -32,               -32,       4.005713496,       4.005713496,               -32,               -32
       1476,           0,           0,               -32,               -32,       4.005713492,       4.005713492,               -32,               -32
       1477,           0,           0,               -32,               -32,       4.005713488,       4.005713488,               -32,               -32
       1478,           0,           0,               -32,               -32,       4.005713484,       4.005713484,               -32,               -32
       1479,           0,           0,               -32,               -32,        4.00571348,        4.00571348,               -32,               -32
       1480,           0,           0,               -32,               -32,       4.005713475,       4.005713475,               -32,               -32
       1481,           0,           0,               -32,               -32,       4.005713471,       4.005713471,               -32,               -32
       1482,           0,           0,               -32,               -32,       4.005713467,       4.005713467,               -32,               -32
       1483,           0,           0,               -32,               -32,       4.005713463,       4.005713463,               -32,               -32
       1484,           0,           0,               -32,               -32,       4.005713458,       4.005713458,               -32,               -32
       1485,           0,           0,               -32,               -32,       4.005713454,       4.005713454,               -32,               -32
       1486,           0,           0,               -32,               -32,        4.00571345,        4.00571345,               -32,               -32
       1487,           0,           0,               -32,               -32,       4.005713446,       4.005713446,               -32,               -32
       1488,           0,           0,               -32,               -32,       4.005713441,       4.005713441,               -32,               -32
       1489,           0,           0,               -32,               -32,       4.005713437,       4.005713437,               -32,               -32
       1490,           0,           0,               -32,               -32,       4.005713433,       4.005713433,               -32,               -32
       1491,           0,           0,               -32,               -32,       4.005713428,       4.005713428,               -32,               -32
       1492,           0,           0,               -32,               -32,       4.005713424,       4.005713424,               -32,               -32
       1493,           0,           0,               -32,               -32,        4.00571342,        4.00571342,               -32,               -32
       1494,           0,           0,               -32,               -32,       4.005713416,       4.005713416,               -32,               -32
       1495,           0,           0,               -32,               -32,       4.005713411,       4.005713411,               -32,               -32
       1496,           0,           0,               -32,               -32,       4.005713407,       4.005713407,               -32,               -32
       1497,           0,           0,               -32,               -32,       4.005713403,       4.005713403,               -32,               -32
       1498,           0,           0,               -32,               -32,       4.005713399,       4.005713399,               -32,               -32
       1499,           0,           0,               -32,               -32,       4.005713394,       4.005713394,               -32,               -32
       1500,           0,           0,               -32,               -32,        4.00571339,        4.00571339,               -32,               -32
       1501,           0,           0,               -32,               -32,       4.005713386,       4.005713386,               -32,               -32
       1502,           0,           0,               -32,               -32,       4.005713381,       4.005713381,               -32,               -32
       1503,           0,           0,               -32,               -32,       4.005713377,       4.005713377,               -32,               -32
       1504,           0,           0,               -32,               -32,       4.005713373,       4.005713373,               -32,               -32
       1505,           0,           0,               -32,               -32,       4.005713368,       4.005713368,               -32,               -32
       1506,           0,           0,               -32,               -32,       4.005713364,       4.005713364,               -32,               -32
       1507,           0,           0,               -32,               -32,        4.00571336,        4.00571336,               -32,               -32
       1508,           0,           0,               -32,               -32,       4.005713355,       4.005713355,               -32,               -32
       1509,           0,           0,               -32,               -32,       4.005713351,       4.005713351,               -32,               -32
       1510,           0,           0,               -32,               -32,       4.005713347,       4.005713347,               -32,               -32
       1511,           0,           0,               -32,               -32,       4.005713342,       4.005713342,               -32,               -32
       1512,           0,           0,               -32,               -32,       4.005713338,       4.005713338,               -32,               -32
       1513,           0,           0,               -32,               -32,       4.005713334,       4.005713334,               -32,               -32
       1514,           0,           0,               -32,               -32,       4.005713329,       4.005713329,               -32,               -32
       1515,           0,           0,               -32,               -32,       4.005713325,       4.005713325,               -32,               -32
       1516,           0,           0,               -32,               -32,       4.005713321,       4.005713321,               -32,               -32
       1517,           0,           0,               -32,               -32,       4.005713316,       4.005713316,               -32,               -32
       1518,           0,           0,               -32,               -32,       4.005713312,       4.005713312,               -32,               -32
       1519,           0,           0,               -32,               -32,       4.005713308,       4.005713308,               -32,               -32
       1520,           0,           0,               -32,               -32,       4.005713303,       4.005713303,               -32,               -32
       1521,           0,           0,               -32,               -32,       4.005713299,       4.005713299,               -32,               -32
       1522,           0,           0,               -32,               -32,       4.005713295,       4.005713295,               -32,               -32
       1523,           0,           0,               -32,               -32,        4.00571329,        4.00571329,               -32,               -32
       1524,           0,           0,               -32,               -32,       4.005713286,       4.005713286,               -32,               -32
       1525,           0,           0,               -32,               -32,       4.005713282,       4.005713282,               -32,               -32
       1526,           0,           0,               -32,               -32,       4.005713277,       4.005713277,               -32,               -32
       1527,           0,           0,               -32,               -32,       4.005713273,       4.005713273,               -32,               -32
       1528,           0,           0,               -32,               -32,       4.005713268,       4.005713268,               -32,               -32
       1529,           0,           0,               -32,               -32,       4.005713264,       4.005713264,               -32,               -32
       1530,           0,           0,               -32,               -32,        4.00571326,        4.00571326,               -32,               -32
       1531,           0,           0,               -32,               -32,       4.005713255,       4.005713255,               -32,               -32
       1532,           0,           0,               -32,               -32,       4.005713251,       4.005713251,               -32,               -32
       1533,           0,           0,               -32,               -32,       4.005713247,       4.005713247,               -32,               -32
       1534,           0,           0,               -32,               -32,       4.005713242,       4.005713242,               -32,               -32
       1535,           0,           0,               -32,               -32,       4.005713238,       4.005713238,               -32,               -32
       1536,           0,           0,               -32,               -32,       4.005713233,       4.005713233,               -32,               -32
       1537,           0,           0,               -32,               -32,       4.005713229,       4.005713229,               -32,               -32
       1538,           0,           0,               -32,               -32,       4.005713225,       4.005713225,               -32,               -32
       1539,           0,           0,               -32,               -32,        4.00571322,        4.00571322,               -32,               -32
       1540,           0,           0,               -32,               -32,       4.005713216,       4.005713216,               -32,               -32
       1541,           0,           0,               -32,               -32,       4.005713211,       4.005713211,               -32,               -32
       1542,           0,           0,               -32,               -32,       4.005713207,       4.005713207,               -32,               -32
       1543,           0,           0,               -32,               -32,       4.005713203,       4.005713203,               -32,               -32
       1544,           0,           0,               -32,               -32,       4.005713198,       4.005713198,               -32,               -32
       1545,           0,           0,               -32,               -32,       4.005713194,       4.005713194,               -32,               -32
       1546,           0,           0,               -32,               -32,       4.005713189,       4.005713189,               -32,               -32
       1547,           0,           0,               -32,               -32,       4.005713185,       4.005713185,               -32,               -32
       1548,           0,           0,               -32,               -32,        4.00571318,        4.00571318,               -32,               -32
       1549,           0,           0,               -32,               -32,       4.005713176,       4.005713176,               -32,               -32
       1550,           0,           0,               -32,               -32,       4.005713172,       4.005713172,               -32,               -32
       1551,           0,           0,               -32,               -32,       4.005713167,       4.005713167,               -32,               -32
       1552,           0,           0,               -32,               -32,       4.005713163,       4.005713163,               -32,               -32
       1553,           0,           0,               -32,               -32,       4.005713158,       4.005713158,               -32,               -32
       1554,           0,           0,               -32,               -32,       4.005713154,       4.005713154,               -32,               -32
       1555,           0,           0,               -32,               -32,       4.005713149,       4.005713149,               -32,               -32
       1556,           0,           0,               -32,               -32,       4.005713145,       4.005713145,               -32,               -32
       1557,           0,           0,               -32,               -32,        4.00571314,        4.00571314,               -32,               -32
       1558,           0,           0,               -32,               -32,       4.005713136,       4.005713136,               -32,               -32
       1559,           0,           0,               -32,               -32,       4.005713131,       4.005713131,               -32,               -32
       1560,           0,           0,               -32,               -32,       4.005713127,       4.005713127,               -32,               -32
       1561,           0,           0,               -32,               -32,       4.005713122,       4.005713122,               -32,               -32
       1562,           0,           0,               -32,               -32,       4.005713118,       4.005713118,               -32,               -32
       1563,           0,           0,               -32,               -32,       4.005713114,       4.005713114,               -32,               -32
       1564,           0,           0,               -32,               -32,       4.005713109,       4.005713109,               -32,               -32
       1565,           0,           0,               -32,               -32,       4.005713105,       4.005713105,               -32,               -32
       1566,           0,           0,               -32,               -32,         4.0057131,         4.0057131,               -32,               -32
       1567,           0,           0,               -32,               -32,       4.005713096,       4.005713096,               -32,               -32
       1568,           0,           0,               -32,               -32,       4.005713091,       4.005713091,               -32,               -32
       1569,           0,           0,               -32,               -32,       4.005713087,       4.005713087,               -32,               -32
       1570,           0,           0,               -32,               -32,       4.005713082,       4.005713082,               -32,               -32
       1571,           0,           0,               -32,               -32,       4.005713078,       4.005713078,               -32,               -32
       1572,           0,           0,               -32,               -32,       4.005713073,       4.005713073,               -32,               -32
       1573,           0,           0,               -32,               -32,       4.005713069,       4.005713069,               -32,               -32
       1574,           0,           0,               -32,               -32,       4.005713064,       4.005713064,               -32,               -32
       1575,           0,           0,               -32,               -32,        4.00571306,        4.00571306,               -32,               -32
       1576,           0,           0,               -32,               -32,       4.005713055,       4.005713055,               -32,               -32
       1577,           0,           0,               -32,               -32,       4.005713051,       4.005713051,               -32,               -32
       1578,           0,           0,               -32,               -32,       4.005713046,       4.005713046,               -32,               -32
       1579,           0,           0,               -32,               -32,       4.005713042,       4.005713042,               -32,               -32
       1580,           0,           0,               -32,               -32,       4.005713037,       4.005713037,               -32,               -32
       1581,           0,           0,               -32,               -32,       4.005713032,       4.005713032,               -32,               -32
       1582,           0,           0,               -32,               -32,       4.005713028,       4.005713028,               -32,               -32
       1583,           0,           0,               -32,               -32,       4.005713023,       4.005713023,               -32,               -32
       1584,           0,           0,               -32,               -32,       4.005713019,       4.005713019,               -32,               -32
       1585,           0,           0,               -32,               -32,       4.005713014,       4.005713014,               -32,               -32
       1586,           0,           0,               -32,               -32,        4.00571301,        4.00571301,               -32,               -32
       1587,           0,           0,               -32,               -32,       4.005713005,       4.005713005,               -32,               -32
       1588,           0,           0,               -32,               -32,       4.005713001,       4.005713001,               -32,               -32
       1589,           0,           0,               -32,               -32,       4.005712996,       4.005712996,               -32,               -32
       1590,           0,           0,               -32,               -32,       4.005712992,       4.005712992,               -32,               -32
       1591,           0,           0,               -32,               -32,       4.005712987,       4.005712987,               -32,               -32
       1592,           0,           0,               -32,               -32,       4.005712983,       4.005712983,               -32,               -32
       1593,           0,           0,               -32,               -32,       4.005712978,       4.005712978,               -32,               -32
       1594,           0,           0,               -32,               -32,       4.005712973,       4.005712973,               -32,               -32
       1595,           0,           0,               -32,               -32,       4.005712969,       4.005712969,               -32,               -32
       1596,           0,           0,               -32,               -32,       4.005712964,       4.005712964,               -32,               -32
       1597,           0,           0,               -32,               -32,        4.00571296,        4.00571296,               -32,               -32
       1598,           0,           0,               -32,               -32,       4.005712955,       4.005712955,               -32,               -32
       1599,           0,           0,               -32,               -32,       4.005712951,       4.005712951,               -32,               -32
       1600,           0,           0,               -32,               -32,       4.005712946,       4.005712946,               -32,               -32
       1601,           0,           0,               -32,               -32,       4.005712941,       4.005712941,               -32,               -32
       1602,           0,           0,               -32,               -32,       4.005712937,       4.005712937,               -32,               -32
       1603,           0,           0,               -32,               -32,       4.005712932,       4.005712932,               -32,               -32
       1604,           0,           0,               -32,               -32,       4.005712928,       4.005712928,               -32,               -32
       1605,           0,           0,               -32,               -32,       4.005712923,       4.005712923,               -32,               -32
       1606,           0,           0,               -32,               -32,       4.005712918,       4.005712918,               -32,               -32
       1607,           0,           0,               -32,               -32,       4.005712914,       4.005712914,               -32,               -32
       1608,           0,           0,               -32,               -32,       4.005712909,       4.005712909,               -32,               -32
       1609,           0,           0,               -32,               -32,       4.005712905,       4.005712905,               -32,               -32
       1610,           0,           0,               -32,               -32,         4.0057129,         4.0057129,               -32,               -32
       1611,           0,           0,               -32,               -32,       4.005712895,       4.005712895,               -32,               -32
       1612,           0,           0,               -32,               -32,       4.005712891,       4.005712891,               -32,               -32
       1613,           0,           0,               -32,               -32,       4.005712886,       4.005712886,               -32,               -32
       1614,           0,           0,               -32,               -32,       4.005712881,       4.005712881,               -32,               -32
       1615,           0,           0,               -32,               -32,       4.005712877,       4.005712877,               -32,               -32
       1616,           0,           0,               -32,               -32,       4.005712872,       4.005712872,               -32,               -32
       1617,           0,           0,               -32,               -32,       4.005712868,       4.005712868,               -32,               -32
       1618,           0,           0,               -32,               -32,       4.005712863,       4.005712863,               -32,               -32
       1619,           0,           0,               -32,               -32,       4.005712858,       4.005712858,               -32,               -32
       1620,           0,           0,               -32,               -32,       4.005712854,       4.005712854,               -32,               -32
       1621,           0,           0,               -32,               -32,       4.005712849,       4.005712849,               -32,               -32
       1622,           0,           0,               -32,               -32,       4.005712844,       4.005712844,               -32,               -32
       1623,           0,           0,               -32,               -32,        4.00571284,        4.00571284,               -32,               -32
       1624,           0,           0,               -32,               -32,       4.005712835,       4.005712835,               -32,               -32
       1625,           0,           0,               -32,               -32,        4.00571283,        4.00571283,               -32,               -32
       1626,           0,           0,               -32,               -32,       4.005712826,       4.005712826,               -32,               -32
       1627,           0,           0,               -32,               -32,       4.005712821,       4.005712821,               -32,               -32
       1628,           0,           0,               -32,               -32,       4.005712816,       4.005712816,               -32,               -32
       1629,           0,           0,               -32,               -32,       4.005712812,       4.005712812,               -32,               -32
       1630,           0,           0,               -32,               -32,       4.005712807,       4.005712807,               -32,               -32
       1631,           0,           0,               -32,               -32,       4.005712802,       4.005712802,               -32,               -32
       1632,           0,           0,               -32,               -32,       4.005712798,       4.005712798,               -32,               -32
       1633,           0,           0,               -32,               -32,       4.005712793,       4.005712793,               -32,               -32
       1634,           0,           0,               -32,               -32,       4.005712788,       4.005712788,               -32,               -32
       1635,           0,           0,               -32,               -32,       4.005712784,       4.005712784,               -32,               -32
       1636,           0,           0,               -32,               -32,       4.005712779,       4.005712779,               -32,               -32
       1637,           0,           0,               -32,               -32,       4.005712774,       4.005712774,               -32,               -32
       1638,           0,           0,               -32,               -32,        4.00571277,        4.00571277,               -32,               -32
       1639,           0,           0,               -32,               -32,       4.005712765,       4.005712765,               -32,               -32
       1640,           0,           0,               -32,               -32,        4.00571276,        4.00571276,               -32,               -32
       1641,           0,           0,               -32,               -32,       4.005712756,       4.005712756,               -32,               -32
       1642,           0,           0,               -32,               -32,       4.005712751,       4.005712751,               -32,               -32
       1643,           0,           0,               -32,               -32,       4.005712746,       4.005712746,               -32,               -32
       1644,           0,           0,               -32,               -32,       4.005712742,       4.005712742,               -32,               -32
       1645,           0,           0,               -32,               -32,       4.005712737,       4.005712737,               -32,               -32
       1646,           0,           0,               -32,               -32,       4.005712732,       4.005712732,               -32,               -32
       1647,           0,           0,               -32,               -32,       4.005712727,       4.005712727,               -32,               -32
       1648,           0,           0,               -32,               -32,       4.005712723,       4.005712723,               -32,               -32
       1649,           0,           0,               -32,               -32,       4.005712718,       4.005712718,               -32,               -32
       1650,           0,           0,               -32,               -32,       4.005712713,       4.005712713,               -32,               -32
       1651,           0,           0,               -32,               -32,       4.005712708,       4.005712708,               -32,               -32
       1652,           0,           0,               -32,               -32,       4.005712704,       4.005712704,               -32,               -32
       1653,           0,           0,               -32,               -32,       4.005712699,       4.005712699,               -32,               -32
       1654,           0,           0,               -32,               -32,       4.005712694,       4.005712694,               -32,               -32
       1655,           0,           0,               -32,               -32,        4.00571269,        4.00571269,               -32,               -32
       1656,           0,           0,               -32,               -32,       4.005712685,       4.005712685,               -32,               -32
       1657,           0,           0,               -32,               -32,        4.00571268,        4.00571268,               -32,               -32
       1658,           0,           0,               -32,               -32,       4.005712675,       4.005712675,               -32,               -32
       1659,           0,           0,               -32,               -32,       4.005712671,       4.005712671,               -32,               -32
       1660,           0,           0,               -32,               -32,       4.005712666,       4.005712666,               -32,               -32
       1661,           0,           0,               -32,               -32,       4.005712661,       4.005712661,               -32,               -32
       1662,           0,           0,               -32,               -32,       4.005712656,       4.005712656,               -32,               -32
       1663,           0,           0,               -32,               -32,       4.005712652,       4.005712652,               -32,               -32
       1664,           0,           0,               -32,               -32,       4.005712647,       4.005712647,               -32,               -32
       1665,           0,           0,               -32,               -32,       4.005712642,       4.005712642,               -32,               -32
       1666,           0,           0,               -32,               -32,       4.005712637,       4.005712637,               -32,               -32
       1667,           0,           0,               -32,               -32,       4.005712632,       4.005712632,               -32,               -32
       1668,           0,           0,               -32,               -32,       4.005712628,       4.005712628,               -32,               -32
       1669,           0,           0,               -32,               -32,       4.005712623,       4.005712623,               -32,               -32
       1670,           0,           0,               -32,               -32,       4.005712618,       4.005712618,               -32,               -32
       1671,           0,           0,               -32,               -32,       4.005712613,       4.005712613,               -32,               -32
       1672,           0,           0,               -32,               -32,       4.005712609,       4.005712609,               -32,               -32
       1673,           0,           0,               -32,               -32,       4.005712604,       4.005712604,               -32,               -32
       1674,           0,           0,               -32,               -32,       4.005712599,       4.005712599,               -32,               -32
       1675,           0,           0,               -32,               -32,       4.005712594,       4.005712594,               -32,               -32
       1676,           0,           0,               -32,               -32,       4.005712589,       4.005712589,               -32,               -32
       1677,           0,           0,               -32,               -32,       4.005712585,       4.005712585,               -32,               -32
       1678,           0,           0,               -32,               -32,        4.00571258,        4.00571258,               -32,               -32
       1679,           0,           0,               -32,               -32,       4.005712575,       4.005712575,               -32,               -32
       1680,           0,           0,               -32,               -32,        4.00571257,        4.00571257,               -32,               -32
       1681,           0,           0,               -32,               -32,       4.005712565,       4.005712565,               -32,               -32
       1682,           0,           0,               -32,               -32,        4.00571256,        4.00571256,               -32,               -32
       1683,           0,           0,               -32,               -32,       4.005712556,       4.005712556,               -32,               -32
       1684,           0,           0,               -32,               -32,       4.005712551,       4.005712551,               -32,               -32
       1685,           0,           0,               -32,               -32,       4.005712546,       4.005712546,               -32,               -32
       1686,           0,           0,               -32,               -32,       4.005712541,       4.005712541,               -32,               -32
       1687,           0,           0,               -32,               -32,       4.005712536,       4.005712536,               -32,               -32
       1688,           0,           0,               -32,               -32,       4.005712532,       4.005712532,               -32,               -32
       1689,           0,           0,               -32,               -32,       4.005712527,       4.005712527,               -32,               -32
       1690,           0,           0,               -32,               -32,       4.005712522,       4.005712522,               -32,               -32
       1691,           0,           0,               -32,               -32,       4.005712517,       4.005712517,               -32,               -32
       1692,           0,           0,               -32,               -32,       4.005712512,       4.005712512,               -32,               -32
       1693,           0,           0,               -32,               -32,       4.005712507,       4.005712507,               -32,               -32
       1694,           0,           0,               -32,               -32,       4.005712502,       4.005712502,               -32,               -32
       1695,           0,           0,               -32,               -32,       4.005712498,       4.005712498,               -32,               -32
       1696,           0,           0,               -32,               -32,       4.005712493,       4.005712493,               -32,               -32
       1697,           0,           0,               -32,               -32,       4.005712488,       4.005712488,               -32,               -32
       1698,           0,           0,               -32,               -32,       4.005712483,       4.005712483,               -32,               -32
       1699,           0,           0,               -32,               -32,       4.005712478,       4.005712478,               -32,               -32
       1700,           0,           0,               -32,               -32,       4.005712473,       4.005712473,               -32,               -32
       1701,           0,           0,               -32,               -32,       4.005712468,       4.005712468,               -32,               -32
       1702,           0,           0,               -32,               -32,       4.005712464,       4.005712464,               -32,               -32
       1703,           0,           0,               -32,               -32,       4.005712459,       4.005712459,               -32,               -32
       1704,           0,           0,               -32,               -32,       4.005712454,       4.005712454,               -32,               -32
       1705,           0,           0,               -32,               -32,       4.005712449,       4.005712449,               -32,               -32
       1706,           0,           0,               -32,               -32,       4.005712444,       4.005712444,               -32,               -32
       1707,           0,           0,               -32,               -32,       4.005712439,       4.005712439,               -32,               -32
       1708,           0,           0,               -32,               -32,       4.005712434,       4.005712434,               -32,               -32
       1709,           0,           0,               -32,               -32,       4.005712429,       4.005712429,               -32,               -32
       1710,           0,           0,               -32,               -32,       4.005712424,       4.005712424,               -32,               -32
       1711,           0,           0,               -32,               -32,        4.00571242,        4.00571242,               -32,               -32
       1712,           0,           0,               -32,               -32,       4.005712415,       4.005712415,               -32,               -32
       1713,           0,           0,               -32,               -32,        4.00571241,        4.00571241,               -32,               -32
       1714,           0,           0,               -32,               -32,       4.005712405,       4.005712405,               -32,               -32
       1715,           0,           0,               -32,               -32,         4.0057124,         4.0057124,               -32,               -32
       1716,           0,           0,               -32,               -32,       4.005712395,       4.005712395,               -32,               -32
       1717,           0,           0,               -32,               -32,        4.00571239,        4.00571239,               -32,               -32
       1718,           0,           0,               -32,               -32,       4.005712385,       4.005712385,               -32,               -32
       1719,           0,           0,               -32,               -32,        4.00571238,        4.00571238,               -32,               -32
       1720,           0,           0,               -32,               -32,       4.005712375,       4.005712375,               -32,               -32
       1721,           0,           0,               -32,               -32,        4.00571237,        4.00571237,               -32,               -32
       1722,           0,           0,               -32,               -32,       4.005712365,       4.005712365,               -32,               -32
       1723,           0,           0,               -32,               -32,       4.005712361,       4.005712361,               -32,               -32
       1724,           0,           0,               -32,               -32,       4.005712356,       4.005712356,               -32,               -32
       1725,           0,           0,               -32,               -32,       4.005712351,       4.005712351,               -32,               -32
       1726,           0,           0,               -32,               -32,       4.005712346,       4.005712346,               -32,               -32
       1727,           0,           0,               -32,               -32,       4.005712341,       4.005712341,               -32,               -32
       1728,           0,           0,               -32,               -32,       4.005712336,       4.005712336,               -32,               -32
       1729,           0,           0,               -32,               -32,       4.005712331,       4.005712331,               -32,               -32
       1730,           0,           0,               -32,               -32,       4.005712326,       4.005712326,               -32,               -32
       1731,           0,           0,               -32,               -32,       4.005712321,       4.005712321,               -32,               -32
       1732,           0,           0,               -32,               -32,       4.005712316,       4.005712316,               -32,               -32
       1733,           0,           0,               -32,               -32,       4.005712311,       4.005712311,               -32,               -32
       1734,           0,           0,               -32,               -32,       4.005712306,       4.005712306,               -32,               -32
       1735,           0,           0,               -32,               -32,       4.005712301,       4.005712301,               -32,               -32
       1736,           0,           0,               -32,               -32,       4.005712296,       4.005712296,               -32,               -32
       1737,           0,           0,               -32,               -32,       4.005712291,       4.005712291,               -32,               -32
       1738,           0,           0,               -32,               -32,       4.005712286,       4.005712286,               -32,               -32
       1739,           0,           0,               -32,               -32,       4.005712281,       4.005712281,               -32,               -32
       1740,           0,           0,               -32,               -32,       4.005712276,       4.005712276,               -32,               -32
       1741,           0,           0,               -32,               -32,       4.005712271,       4.005712271,               -32,               -32
       1742,           0,           0,               -32,               -32,       4.005712266,       4.005712266,               -32,               -32
       1743,           0,           0,               -32,               -32,       4.005712261,       4.005712261,               -32,               -32
       1744,           0,           0,               -32,               -32,       4.005712256,       4.005712256,               -32,               -32
       1745,           0,           0,               -32,               -32,       4.005712251,       4.005712251,               -32,               -32
       1746,           0,           0,               -32,               -32,       4.005712246,       4.005712246,               -32,               -32
       1747,           0,           0,               -32,               -32,       4.005712241,       4.005712241,               -32,               -32
       1748,           0,           0,               -32,               -32,       4.005712236,       4.005712236,               -32,               -32
       1749,           0,           0,               -32,               -32,       4.005712231,       4.005712231,               -32,               -32
       1750,           0,           0,               -32,               -32,       4.005712226,       4.005712226,               -32,               -32
       1751,           0,           0,               -32,               -32,       4.005712221,       4.005712221,               -32,               -32
       1752,           0,           0,               -32,               -32,       4.005712216,       4.005712216,               -32,               -32
       1753,           0,           0,               -32,               -32,       4.005712211,       4.005712211,               -32,               -32
       1754,           0,           0,               -32,               -32,       4.005712206,       4.005712206,               -32,               -32
       1755,           0,           0,               -32,               -32,       4.005712201,       4.005712201,               -32,               -32
       1756,           0,           0,               -32,               -32,       4.005712196,       4.005712196,               -32,               -32
       1757,           0,           0,               -32,               -32,       4.005712191,       4.005712191,               -32,               -32
       1758,           0,           0,               -32,               -32,       4.005712186,       4.005712186,               -32,               -32
       1759,           0,           0,               -32,               -32,       4.005712181,       4.005712181,               -32,               -32
       1760,           0,           0,               -32,               -32,       4.005712176,       4.005712176,               -32,               -32
       1761,           0,           0,               -32,               -32,       4.005712171,       4.005712171,               -32,               -32
       1762,           0,           0,               -32,               -32,       4.005712166,       4.005712166,               -32,               -32
       1763,           0,           0,               -32,               -32,       4.005712161,       4.005712161,               -32,               -32
       1764,           0,           0,               -32,               -32,       4.005712156,       4.005712156,               -32,               -32
       1765,           0,           0,               -32,               -32,       4.005712151,       4.005712151,               -32,               -32
       1766,           0,           0,               -32,               -32,       4.005712146,       4.005712146,               -32,               -32
