"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
          0,           0,         942,      -4.042112057,      -6.677097185,     -0.7673564544,     -0.8647230192,       2.851831207,       1.628188861
          0,           0,         943,      -4.039708153,      -6.676314489,     -0.7603677362,     -0.8621329111,       2.855878357,       1.615256656
          0,           0,         944,      -4.039334556,      -6.675757476,     -0.7586969706,     -0.8631548294,       2.856049005,       1.611392358
          0,           0,         945,      -4.040713783,      -6.675478389,     -0.7610185368,     -0.8659065739,       2.853585869,       1.609055989
          0,           0,         946,      -4.041070501,       -6.67502408,     -0.7605514401,      -0.866687353,       2.852585147,        1.60911633
          0,           0,         947,      -4.039598242,       -6.67421808,     -0.7572049001,     -0.8624573868,        2.85478691,       1.611529311
          0,           0,         948,      -4.039059929,      -6.673558145,     -0.7543828172,     -0.8637712342,       2.855480443,       1.608697195
          0,           0,         949,      -4.041614538,      -6.673525419,     -0.7590585328,     -0.8729973421,       2.851471349,       1.603183262
          0,           0,         950,      -4.042580439,      -6.673180694,     -0.7590236058,     -0.8788638803,       2.849983837,        1.59792047
          0,           0,         951,       -4.03934841,      -6.672039188,     -0.7540316827,     -0.8724512883,       2.854756084,       1.600653923
          0,           0,         952,      -4.040589533,      -6.672113639,     -0.7541103443,     -0.8781333781,       2.852959397,        1.60914976
          0,           0,         953,      -4.039941923,       -6.67240825,     -0.7556687792,     -0.8794662677,       2.853289634,       1.610470755
          0,           0,         954,      -4.039706188,      -6.672834603,     -0.7537437968,     -0.8800279594,       2.853674693,       1.612753428
          0,           0,         955,      -4.040533791,      -6.673448593,     -0.7561619338,     -0.8796468959,       2.852095459,       1.609378977
          0,           0,         956,      -4.042306234,      -6.674114923,     -0.7594853376,     -0.8810983538,       2.849306174,       1.603539856
          0,           0,         957,      -4.042536277,       -6.67438302,     -0.7600791956,     -0.8800599362,       2.848865885,       1.602936617
          0,           0,         958,      -4.042963262,      -6.675028077,     -0.7605184773,     -0.8772915982,       2.848510146,       1.604611582
          0,           0,         959,      -4.043667159,      -6.675704232,     -0.7616194693,     -0.8785155818,        2.84759024,       1.606182603
          0,           0,         960,      -4.044408801,       -6.67640847,     -0.7636358332,     -0.8809978566,       2.846527088,       1.607435026
          0,           0,         961,      -4.044440439,      -6.676687256,     -0.7637504399,     -0.8816006948,       2.846748467,       1.607021835
          0,           0,         962,      -4.044161569,      -6.677012464,     -0.7646690796,     -0.8791061517,       2.847499234,       1.607362441
          0,           0,         963,      -4.043331121,      -6.677061651,     -0.7632042914,     -0.8782538332,       2.848777026,       1.610068601
          0,           0,         964,      -4.044963889,      -6.677374504,     -0.7662462899,     -0.8822458758,       2.846656387,       1.612665392
          0,           0,         965,      -4.046162322,      -6.677334691,     -0.7678526623,     -0.8874955931,       2.844819765,         1.6105378
          0,           0,         966,      -4.046880624,      -6.677321817,     -0.7694419409,     -0.8890669576,       2.843885475,       1.609106586
          0,           0,         967,      -4.047188047,      -6.677532692,      -0.768542657,      -0.890083152,       2.843578643,       1.613581797
          0,           0,         968,      -4.046079093,      -6.677600888,     -0.7657696831,     -0.8916567296,       2.845129074,       1.608638029
          0,           0,         969,      -4.043295749,       -6.67716548,     -0.7602361626,     -0.8859662998,       2.849436942,       1.613455814
          0,           0,         970,      -4.045485225,      -6.677721452,     -0.7635509341,     -0.8940814985,       2.845959183,       1.627985967
          0,           0,         971,      -4.044156144,      -6.677714548,     -0.7628456674,     -0.8925784184,       2.847948243,       1.626099509
          0,           0,         972,      -4.043992332,      -6.677840356,     -0.7613217003,     -0.8941887411,       2.848392436,       1.630469851
          0,           0,         973,      -4.041791835,      -6.677411053,     -0.7583878176,     -0.8905133067,       2.851763491,        1.62108974
          0,           0,         974,      -4.040473258,      -6.676973453,     -0.7557188915,     -0.8910902563,       2.853764932,       1.613966178
          0,           0,         975,       -4.03792317,       -6.67613336,     -0.7500741143,     -0.8864075888,        2.85771472,       1.607769748
          0,           0,         976,      -4.032991445,      -6.675302116,     -0.7430339256,     -0.8650911403,       2.865369454,       1.603147052
          0,           0,         977,      -4.035086572,      -6.675841951,     -0.7399945751,     -0.8904262278,       2.862989869,       1.604111853
          0,           0,         978,      -4.030630437,      -6.675071802,     -0.7347050877,     -0.8772465478,       2.868757883,       1.605355787
          0,           0,         979,      -4.030564392,      -6.675221495,      -0.730662955,     -0.8882828206,       2.869303344,       1.611042653
          0,           0,         980,      -4.028409215,      -6.674953809,     -0.7292716666,      -0.894400541,       2.871315865,       1.604294259
          0,           0,         981,      -4.026496034,      -6.674690125,     -0.7254448857,     -0.8909377316,       2.874361933,       1.597595207
          0,           0,         982,      -4.026471969,      -6.674795464,     -0.7277294445,     -0.8996369273,       2.873545983,       1.594475752
          0,           0,         983,      -4.027778158,      -6.675256119,     -0.7305048663,     -0.9032157098,       2.871564681,       1.593728126
          0,           0,         984,      -4.027936139,       -6.67552176,     -0.7321851115,     -0.9057302715,       2.870691679,       1.594356877
          0,           0,         985,       -4.02749881,      -6.675562759,     -0.7317636562,      -0.904061593,       2.871342354,       1.591179662
          0,           0,         986,      -4.026678691,      -6.675430308,     -0.7324417228,     -0.9037048543,       2.871945777,        1.58570123
          0,           0,         987,       -4.02641786,      -6.675279344,      -0.732694777,     -0.9031197707,       2.872084494,       1.582786553
          0,           0,         988,      -4.026532778,      -6.675174359,     -0.7344554623,     -0.9068631193,       2.871735527,         1.5786314
          0,           0,         989,      -4.029176956,      -6.675205683,     -0.7391952666,      -0.907388879,       2.867635448,       1.576429675
          0,           0,         990,      -4.033711198,      -6.676073484,      -0.747882541,     -0.9103852135,       2.861388393,       1.575418039
          0,           0,         991,      -4.036849062,      -6.676696446,      -0.753650288,     -0.9054716284,       2.857307541,       1.574319925
          0,           0,         992,      -4.041504316,      -6.677892037,     -0.7627157131,     -0.9094962504,       2.850724156,       1.569901998
          0,           0,         993,      -4.045655767,      -6.679411662,      -0.769086242,     -0.9103321992,       2.845325946,       1.573207955
          0,           0,         994,      -4.048447167,      -6.680868335,     -0.7736722938,     -0.9112379013,         2.8420291,       1.569349859
          0,           0,         995,      -4.052158183,      -6.682683384,     -0.7787307631,     -0.9151931543,       2.837515995,       1.571557332
          0,           0,         996,      -4.053731457,      -6.684092325,      -0.781180671,     -0.9161898752,       2.836205048,        1.56972217
          0,           0,         997,      -4.056092332,      -6.685149062,     -0.7834489816,     -0.9155348153,       2.833766078,       1.571825475
          0,           0,         998,      -4.056608607,      -6.685540957,      -0.783933299,     -0.9137675717,       2.833848125,       1.573126949
          0,           0,         999,      -4.058277559,      -6.685976875,     -0.7850350041,      -0.913296235,       2.832225291,       1.573881348
          0,           0,        1000,      -4.060159832,      -6.686330047,     -0.7874262503,     -0.9149101525,        2.83006704,       1.579936033
          0,           0,        1001,      -4.060518882,      -6.686276638,     -0.7886149008,      -0.915008657,       2.830145471,       1.577456861
          0,           0,        1002,      -4.060662175,       -6.68594348,     -0.7881768973,     -0.9116211807,       2.830567147,       1.583293713
          0,           0,        1003,       -4.06249614,      -6.686148356,     -0.7928859797,     -0.9166100037,       2.827733953,        1.58168085
          0,           0,        1004,      -4.063482785,      -6.686276682,     -0.7959368424,     -0.9205412826,       2.825998927,       1.581411344
          0,           0,        1005,      -4.063607743,      -6.686295977,     -0.7933513169,     -0.9208859103,       2.825895301,       1.578974587
          0,           0,        1006,      -4.068034013,      -6.687024636,       -0.80489978,       -0.92417365,       2.819186555,       1.580180337
          0,           0,        1007,      -4.071374108,      -6.687641173,      -0.815616233,     -0.9232249944,       2.814243375,       1.581857782
          0,           0,        1008,      -4.075737123,      -6.688398379,     -0.8265140492,     -0.9260651413,       2.807811934,       1.583647331
          0,           0,        1009,       -4.07794742,      -6.688790844,     -0.8319220464,     -0.9251349105,       2.804921983,       1.581327006
          0,           0,        1010,      -4.080559067,      -6.689198007,      -0.838562968,     -0.9260622203,       2.801126047,       1.581958302
          0,           0,        1011,      -4.083707677,      -6.689621867,      -0.845151247,     -0.9294245309,       2.796620078,       1.578788646
          0,           0,        1012,      -4.086551005,       -6.68995002,     -0.8517453672,     -0.9333605211,       2.792515196,       1.574467269
          0,           0,        1013,      -4.088518817,      -6.690037327,     -0.8549886885,     -0.9330495929,        2.78999024,       1.572456379
          0,           0,        1014,      -4.090416737,      -6.690005002,      -0.858251029,     -0.9324096328,       2.787787799,       1.572215177
          0,           0,        1015,      -4.093686499,      -6.690059825,     -0.8657495341,     -0.9369310806,       2.782933208,       1.569837004
          0,           0,        1016,      -4.094482535,      -6.690388498,     -0.8668131126,      -0.932648165,       2.782321865,       1.569360352
          0,           0,        1017,      -4.097226598,      -6.691237907,     -0.8737302693,     -0.9354576763,        2.77860477,       1.566484644
          0,           0,        1018,      -4.097128146,      -6.691337892,     -0.8722408957,     -0.9312026143,       2.779272891,       1.564761057
          0,           0,        1019,      -4.097782216,      -6.691493173,     -0.8740617646,     -0.9293123656,       2.779189828,       1.562154013
          0,           0,        1020,      -4.100244589,      -6.691911318,      -0.879064845,     -0.9354639331,       2.775498264,       1.563049358
          0,           0,        1021,       -4.10127506,      -6.692537203,     -0.8816757235,     -0.9349511874,       2.774642514,       1.566966584
          0,           0,        1022,      -4.100671057,       -6.69307089,     -0.8812848186,     -0.9328574587,       2.776089762,       1.570401358
          0,           0,        1023,      -4.099555313,      -6.693726208,     -0.8817655734,     -0.9302026091,       2.778390572,       1.572174274
          0,           0,        1024,      -4.098596478,      -6.694449787,     -0.8798705537,      -0.930045538,       2.779988312,       1.573062089
          0,           0,        1025,      -4.096663863,      -6.695370652,     -0.8792559571,     -0.9312856845,       2.783046302,       1.569446827
          0,           0,        1026,      -4.096320395,      -6.696429121,     -0.8762505373,     -0.9346054446,        2.78312446,       1.567550792
          0,           0,        1027,      -4.095516998,      -6.697608266,     -0.8779371833,     -0.9330999736,       2.783770337,       1.564254527
          0,           0,        1028,      -4.099574775,      -6.699440726,     -0.8851498069,     -0.9345953185,        2.77760526,       1.559954242
          0,           0,        1029,      -4.103887999,      -6.701216171,     -0.8971439572,     -0.9376162255,       2.770810008,       1.554871072
          0,           0,        1030,       -4.10466859,      -6.700811941,     -0.8969058052,     -0.9376921004,       2.769979206,        1.55262783
          0,           0,        1031,      -4.105066023,      -6.698865732,     -0.8977849678,     -0.9372945704,       2.769184838,       1.551685293
          0,           0,        1032,      -4.106345734,      -6.699240474,     -0.9032712343,      -0.937117895,       2.767337367,       1.552069248
          0,           0,        1033,      -4.107204654,       -6.69987845,     -0.9043235785,     -0.9343835347,       2.766711582,       1.551046875
          0,           0,        1034,      -4.107450552,      -6.700387709,     -0.9082013226,     -0.9354601339,       2.766226514,       1.550138955
          0,           0,        1035,      -4.109822993,       -6.70156942,     -0.9115806128,     -0.9379093525,       2.763224138,       1.553404688
          0,           0,        1036,      -4.108736183,       -6.70258979,     -0.9095703642,     -0.9357851621,        2.76580461,       1.551644433
          0,           0,        1037,      -4.109911478,      -6.703746747,      -0.910860144,     -0.9374172881,       2.765100882,       1.550883433
          0,           0,        1038,       -4.10782848,      -6.704073581,     -0.9086804137,     -0.9367228168,       2.768702078,       1.549636142
          0,           0,        1039,       -4.10617818,      -6.704184006,     -0.9031779648,     -0.9354221968,        2.77159789,       1.545060903
          0,           0,        1040,      -4.103244998,       -6.70407746,     -0.8975039053,     -0.9298932877,       2.776349215,       1.543618671
          0,           0,        1041,       -4.10406149,      -6.704620662,     -0.8987086933,     -0.9295835659,       2.774970027,       1.541694499
          0,           0,        1042,      -4.107544946,      -6.705581311,     -0.9021879638,     -0.9212871144,       2.771009516,       1.544021574
          0,           0,        1043,      -4.104636059,      -6.705470557,     -0.8949972764,      -0.930013478,       2.775024956,       1.542492173
          0,           0,        1044,      -4.106304245,      -6.706018958,     -0.8962070167,     -0.9248555302,       2.773609759,        1.54087071
          0,           0,        1045,      -4.103304438,       -6.70572007,      -0.887514862,     -0.9307300287,       2.777884601,       1.541134689
          0,           0,        1046,      -4.102291472,      -6.705501077,     -0.8828007514,     -0.9275689821,       2.780186531,       1.547991056
          0,           0,        1047,      -4.101332504,      -6.705128045,     -0.8791812971,     -0.9299051777,       2.781691936,       1.542272283
          0,           0,        1048,      -4.099296947,      -6.705237197,      -0.875185837,     -0.9294024462,        2.78433396,       1.550415554
          0,           0,        1049,      -4.090621367,      -6.704269349,     -0.8612917233,     -0.9243450054,       2.795924474,       1.543850271
          0,           0,        1050,      -4.095218201,      -6.705234506,     -0.8703422752,     -0.9215125888,       2.789437357,       1.551894115
          0,           0,        1051,      -4.098957749,      -6.705984432,     -0.8762555065,      -0.923873106,       2.783812676,       1.544613556
          0,           0,        1052,      -4.098919057,      -6.705934062,     -0.8799264439,     -0.9261683029,       2.783020426,       1.551590902
          0,           0,        1053,      -4.096891881,      -6.705287013,     -0.8738424621,     -0.9218230198,       2.786036976,       1.542483629
          0,           0,        1054,      -4.096313689,       -6.70462401,     -0.8754543169,     -0.9231022814,       2.786491971,       1.552600011
          0,           0,        1055,      -4.095973342,      -6.703693977,     -0.8750564046,     -0.9189711548,       2.786237608,       1.545965391
          0,           0,        1056,      -4.098489848,      -6.703114705,     -0.8813130882,     -0.9369702476,       2.781692926,       1.548381736
          0,           0,        1057,      -4.097957651,      -6.702285298,     -0.8755386924,     -0.9341346004,        2.78287656,       1.542071786
          0,           0,        1058,       -4.09777151,      -6.702676788,     -0.8787899013,     -0.9341931631,       2.782758949,       1.549309855
          0,           0,        1059,      -4.099235446,      -6.703322946,     -0.8783221081,     -0.9353016869,       2.780802653,       1.555217903
          0,           0,        1060,      -4.097853435,      -6.703640871,     -0.8783768346,     -0.9304679802,       2.782610013,       1.557777726
          0,           0,        1061,      -4.099274024,       -6.70449385,     -0.8778614634,     -0.9329473268,       2.780783844,       1.553182734
          0,           0,        1062,      -4.101506417,      -6.705639692,     -0.8808791001,     -0.9415456865,       2.777804733,       1.553693961
          0,           0,        1063,      -4.100488514,      -6.705848527,     -0.8776270265,     -0.9368045167,       2.779826167,       1.543582886
          0,           0,        1064,      -4.103642259,      -6.707313119,     -0.8846111162,     -0.9483087011,       2.775095032,        1.54341387
          0,           0,        1065,      -4.104557513,      -6.707897828,     -0.8887242986,     -0.9457956493,       2.773648955,       1.542948125
          0,           0,        1066,      -4.106343817,      -6.709145688,     -0.8898666319,     -0.9529157171,       2.771254493,        1.54423322
          0,           0,        1067,      -4.106146105,      -6.709660041,     -0.8914951206,     -0.9481966449,       2.771620071,        1.54644663
          0,           0,        1068,      -4.108055379,      -6.710958121,     -0.8946528419,      -0.954302547,       2.768861059,       1.544649364
          0,           0,        1069,      -4.107941245,      -6.711705273,     -0.8937477785,     -0.9501927369,       2.769259086,       1.544259667
          0,           0,        1070,      -4.109573184,      -6.713667991,      -0.894232307,     -0.9559185346,       2.767277358,       1.546857628
          0,           0,        1071,      -4.106284729,       -6.71470831,      -0.890149978,     -0.9340514336,       2.772697419,        1.55570751
          0,           0,        1072,      -4.110745618,      -6.716548324,     -0.8897597945,      -0.951929951,       2.766816471,       1.567496952
          0,           0,        1073,      -4.102288674,      -6.715516719,     -0.8824340282,     -0.9087750711,       2.780357374,       1.569927678
          0,           0,        1074,      -4.109640002,      -6.718158358,     -0.8835610886,     -0.9519573917,       2.769386138,       1.570246475
          0,           0,        1075,      -4.105638639,      -6.718836627,     -0.8850432017,      -0.929360419,       2.775281845,       1.569319652
          0,           0,        1076,      -4.110180816,      -6.720876168,     -0.8892795233,     -0.9470036894,       2.768198969,       1.569619253
          0,           0,        1077,      -4.110044572,      -6.721768825,     -0.8912818989,     -0.9402228179,       2.768468503,       1.567094176
          0,           0,        1078,      -4.114101983,      -6.723453996,     -0.8923923563,     -0.9520396117,       2.762783033,       1.568753829
          0,           0,        1079,      -4.116591303,      -6.724898986,      -0.896115629,     -0.9603652569,       2.759227964,       1.566986774
          0,           0,        1080,      -4.118069951,      -6.726111608,     -0.8974924048,     -0.9589617894,       2.757834223,       1.569095676
          0,           0,        1081,      -4.118034636,      -6.727047766,     -0.8958422085,     -0.9547101353,       2.758335197,       1.576058217
          0,           0,        1082,      -4.120095238,      -6.728207813,     -0.9005344354,     -0.9525214529,       2.756151825,       1.576678361
          0,           0,        1083,      -4.125576491,      -6.729901391,     -0.9109304987,     -0.9562651942,       2.748792858,       1.574233143
          0,           0,        1084,      -4.125938593,      -6.730836062,     -0.9125241045,     -0.9541850844,       2.748660565,       1.576166817
          0,           0,        1085,      -4.130719184,      -6.732433033,     -0.9183489102,     -0.9576721403,       2.742839817,       1.569336679
          0,           0,        1086,      -4.129893385,      -6.733261592,     -0.9164218125,     -0.9502299137,       2.745393893,       1.562309102
          0,           0,        1087,      -4.132249542,      -6.734460688,      -0.914982967,     -0.9488823677,       2.743200072,       1.568857055
          0,           0,        1088,       -4.13281509,      -6.735027744,     -0.9143904689,     -0.9533859941,       2.743221321,       1.555470284
          0,           0,        1089,      -4.133386767,      -6.735257426,     -0.9051832076,     -0.9501422031,       2.744526441,       1.561181378
          0,           0,        1090,      -4.132298516,      -6.735053944,     -0.9032005424,     -0.9490759893,       2.747071649,       1.554671374
          0,           0,        1091,      -4.131968752,      -6.734977449,     -0.8995226537,     -0.9471530951,       2.748156193,       1.574381944
          0,           0,        1092,      -4.133370194,      -6.735174939,     -0.8994494984,     -0.9473972859,       2.747106349,       1.572828808
          0,           0,        1093,      -4.131549496,       -6.73501223,     -0.8994165733,     -0.9478431215,       2.749528948,       1.574295724
          0,           0,        1094,        -4.1296366,      -6.735181972,     -0.8980253015,     -0.9389354142,       2.752909894,       1.575135145
          0,           0,        1095,      -4.131050711,      -6.735986593,     -0.8990265446,     -0.9407049105,       2.750969419,       1.569923104
          0,           0,        1096,      -4.131360157,      -6.736657893,     -0.9037371219,     -0.9334582449,        2.75016737,        1.56879871
          0,           0,        1097,      -4.135858665,      -6.739193919,      -0.915613573,     -0.9455532217,          2.742128,       1.571969076
          0,           0,        1098,      -4.137534185,       -6.74124099,     -0.9166336693,     -0.9411917591,       2.739757083,       1.583472869
          0,           0,        1099,      -4.136961745,      -6.742523785,     -0.9176449978,     -0.9283855747,        2.74168045,       1.593497416
          0,           0,        1100,      -4.138922734,      -6.744007728,     -0.9240362831,     -0.9371936939,       2.738322203,       1.584943397
          0,           0,        1101,      -4.143502736,      -6.745684597,     -0.9370143061,     -0.9493649811,       2.730711843,       1.584406572
          0,           0,        1102,      -4.145447115,      -6.746410055,      -0.940708274,     -0.9553938563,       2.728280071,        1.58438508
          0,           0,        1103,      -4.147968375,      -6.746858371,     -0.9449703744,     -0.9636309276,       2.724635405,       1.579364153
          0,           0,        1104,      -4.149303015,      -6.747788966,     -0.9460399158,     -0.9627672963,       2.722722663,       1.571371702
          0,           0,        1105,      -4.148519724,      -6.748805953,     -0.9416545725,     -0.9597656308,       2.724589681,       1.572431115
          0,           0,        1106,      -4.149749835,      -6.750547047,     -0.9433130457,     -0.9649783092,       2.723071673,       1.572695324
          0,           0,        1107,      -4.151666003,      -6.752455341,     -0.9480634667,     -0.9717013053,        2.72015471,       1.572920566
          0,           0,        1108,      -4.150254149,      -6.754049882,     -0.9454394249,     -0.9645966544,       2.722602571,       1.571992429
          0,           0,        1109,      -4.150506846,      -6.755067534,     -0.9449999231,     -0.9666582267,       2.722595157,        1.57316856
          0,           0,        1110,       -4.15241469,      -6.756892166,     -0.9465891627,     -0.9697275816,       2.720194492,       1.571195074
          0,           0,        1111,      -4.141826319,      -6.756239765,     -0.9331620572,     -0.9266959931,       2.737256628,       1.568363045
          0,           0,        1112,      -4.152366393,      -6.758660218,     -0.9503016021,     -0.9559883366,       2.722592173,       1.562685758
          0,           0,        1113,      -4.140303217,       -6.75686069,     -0.9383031723,      -0.912192493,       2.740577555,       1.566740961
          0,           0,        1114,      -4.155681449,       -6.75960572,     -0.9519634814,     -0.9661566689,       2.718276151,       1.569949134
          0,           0,        1115,      -4.146151309,      -6.758024701,     -0.9427828042,     -0.9357400434,       2.731687766,        1.57085583
          0,           0,        1116,      -4.156546221,      -6.759705164,     -0.9494632989,     -0.9687942927,       2.717696065,       1.567843744
          0,           0,        1117,      -4.146276911,      -6.757902909,     -0.9398196435,     -0.9279275105,       2.733310945,       1.568287313
          0,           0,        1118,       -4.15959084,      -6.759900889,     -0.9532695862,     -0.9712034463,       2.713948762,       1.567316463
          0,           0,        1119,      -4.149203584,      -6.758307614,     -0.9414862702,     -0.9346839044,       2.729923819,       1.566565358
          0,           0,        1120,      -4.159839161,       -6.76037986,     -0.9507576209,     -0.9722001819,        2.71500691,       1.566600764
          0,           0,        1121,      -4.150652817,      -6.759116649,      -0.941093519,     -0.9384242763,       2.728973939,       1.567438735
          0,           0,        1122,      -4.164365993,      -6.761353908,     -0.9548918272,     -0.9921461079,       2.708688726,       1.567237998
          0,           0,        1123,      -4.154749873,      -6.760153791,     -0.9459642377,     -0.9553189314,       2.723637018,       1.564639201
          0,           0,        1124,      -4.166855806,      -6.762557138,     -0.9547246929,     -0.9964239769,       2.706728203,       1.564551899
          0,           0,        1125,      -4.157882348,      -6.761682991,     -0.9470675728,     -0.9679957574,       2.720153704,       1.559582525
          0,           0,        1126,      -4.166903354,      -6.764113968,     -0.9531487674,      -0.996369734,       2.707924465,       1.560436508
          0,           0,        1127,      -4.157316604,      -6.763814895,     -0.9461292645,     -0.9594717125,       2.722164941,       1.561389496
          0,           0,        1128,      -4.164951098,       -6.76658271,     -0.9462651266,     -0.9741546187,       2.713110932,       1.568356779
          0,           0,        1129,       -4.15778274,      -6.766969385,     -0.9403193663,     -0.9643829101,        2.72276087,       1.557628316
          0,           0,        1130,      -4.165599706,       -6.76967964,      -0.940184991,     -0.9853538232,       2.712801529,       1.559842829
          0,           0,        1131,      -4.158588896,      -6.769925365,      -0.935582274,     -0.9746673063,       2.723133895,       1.560600606
          0,           0,        1132,      -4.160082624,      -6.771594055,     -0.9241855479,     -0.9782030556,       2.722563666,       1.566332728
          0,           0,        1133,      -4.151472451,      -6.771442379,     -0.9184503697,     -0.9606989895,        2.73493686,       1.567784697
          0,           0,        1134,      -4.154771394,       -6.77319116,     -0.9167437393,     -0.9673164443,       2.731186749,       1.568675834
          0,           0,        1135,       -4.15030094,      -6.773444961,     -0.9146159689,     -0.9681434627,       2.737158462,       1.564109718
          0,           0,        1136,      -4.156616291,      -6.775038751,     -0.9104655897,     -0.9902639973,        2.72831095,       1.577331181
          0,           0,        1137,      -4.152971419,      -6.774675397,     -0.9125717791,     -0.9911660913,       2.732605725,        1.56862767
          0,           0,        1138,      -4.157535134,      -6.775443881,     -0.9205486359,     -0.9975055859,       2.725713653,       1.584066186
          0,           0,        1139,      -4.162985376,      -6.776113106,     -0.9289846517,      -1.003482526,       2.718638381,       1.585876827
          0,           0,        1140,      -4.164642739,      -6.775666909,     -0.9363202738,       -1.00399492,       2.716188944,       1.574741251
          0,           0,        1141,      -4.164727019,      -6.774872326,     -0.9308275138,     -0.9901339271,       2.716740846,       1.568000762
          0,           0,        1142,      -4.168283121,      -6.775296467,     -0.9379126535,      -0.992879407,       2.711021037,       1.577126106
          0,           0,        1143,      -4.173053137,      -6.775146621,     -0.9470862289,      -1.002370534,       2.704228635,        1.59019037
          0,           0,        1144,      -4.175834234,      -6.777444034,     -0.9508464995,      -1.007767901,       2.701219487,        1.59097308
          0,           0,        1145,      -4.174753377,      -6.776312664,     -0.9473187538,     -0.9973924088,       2.704061808,        1.60275111
          0,           0,        1146,      -4.176863983,      -6.777449252,     -0.9486846181,      -1.005797169,       2.701696271,       1.600022625
          0,           0,        1147,      -4.176888242,      -6.778891898,      -0.948644728,     -0.9996926083,       2.701929137,       1.607940172
          0,           0,        1148,      -4.176710642,      -6.778744298,      -0.946922283,       -1.00125083,       2.702505203,       1.615997121
          0,           0,        1149,      -4.178283604,      -6.780417387,     -0.9527031448,      -1.006131098,       2.700985596,       1.603127995
          0,           0,        1150,      -4.178740225,      -6.781304429,     -0.9507673652,      -1.003405732,       2.701761274,       1.587708498
          0,           0,        1151,      -4.179053625,      -6.783528782,     -0.9472365746,       -1.00255765,       2.701722717,         1.5835493
          0,           0,        1152,      -4.183304564,      -6.784860334,     -0.9529668281,      -1.007731025,       2.695024947,       1.573483839
          0,           0,        1153,      -4.185936451,      -6.786860409,     -0.9595473173,      -1.013945139,       2.691044594,       1.572334686
          0,           0,        1154,      -4.186558196,      -6.788155425,     -0.9635939933,      -1.011303654,       2.690552171,       1.564069725
          0,           0,        1155,      -4.187784969,      -6.790743062,     -0.9692853661,      -1.009332871,       2.689178443,       1.569005005
          0,           0,        1156,      -4.190598525,      -6.793105359,     -0.9767562341,      -1.011148368,       2.684840715,       1.573209624
          0,           0,        1157,      -4.195028836,      -6.795414654,     -0.9873790036,      -1.019967451,       2.678416907,       1.574208958
          0,           0,        1158,      -4.196914637,      -6.796730614,      -0.985647511,       -1.02154583,       2.676629814,       1.573781764
          0,           0,        1159,      -4.192705539,      -6.796921032,     -0.9845411951,     -0.9934838472,       2.683611461,       1.575281874
          0,           0,        1160,      -4.199568839,      -6.798422172,     -0.9897877998,      -1.012076727,       2.674596403,       1.574428784
          0,           0,        1161,      -4.198303272,      -6.798428996,      -0.995646443,     -0.9906063536,        2.67573685,       1.582506712
          0,           0,        1162,      -4.203737069,      -6.799445506,      -0.996630585,      -1.010192558,       2.669230114,       1.577192772
          0,           0,        1163,       -4.20154492,       -6.79961553,     -0.9994378622,     -0.9973708459,        2.67235111,       1.572268977
          0,           0,        1164,       -4.20514564,      -6.800564421,      -1.000623731,      -1.014334007,       2.667557875,       1.574254206
          0,           0,        1165,      -4.200881229,        -6.8005517,     -0.9991537019,     -0.9980286389,       2.674851063,        1.58429821
          0,           0,        1166,      -4.199226755,      -6.801693692,     -0.9947839098,      -1.007906985,       2.677647517,       1.575267244
          0,           0,        1167,      -4.196167502,      -6.802269979,     -0.9920734662,      -1.006649274,       2.682041585,       1.564168198
          0,           0,        1168,       -4.19233784,      -6.802719533,     -0.9842109281,      -1.010205617,       2.687152739,       1.566821231
          0,           0,        1169,      -4.187430952,       -6.80252348,     -0.9639405478,      -1.006736359,       2.694362386,       1.564449033
          0,           0,        1170,      -4.205351006,      -6.806230243,      -1.001981837,      -1.012181706,       2.668500521,       1.573295801
          0,           0,        1171,      -4.194035839,      -6.805263554,     -0.9816709057,     -0.9982830039,        2.68534558,       1.576203047
          0,           0,        1172,      -4.199905804,      -6.806982638,     -0.9980429566,      -1.003275325,       2.677311435,       1.573682441
          0,           0,        1173,      -4.199738871,      -6.807852702,     -0.9984030625,       -1.01554195,       2.676524166,       1.571959238
          0,           0,        1174,      -4.201852349,       -6.81019406,     -0.9969702187,       -1.00999314,        2.67438929,       1.573297191
          0,           0,        1175,       -4.19998676,      -6.811667969,     -0.9985072203,      -1.010117019,       2.676283031,       1.576229923
          0,           0,        1176,      -4.198354949,      -6.812269373,     -0.9920495567,     -0.9975995751,       2.679806556,       1.577731216
          0,           0,        1177,      -4.199099383,      -6.813291678,      -1.000721361,     -0.9987325586,       2.677980505,       1.579771783
          0,           0,        1178,      -4.202518169,      -6.813737183,     -0.9956578427,     -0.9963988408,       2.673292501,       1.575221344
          0,           0,        1179,      -4.207142255,      -6.814960913,     -0.9998501208,      -1.001107894,       2.666858072,       1.586112753
          0,           0,        1180,      -4.212478576,      -6.816650423,       -1.00909634,      -1.006926545,       2.659835172,       1.587458313
          0,           0,        1181,      -4.210945785,      -6.816949289,      -1.006790029,      -1.008340469,       2.663224479,       1.587480258
          0,           0,        1182,      -4.209664588,      -6.817107232,      -0.999953415,      -1.004230282,       2.666555806,       1.580814338
          0,           0,        1183,      -4.214211476,      -6.818230941,       -1.01066371,      -1.021853724,        2.65870326,       1.574605274
