"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
          0,           0,         317,      -3.595918011,      -6.323555345,     -0.3339553524,     -0.2763741032,       3.356365255,       2.089504111
          0,           0,         318,      -3.599034572,      -6.324187846,     -0.3390577218,     -0.2803433329,       3.352167986,       2.086089032
          0,           0,         319,      -3.602239678,      -6.324775944,     -0.3440546589,     -0.2828386084,       3.347906026,       2.082872232
          0,           0,         320,      -3.604552575,      -6.324974612,       -0.34653087,     -0.2848992636,       3.344946016,       2.080067716
          0,           0,         321,      -3.604462989,      -6.324417998,     -0.3436343428,     -0.2852865362,       3.345327177,          2.077561
          0,           0,         322,      -3.604412242,      -6.323777104,     -0.3416601876,     -0.2852363361,       3.345769256,       2.075178786
          0,           0,         323,      -3.604948016,      -6.323197928,     -0.3429133126,     -0.2864741872,       3.345229636,       2.073170971
          0,           0,         324,      -3.606626563,      -6.322906918,     -0.3454911379,     -0.2891714846,       3.343134537,       2.071706549
          0,           0,         325,       -3.60891182,      -6.322870892,     -0.3497131513,     -0.2937928765,       3.339836677,       2.070443156
          0,           0,         326,      -3.608779418,      -6.322223759,     -0.3510217775,     -0.2956777617,       3.339732859,       2.069165878
          0,           0,         327,      -3.609819982,      -6.321848752,     -0.3542503459,     -0.2967934655,       3.338304882,       2.068530487
          0,           0,         328,      -3.610618958,      -6.321090673,     -0.3563402014,      -0.297442178,       3.337052221,       2.067772165
          0,           0,         329,      -3.610241906,      -6.320039742,      -0.353873816,     -0.2962844052,       3.337675099,        2.06728849
          0,           0,         330,      -3.609431179,      -6.319217434,     -0.3513287077,      -0.295706911,       3.339007096,       2.066792874
          0,           0,         331,      -3.608475906,      -6.318525511,     -0.3481997959,     -0.2949517526,        3.34068676,       2.066629914
          0,           0,         332,      -3.608336013,      -6.317780235,     -0.3492461982,     -0.2951987989,       3.341100255,        2.06652992
          0,           0,         333,      -3.607610542,      -6.317049243,     -0.3484797548,     -0.2940048201,       3.342492604,       2.066830752
          0,           0,         334,      -3.608040336,      -6.316759439,     -0.3513072725,     -0.2947843868,       3.342053572,       2.067023089
          0,           0,         335,      -3.610071767,      -6.316961468,     -0.3556850531,     -0.2963298423,       3.339245074,       2.067582197
          0,           0,         336,      -3.611863114,      -6.317177695,     -0.3582168155,     -0.2970225643,       3.336900309,       2.068213834
          0,           0,         337,      -3.612093669,      -6.317281368,     -0.3585272328,     -0.2978547129,       3.336521082,        2.06894727
          0,           0,         338,      -3.612477982,       -6.31785191,     -0.3583116833,     -0.2984629578,       3.336027359,       2.069812686
          0,           0,         339,      -3.612665692,      -6.318751083,      -0.358566095,     -0.2988055249,       3.335645155,       2.070764665
          0,           0,         340,      -3.614150568,      -6.320335219,     -0.3606365309,     -0.2998754752,        3.33364555,       2.071822711
          0,           0,         341,      -3.616184998,      -6.322553363,     -0.3643592028,     -0.3020433562,       3.330931917,       2.072835014
          0,           0,         342,      -3.618573559,      -6.325292108,     -0.3679756762,     -0.3047351774,       3.327757405,        2.07372469
          0,           0,         343,      -3.619697673,      -6.327758924,     -0.3694594151,     -0.3068073782,       3.326285984,       2.074996468
          0,           0,         344,      -3.621883438,      -6.330337066,     -0.3727094701,     -0.3086709401,       3.323501204,       2.076407435
          0,           0,         345,      -3.624115695,      -6.332708286,     -0.3748835781,     -0.3127240666,         3.3204457,       2.077906921
          0,           0,         346,      -3.625786195,      -6.334872639,     -0.3767575476,     -0.3152187681,       3.318283469,       2.079483876
          0,           0,         347,       -3.62740151,      -6.337146767,     -0.3780609933,     -0.3174949224,       3.316105959,       2.080955412
          0,           0,         348,      -3.627680352,      -6.339024487,     -0.3760015909,     -0.3184156452,       3.315771599,        2.08229102
          0,           0,         349,      -3.628189228,      -6.340943564,     -0.3757561681,     -0.3179069577,       3.315399571,        2.08370763
          0,           0,         350,       -3.62948677,      -6.343165282,     -0.3771921895,     -0.3177105025,       3.313988143,       2.085242743
          0,           0,         351,       -3.62980958,      -6.345196787,     -0.3764734192,     -0.3169976004,       3.313889689,       2.086096954
          0,           0,         352,      -3.629838733,       -6.34707336,     -0.3741816667,     -0.3178794181,       3.314247456,       2.086791911
          0,           0,         353,      -3.629239481,      -6.348645088,     -0.3730415822,     -0.3173832096,       3.315527928,       2.087626335
          0,           0,         354,      -3.629163911,      -6.350301786,     -0.3728738426,     -0.3168482829,       3.316155814,       2.088401128
          0,           0,         355,      -3.629364126,      -6.351851895,       -0.37369485,     -0.3169854469,       3.316204137,       2.089214465
          0,           0,         356,      -3.630064648,      -6.353322291,      -0.375329952,     -0.3178782256,       3.315395336,       2.089926433
          0,           0,         357,      -3.631848834,      -6.354838563,     -0.3796658794,     -0.3205562329,       3.312690494,       2.090451511
          0,           0,         358,      -3.633705642,      -6.356872893,     -0.3824769972,     -0.3215410707,       3.310154865,       2.090781516
          0,           0,         359,      -3.635464647,      -6.358486877,     -0.3840639046,     -0.3233563726,       3.307915822,       2.090953113
          0,           0,         360,      -3.636410824,      -6.359623104,     -0.3837067725,       -0.32431056,       3.306860389,       2.091221703
          0,           0,         361,      -3.637399081,      -6.360595131,     -0.3840548871,     -0.3255146005,       3.305656085,        2.09096388
          0,           0,         362,      -3.639896213,      -6.361894055,     -0.3867621703,      -0.326757457,       3.302640729,       2.090562217
          0,           0,         363,      -3.643142669,      -6.363256238,     -0.3922727859,     -0.3290130415,       3.298354853,       2.089916867
          0,           0,         364,      -3.645692659,      -6.364287166,     -0.3967004224,     -0.3303388482,       3.295250567,       2.088934528
          0,           0,         365,      -3.647915369,      -6.365150188,     -0.3990800676,     -0.3328920811,       3.292350362,       2.087825153
          0,           0,         366,      -3.650653963,      -6.366060128,     -0.4009094689,     -0.3346734732,       3.289144628,       2.086879516
          0,           0,         367,      -3.653838836,      -6.366983486,     -0.4036723368,     -0.3395832151,       3.285039287,       2.085291409
          0,           0,         368,       -3.65596137,      -6.367650937,     -0.4027051482,     -0.3415525822,       3.282850901,       2.084115289
          0,           0,         369,      -3.654975407,       -6.36737217,     -0.3980190632,     -0.3419782827,       3.284492493,       2.082833103
          0,           0,         370,      -3.656284519,      -6.367595962,     -0.3969406475,     -0.3420118812,       3.283267038,       2.081020084
          0,           0,         371,      -3.656787183,      -6.367616732,     -0.3977227406,     -0.3421524202,       3.282735124,       2.079281065
          0,           0,         372,      -3.659086453,      -6.368057295,     -0.4008237397,     -0.3444143288,       3.279820452,       2.076738898
          0,           0,         373,      -3.660102362,      -6.368121503,     -0.4011703682,     -0.3450432988,       3.278675277,       2.074124118
          0,           0,         374,      -3.661466533,      -6.368217649,     -0.4023583041,     -0.3461090495,       3.277175318,       2.071139162
          0,           0,         375,      -3.660566549,      -6.367560105,     -0.3990753977,     -0.3450907399,       3.279043581,       2.068341127
          0,           0,         376,      -3.659354855,      -6.366837311,     -0.3972684974,      -0.343549205,       3.281166735,       2.066000354
          0,           0,         377,      -3.658890531,      -6.366474957,     -0.3977274227,     -0.3436726636,       3.282061225,       2.064262025
          0,           0,         378,      -3.658448428,      -6.366440744,     -0.3987033584,     -0.3437217955,        3.28269905,       2.061220609
          0,           0,         379,      -3.658098719,      -6.366246553,     -0.3999184667,     -0.3442540011,       3.283161266,       2.058039716
          0,           0,         380,      -3.659575252,       -6.36634857,      -0.404005336,     -0.3470923273,       3.281013569,       2.055633723
          0,           0,         381,      -3.660359338,      -6.366024704,     -0.4070686057,     -0.3475980609,       3.279952904,       2.052630007
          0,           0,         382,      -3.661966485,      -6.365766546,     -0.4110421914,     -0.3489096134,       3.277670314,       2.049239374
          0,           0,         383,      -3.663686052,       -6.36585235,     -0.4141222516,     -0.3504808587,       3.275237521,       2.045356302
          0,           0,         384,      -3.663908801,      -6.366347247,     -0.4143021273,     -0.3508472512,       3.275011366,       2.041677466
          0,           0,         385,      -3.663845115,      -6.366497481,     -0.4134140233,     -0.3513099176,        3.27507811,       2.037915029
          0,           0,         386,      -3.665060329,      -6.366846081,     -0.4159731736,     -0.3519595032,       3.273434254,       2.033956081
          0,           0,         387,      -3.667486532,      -6.367513835,     -0.4212346473,     -0.3551938012,       3.269815895,       2.030141896
          0,           0,         388,      -3.669459675,       -6.36810627,      -0.425494934,     -0.3582157372,       3.266946086,       2.026549095
          0,           0,         389,      -3.672913589,      -6.369101828,     -0.4311126535,      -0.362343302,        3.26197797,       2.022508762
          0,           0,         390,      -3.674936802,      -6.369877001,     -0.4319771354,     -0.3644252239,       3.259220622,       2.018610257
          0,           0,         391,      -3.675341641,      -6.370436908,     -0.4281491622,     -0.3637722407,       3.259142005,       2.014948499
          0,           0,         392,      -3.675989358,      -6.371005798,     -0.4263869293,     -0.3652504137,       3.258568527,       2.011210334
          0,           0,         393,      -3.677360265,      -6.371782342,     -0.4267750981,     -0.3664267707,       3.257011151,       2.007250248
          0,           0,         394,      -3.678671241,      -6.372640387,     -0.4290414133,     -0.3662573489,        3.25570305,       2.004092423
          0,           0,         395,      -3.679539477,      -6.373392708,     -0.4292428606,     -0.3666283167,       3.254816942,       2.001093769
          0,           0,         396,      -3.679456162,      -6.373863889,     -0.4274352263,     -0.3676211455,       3.255056328,       1.998371706
          0,           0,         397,      -3.678106244,      -6.374045477,     -0.4246829946,     -0.3666191319,       3.256995708,         1.9958213
          0,           0,         398,      -3.676490499,      -6.374068016,     -0.4229942447,     -0.3663269811,       3.259155864,       1.993157557
          0,           0,         399,      -3.676054938,      -6.374255585,     -0.4232012642,     -0.3669590303,       3.259867709,       1.990547672
          0,           0,         400,      -3.675275738,       -6.37498855,     -0.4218329047,     -0.3665467648,        3.26112091,       1.988048123
          0,           0,         401,      -3.673998362,      -6.375547458,     -0.4208391755,     -0.3658909296,       3.262942657,       1.985878905
          0,           0,         402,      -3.673835009,       -6.37637474,      -0.421409745,     -0.3661608914,       3.263360815,       1.983728321
          0,           0,         403,      -3.673830069,      -6.377325389,     -0.4221041598,     -0.3675340114,       3.263431553,       1.981901281
          0,           0,         404,       -3.67409442,      -6.378299304,     -0.4241435431,     -0.3683358551,       3.263175168,        1.97982389
          0,           0,         405,      -3.674430363,      -6.378852741,     -0.4269481026,     -0.3694282837,       3.262578141,       1.977896976
          0,           0,         406,       -3.67643076,      -6.379905536,     -0.4323498951,     -0.3723859944,       3.259661366,        1.97623626
          0,           0,         407,      -3.676843989,      -6.381215447,     -0.4355632945,     -0.3735736191,       3.258809524,       1.974820799
          0,           0,         408,      -3.677650159,      -6.382196069,      -0.437842095,     -0.3750103737,        3.25745598,       1.973772126
          0,           0,         409,      -3.679933144,      -6.383397482,     -0.4421613656,     -0.3783486007,       3.254126327,       1.972851274
          0,           0,         410,      -3.683175153,      -6.384671624,     -0.4479058703,     -0.3821817358,       3.249472879,       1.972070808
          0,           0,         411,      -3.685273232,      -6.385493185,     -0.4487950266,     -0.3832573619,       3.246819975,       1.971829108
          0,           0,         412,      -3.686899189,      -6.386126362,     -0.4503630053,     -0.3859348051,       3.244573649,       1.971725599
          0,           0,         413,      -3.688195702,      -6.387688231,     -0.4532108752,     -0.3880282567,       3.242677861,       1.971452264
          0,           0,         414,      -3.690785637,      -6.388863676,     -0.4578509984,      -0.390485201,       3.239297039,       1.971768446
          0,           0,         415,      -3.692293975,      -6.389847293,     -0.4605184389,      -0.391365985,       3.237446899,       1.972017483
          0,           0,         416,      -3.693462852,      -6.390791823,     -0.4632592266,     -0.3927703057,       3.235786499,       1.972435692
          0,           0,         417,      -3.694619828,      -6.391775218,     -0.4657774862,     -0.3945814133,        3.23415916,       1.972797644
          0,           0,         418,      -3.696703768,       -6.39293853,     -0.4682070843,     -0.3955694896,       3.231597846,       1.973461266
          0,           0,         419,       -3.69785921,      -6.394052932,     -0.4696152624,     -0.3957005984,       3.230310504,        1.97397509
          0,           0,         420,       -3.69765132,      -6.394956473,     -0.4664514557,     -0.3943630275,       3.231220438,       1.974604641
          0,           0,         421,      -3.697071421,       -6.39574116,     -0.4613391861,     -0.3936534033,       3.232588065,       1.975483783
          0,           0,         422,      -3.696793602,      -6.395917237,     -0.4617911503,     -0.3928927571,       3.233305006,       1.976456349
          0,           0,         423,      -3.696619215,      -6.397226514,     -0.4628946104,     -0.3924544949,       3.233732163,       1.977331241
          0,           0,         424,      -3.697392773,      -6.398843121,     -0.4632623466,     -0.3929511381,       3.233063781,       1.978265636
          0,           0,         425,      -3.696561236,      -6.400057119,     -0.4587418988,     -0.3925905607,       3.234734514,       1.979180619
          0,           0,         426,      -3.695104219,      -6.401021823,     -0.4524219173,     -0.3921348183,       3.237155683,       1.980090385
          0,           0,         427,      -3.694171534,      -6.402080784,     -0.4478471304,     -0.3930222246,       3.238655827,       1.980845631
          0,           0,         428,      -3.694700292,      -6.403485822,     -0.4478781759,     -0.3944239175,       3.238096028,       1.980780637
          0,           0,         429,      -3.694820993,      -6.404300826,     -0.4497220287,      -0.395569131,       3.237792594,       1.981797745
          0,           0,         430,      -3.696739601,      -6.406046921,     -0.4518869957,     -0.3969193311,       3.235336246,       1.982588573
          0,           0,         431,      -3.697369196,      -6.407711026,     -0.4538190021,     -0.4003345516,       3.234119299,       1.983519822
          0,           0,         432,      -3.699074313,       -6.40944695,     -0.4562303119,     -0.4028456892,       3.231829875,        1.98391451
          0,           0,         433,      -3.699945391,      -6.410743732,     -0.4589997667,     -0.4044058955,        3.23064967,        1.98483196
          0,           0,         434,      -3.701558561,      -6.411776673,     -0.4615444247,     -0.4048220974,       3.228723192,       1.985279081
          0,           0,         435,      -3.702750035,      -6.411959228,     -0.4641855481,     -0.4076987778,       3.226957639,       1.986194618
          0,           0,         436,      -3.704027057,      -6.413858678,      -0.466730409,     -0.4096844424,       3.225246112,       1.986560724
          0,           0,         437,      -3.705095809,      -6.415597797,     -0.4698463815,     -0.4096312526,       3.223912177,       1.987044438
          0,           0,         438,      -3.708096295,        -6.4169996,     -0.4750951807,     -0.4130124297,       3.219801976,       1.987359631
          0,           0,         439,      -3.709954604,      -6.418055492,     -0.4797716797,     -0.4151725052,       3.217073021,       1.987244756
          0,           0,         440,      -3.713899619,      -6.419537268,     -0.4860264701,     -0.4203675037,       3.211530532,       1.987627722
          0,           0,         441,      -3.716066058,       -6.42047348,     -0.4892362899,     -0.4212497065,       3.208697088,       1.987727463
          0,           0,         442,      -3.718903632,      -6.421402051,     -0.4904988822,     -0.4231555227,       3.205274774,       1.988073734
          0,           0,         443,      -3.721449646,      -6.422697686,     -0.4941247109,     -0.4247896553,       3.202092571,       1.987639107
          0,           0,         444,      -3.723965404,      -6.423243695,     -0.4968239137,     -0.4260283212,       3.199131889,       1.987959963
          0,           0,         445,      -3.724590769,       -6.42373136,     -0.4973700572,     -0.4254127691,       3.198549995,       1.987616078
          0,           0,         446,      -3.726359587,      -6.424433321,     -0.4987136615,     -0.4258414786,       3.196772658,       1.987085682
          0,           0,         447,      -3.727695756,      -6.424827264,     -0.5016441562,     -0.4269702622,       3.195310183,       1.986565257
          0,           0,         448,      -3.728682076,      -6.425067331,      -0.503249122,     -0.4278944842,       3.194481087,       1.986773218
          0,           0,         449,       -3.72844327,      -6.425381843,     -0.5032979965,     -0.4277908762,       3.195227288,       1.986257548
          0,           0,         450,       -3.72903176,      -6.425455054,     -0.5017549734,     -0.4277300063,       3.194902406,       1.985946587
          0,           0,         451,      -3.728789324,      -6.425126063,     -0.4995843575,     -0.4278978821,        3.19550276,       1.986132316
          0,           0,         452,      -3.727504824,      -6.425254757,     -0.4967108416,     -0.4271905218,        3.19757486,       1.985622966
          0,           0,         453,      -3.727364851,      -6.426270227,     -0.4983351051,     -0.4271875732,       3.198012701,       1.984732358
          0,           0,         454,      -3.727523964,      -6.426927828,     -0.4993349403,     -0.4256967057,        3.19835524,       1.983503541
          0,           0,         455,      -3.727546277,      -6.427414839,      -0.499244533,     -0.4249235854,       3.198856797,       1.982064917
          0,           0,         456,      -3.729676016,       -6.42789254,     -0.4995309644,     -0.4257690616,       3.196423895,       1.980655726
          0,           0,         457,      -3.732177691,      -6.427929486,     -0.4991828899,     -0.4275041525,       3.193553215,       1.979741675
          0,           0,         458,      -3.732910807,      -6.428825786,     -0.4963185532,      -0.428229659,       3.193193829,       1.978175047
          0,           0,         459,      -3.732607677,       -6.42999102,     -0.4901421321,     -0.4298183287,       3.194182836,       1.977056534
          0,           0,         460,      -3.732212746,      -6.430234457,     -0.4844930126,     -0.4315421426,       3.195117665,       1.976242013
          0,           0,         461,      -3.732476649,      -6.430473764,     -0.4829531459,     -0.4313518528,       3.195107527,       1.975801007
          0,           0,         462,      -3.732950276,       -6.43060257,     -0.4841971924,     -0.4325009728,       3.194406642,       1.974878952
          0,           0,         463,      -3.733537022,      -6.430756444,     -0.4850180956,     -0.4333360603,       3.193663047,       1.973618277
          0,           0,         464,      -3.734781883,      -6.431635381,     -0.4866102642,     -0.4365822898,       3.191839358,       1.971581012
          0,           0,         465,      -3.735653942,      -6.431879364,     -0.4889999715,     -0.4393371821,       3.190468534,       1.969966979
          0,           0,         466,      -3.737800154,      -6.432852252,     -0.4949541492,     -0.4414909154,       3.187528033,       1.968683136
          0,           0,         467,       -3.73968435,      -6.433360949,     -0.4991274029,     -0.4430030792,       3.185038377,       1.967557844
          0,           0,         468,      -3.741424159,      -6.433991033,      -0.502132263,     -0.4442762933,       3.183007661,       1.965604162
          0,           0,         469,      -3.743393506,      -6.434565148,     -0.5056482648,     -0.4471192689,       3.180182985,        1.96356398
          0,           0,         470,      -3.744479354,      -6.434249972,     -0.5081430653,     -0.4465000909,       3.179044267,       1.961521615
          0,           0,         471,      -3.747168263,      -6.434398381,     -0.5121061387,     -0.4502867439,       3.175129893,       1.959286028
          0,           0,         472,      -3.748958476,      -6.435441472,     -0.5151966169,     -0.4514060532,        3.17276571,       1.956347302
          0,           0,         473,      -3.750703404,      -6.436390573,     -0.5163427229,     -0.4527025755,       3.170441393,        1.95465319
          0,           0,         474,      -3.753516472,       -6.43723653,      -0.520205817,      -0.456051298,        3.16662194,       1.952895268
          0,           0,         475,      -3.756109715,      -6.438279118,     -0.5243722458,     -0.4585372843,       3.163242111,       1.951086878
          0,           0,         476,      -3.758015084,      -6.438975814,     -0.5275552194,     -0.4600727377,       3.160626612,       1.948879136
          0,           0,         477,      -3.759267136,      -6.438679037,     -0.5291643155,     -0.4609918065,       3.159047014,       1.947341806
          0,           0,         478,      -3.760379238,      -6.440091113,      -0.530981611,      -0.462101985,       3.157713963,       1.944546755
          0,           0,         479,      -3.761457852,      -6.441681359,     -0.5329342407,     -0.4628490302,       3.156655406,       1.942229529
          0,           0,         480,      -3.761628958,      -6.442489321,     -0.5344499299,      -0.463253032,       3.156765982,        1.93957611
          0,           0,         481,      -3.761053089,      -6.443524036,     -0.5342364449,     -0.4621046016,       3.157903411,       1.935068676
          0,           0,         482,      -3.760457353,      -6.444142917,     -0.5346381162,     -0.4618195344,       3.158926953,       1.932443526
          0,           0,         483,      -3.760038663,      -6.444746782,      -0.534386782,     -0.4609727785,       3.159833648,       1.929743718
          0,           0,         484,      -3.759966062,      -6.445964153,      -0.535180544,     -0.4610878503,       3.159945406,       1.926937309
          0,           0,         485,      -3.760787059,      -6.446514898,     -0.5378976118,     -0.4625513552,       3.158758677,       1.924738214
          0,           0,         486,      -3.761111226,      -6.447431963,     -0.5382267844,     -0.4630079186,       3.158429375,       1.923238497
          0,           0,         487,      -3.761449066,      -6.448048747,     -0.5370359876,     -0.4637158026,       3.158190805,       1.922146537
          0,           0,         488,      -3.761229583,      -6.448498822,     -0.5369415711,     -0.4651523309,       3.158513177,       1.919074456
          0,           0,         489,      -3.761722693,      -6.448479078,     -0.5387683283,     -0.4669504726,       3.157742647,       1.916572168
          0,           0,         490,      -3.761198197,      -6.448880508,     -0.5407733517,     -0.4666466094,       3.158457462,       1.913944344
          0,           0,         491,      -3.762141465,      -6.449404871,     -0.5439946031,     -0.4677776324,       3.157132162,       1.911314298
          0,           0,         492,      -3.763332662,      -6.450250022,     -0.5460001994,     -0.4686826937,       3.155603716,       1.908445145
          0,           0,         493,      -3.764545211,      -6.451101123,     -0.5469725979,     -0.4706462996,       3.153864938,       1.905879035
          0,           0,         494,      -3.764274113,      -6.450911728,     -0.5440505938,     -0.4700339869,        3.15467073,       1.903386188
          0,           0,         495,       -3.76247647,      -6.450129143,     -0.5385501417,     -0.4681024655,       3.157552652,       1.900314713
          0,           0,         496,      -3.761471613,      -6.449053805,     -0.5343627333,     -0.4678159541,       3.159224811,       1.897996346
          0,           0,         497,      -3.761616685,      -6.448434044,     -0.5354082504,     -0.4686664223,       3.159069117,       1.895032909
          0,           0,         498,      -3.761987622,      -6.447972506,     -0.5326387924,     -0.4687645771,       3.159040907,        1.89280328
          0,           0,         499,      -3.763105489,      -6.447739348,     -0.5314354554,     -0.4704823543,       3.157812489,       1.890478093
          0,           0,         500,      -3.763534883,      -6.447884363,     -0.5282882119,     -0.4715970511,       3.157411455,        1.88833744
          0,           0,         501,      -3.763189578,      -6.447753386,     -0.5257535404,     -0.4743206433,       3.157716178,       1.887033175
          0,           0,         502,      -3.762103931,      -6.447858748,     -0.5235062817,     -0.4741450529,       3.159209441,       1.885759734
          0,           0,         503,      -3.762303695,       -6.44842452,     -0.5267109605,     -0.4740491904,       3.159032929,       1.885224411
          0,           0,         504,      -3.762779798,      -6.449497402,     -0.5306331848,     -0.4761130361,       3.157731462,       1.883721055
          0,           0,         505,      -3.762791747,      -6.449676998,     -0.5331812437,       -0.47873806,       3.157253574,       1.883051604
          0,           0,         506,      -3.762825755,      -6.450623617,     -0.5358207299,     -0.4789481701,       3.157003257,       1.882201113
          0,           0,         507,      -3.763593035,      -6.451654411,     -0.5395492674,     -0.4798352643,        3.15555942,       1.881508074
          0,           0,         508,      -3.764695593,      -6.452903629,     -0.5432041743,     -0.4797572569,       3.153920835,       1.880848588
          0,           0,         509,      -3.766620499,      -6.453780547,     -0.5472562812,     -0.4812931597,       3.151071698,       1.880992091
          0,           0,         510,      -3.768909338,      -6.455192257,     -0.5518346764,     -0.4845875602,       3.147728747,        1.88031135
          0,           0,         511,      -3.770658032,      -6.456490705,     -0.5536141094,     -0.4860213646,       3.145446131,       1.880001358
          0,           0,         512,      -3.772901636,      -6.458443595,     -0.5558612941,     -0.4876846768,       3.142633034,       1.879301899
          0,           0,         513,      -3.773315616,       -6.45974437,     -0.5567120298,     -0.4884604286,       3.142093636,       1.879188055
          0,           0,         514,      -3.774674357,      -6.461207473,      -0.558942792,     -0.4904716553,       3.140356396,       1.878555735
          0,           0,         515,      -3.775789245,      -6.462245292,     -0.5609284909,      -0.492303296,       3.138928182,        1.87850162
          0,           0,         516,       -3.77686594,       -6.46246384,     -0.5623199456,     -0.4931105155,       3.137795053,       1.878736565
          0,           0,         517,       -3.77837093,      -6.463682714,     -0.5656826431,     -0.4952236823,       3.135877169,       1.879427542
          0,           0,         518,      -3.780479873,      -6.465742863,     -0.5704652425,     -0.4976214133,       3.133154398,       1.879433173
          0,           0,         519,       -3.78266981,      -6.468070798,     -0.5747492479,     -0.5003076598,       3.130424526,       1.879348409
          0,           0,         520,      -3.784292689,      -6.470648042,     -0.5774436053,     -0.5017163869,       3.128611499,       1.879147759
          0,           0,         521,      -3.784369767,      -6.472299801,     -0.5765820601,     -0.5013050818,       3.129155881,       1.879275612
          0,           0,         522,      -3.783951631,      -6.473500464,     -0.5746983386,     -0.5008317523,       3.130071748,       1.879527254
          0,           0,         523,      -3.783774747,       -6.47474339,     -0.5747167503,      -0.500949704,        3.13058193,       1.879972532
          0,           0,         524,      -3.784404457,      -6.476037939,     -0.5745152475,     -0.5015047627,       3.130064808,       1.880310736
          0,           0,         525,      -3.785432838,       -6.47698608,     -0.5772339525,     -0.5027349754,       3.128660054,       1.880857356
          0,           0,         526,      -3.787266851,      -6.477985509,      -0.580218167,     -0.5042183962,       3.126220353,       1.881428578
          0,           0,         527,      -3.787909725,      -6.478839436,     -0.5813524269,     -0.5029513516,       3.125514136,       1.882192979
          0,           0,         528,      -3.789894034,      -6.479753662,     -0.5841979891,     -0.5036684651,       3.123086368,       1.882267114
          0,           0,         529,      -3.791272563,      -6.480816965,     -0.5854191198,     -0.5049239706,       3.121357823,       1.881774617
          0,           0,         530,      -3.792558204,      -6.480757007,     -0.5869279518,     -0.5067530525,       3.119817961,       1.882072282
          0,           0,         531,      -3.793249649,      -6.481703692,     -0.5839966027,     -0.5071365995,       3.119655079,       1.882108703
          0,           0,         532,      -3.793399798,      -6.482332327,     -0.5825892735,     -0.5060315129,       3.120000486,       1.882201814
          0,           0,         533,      -3.793777664,      -6.483232105,     -0.5812071268,     -0.5073957447,       3.119674025,       1.881767047
          0,           0,         534,      -3.793211258,      -6.484320671,     -0.5767315472,     -0.5044275447,       3.121177068,       1.882429799
          0,           0,         535,      -3.795506152,      -6.485921777,     -0.5800658281,     -0.5079882346,       3.118134668,       1.882998738
          0,           0,         536,      -3.796633637,      -6.487368978,     -0.5796991534,      -0.508882412,       3.117093068,       1.883552891
          0,           0,         537,       -3.79644883,      -6.487833633,     -0.5772828997,     -0.5088115512,       3.117818016,       1.884565786
          0,           0,         538,      -3.797589097,      -6.488579399,     -0.5778603524,     -0.5114763316,       3.116595527,        1.88510771
          0,           0,         539,      -3.796871677,      -6.489692868,     -0.5765525091,      -0.509272725,       3.118540912,       1.885722897
          0,           0,         540,      -3.796330849,      -6.490096328,     -0.5752147976,     -0.5076500496,       3.119837028,       1.885997472
          0,           0,         541,      -3.798350593,      -6.492096154,     -0.5778296556,     -0.5107313399,       3.117219407,       1.885594525
          0,           0,         542,       -3.79795661,      -6.492680008,      -0.575089232,     -0.5097487631,       3.118285251,       1.885109406
          0,           0,         543,      -3.797609799,      -6.493085281,     -0.5695815413,     -0.5107162452,        3.11943407,       1.884763563
          0,           0,         544,      -3.797513908,      -6.494142068,     -0.5676198721,     -0.5128818175,       3.119773543,       1.884011018
          0,           0,         545,      -3.797728674,      -6.495019863,     -0.5678537852,     -0.5139194381,        3.11951501,       1.883776961
          0,           0,         546,      -3.799185644,      -6.496366577,     -0.5705387765,     -0.5184577709,       3.116777873,       1.883355269
          0,           0,         547,      -3.799479795,       -6.49603851,     -0.5704602951,      -0.521330197,       3.116076708,       1.883842364
          0,           0,         548,      -3.800609092,      -6.497249294,     -0.5732295174,     -0.5233753696,       3.114272171,       1.883874862
          0,           0,         549,      -3.800886662,      -6.498206117,     -0.5771988474,     -0.5197409984,        3.11445536,       1.883791683
          0,           0,         550,      -3.802514789,      -6.498797898,     -0.5803228976,     -0.5230920579,       3.111681259,       1.883262702
          0,           0,         551,      -3.803895074,      -6.499398726,     -0.5835517571,     -0.5249042677,       3.109246293,       1.883067976
          0,           0,         552,      -3.806239099,      -6.500176999,     -0.5864815245,     -0.5271385012,       3.105809112,       1.883208932
          0,           0,         553,      -3.807894866,      -6.500171644,     -0.5896266455,     -0.5289107458,       3.103590994,       1.882601201
          0,           0,         554,      -3.809410634,      -6.501238416,     -0.5912507092,      -0.530267929,       3.101578648,       1.881044004
          0,           0,         555,      -3.812787074,      -6.500889854,     -0.5965189652,      -0.533811638,       3.097128163,       1.880518127
          0,           0,         556,       -3.81429119,      -6.502592352,     -0.5979673538,     -0.5348640844,       3.095334613,       1.879454314
          0,           0,         557,      -3.816700654,      -6.502918928,     -0.5998684694,     -0.5369140171,       3.092662478,       1.879172292
          0,           0,         558,      -3.818139858,      -6.502903767,      -0.599869176,     -0.5380740582,       3.091272218,       1.878354518
          0,           0,         559,      -3.818800785,      -6.503331787,     -0.5983315002,      -0.537655544,       3.091042233,        1.87733285
          0,           0,         560,       -3.82035969,      -6.503161835,     -0.5995272806,     -0.5389048389,       3.089435694,       1.877366571
