"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Conservative_6"	"Residual_1"	"Residual_2"	"Residual_3"	"Residual_4"	"Residual_5"	"Residual_6"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"	"<greek>m</greek>"	"C<sub>f</sub>_x"	"C<sub>f</sub>_y"	"h"	"y<sup>+</sup>"	"<greek>m</greek><sub>t</sub>"
27	9.631568360186920e-01	-5.108981458577545e-03	9.928354614127513e-01	0.000000000000000e+00	0.000000000000000e+00	2.465878598755883e+01	1.000000000000000e-10	1.494869571298504e+06	-1.199804391949222e-06	0.000000000000000e+00	0.000000000000000e+00	-1.046379166318445e-04	-0.000000000000000e+00	-0.000000000000000e+00	9.863514394983817e+00	1.013934653099126e+00	1.307128973554441e-01	0.000000000000000e+00	1.636539864795166e-07	4.240748899406852e-03	5.732232909185189e-04	-1.598742014056841e-04	2.644648021163670e+00	6.641598844759527e-17	
28	9.426407105822270e-01	-7.855481327107042e-03	9.910808515657733e-01	0.000000000000000e+00	0.000000000000000e+00	2.461030340412246e+01	1.000000000000000e-10	1.573047472638469e+06	-1.996616457722311e-07	0.000000000000000e+00	0.000000000000000e+00	-5.779176759190818e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.844121361609339e+00	1.013732658217111e+00	9.192683060648933e-02	0.000000000000000e+00	1.636286438392341e-07	4.329548812255216e-03	5.705462118074333e-04	-1.541656171924196e-04	2.604594458812421e+00	6.300366983046237e-17	
29	9.162555145009680e-01	-1.128961886009035e-02	9.894313058319043e-01	0.000000000000000e+00	0.000000000000000e+00	2.456187379034976e+01	1.000000000000000e-10	1.634992047887710e+06	-1.996616457722311e-07	0.000000000000000e+00	0.000000000000000e+00	-5.779176759190818e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.824749516100326e+00	1.013424509314598e+00	5.318313958846233e-02	0.000000000000000e+00	1.635899782504029e-07	4.433796234645277e-03	5.658664451530703e-04	-1.415442603394466e-04	2.585013240688685e+00	6.051581174805068e-17	
30	8.828360320456839e-01	-1.548809659764239e-02	9.878262265378922e-01	0.000000000000000e+00	0.000000000000000e+00	2.451482333034118e+01	1.000000000000000e-10	1.683361623437293e+06	-6.154926309731579e-07	0.000000000000000e+00	0.000000000000000e+00	-5.084897227902729e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.805929332096959e+00	1.013126722846152e+00	1.554277158172823e-02	0.000000000000000e+00	1.635526075409221e-07	4.529989321690658e-03	5.555552035139080e-04	-1.273621403073037e-04	2.574635553724365e+00	5.868165058914807e-17	
31	8.413159970120960e-01	-2.048015683562499e-02	9.862879802716272e-01	0.000000000000000e+00	0.000000000000000e+00	2.446769863886522e+01	1.000000000000000e-10	1.720396714468627e+06	-6.154926309731579e-07	0.000000000000000e+00	0.000000000000000e+00	-5.084897227902729e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.787079455506635e+00	1.012756263088510e+00	-2.215698159891843e-02	0.000000000000000e+00	1.635061093311183e-07	4.613321178980948e-03	5.386563573111884e-04	-1.091381030883849e-04	2.569613909795812e+00	5.732906034478672e-17	
32	7.909517772165610e-01	-2.621660130830753e-02	9.846596838518608e-01	0.000000000000000e+00	0.000000000000000e+00	2.442037529570365e+01	1.000000000000000e-10	1.748646871486948e+06	-1.477879856603970e-06	0.000000000000000e+00	0.000000000000000e+00	-5.108728137770413e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.768150118242072e+00	1.012468995549707e+00	-6.001565612804428e-02	0.000000000000000e+00	1.634700473576288e-07	4.690313271175972e-03	5.154853657309506e-04	-9.360182479206662e-05	2.569291254244119e+00	5.630980772592409e-17	
33	7.316031585245610e-01	-3.253806414443636e-02	9.831170567890970e-01	0.000000000000000e+00	0.000000000000000e+00	2.437147611085075e+01	1.000000000000000e-10	1.769225692106121e+06	-1.477879856603970e-06	0.000000000000000e+00	0.000000000000000e+00	-5.108728137770413e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.748590444300973e+00	1.012027137434558e+00	-9.913500401024324e-02	0.000000000000000e+00	1.634145693460960e-07	4.769253574676984e-03	4.859120524457997e-04	-7.266578783307388e-05	2.575119057146952e+00	5.556771734454776e-17	
34	6.640065698311099e-01	-3.915032464739417e-02	9.814164506342152e-01	0.000000000000000e+00	0.000000000000000e+00	2.432001263870021e+01	1.000000000000000e-10	1.784133608916618e+06	-2.273646803940821e-06	0.000000000000000e+00	0.000000000000000e+00	-4.754430068487636e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.728005055440827e+00	1.011640058933894e+00	-1.403057817305360e-01	0.000000000000000e+00	1.633659596933145e-07	4.865239454538543e-03	4.492117589612954e-04	-5.329587884698748e-05	2.589257247534322e+00	5.500816405998209e-17	
35	5.899327756923080e-01	-4.561861289428874e-02	9.797137263413315e-01	0.000000000000000e+00	0.000000000000000e+00	2.426617903115510e+01	1.000000000000000e-10	1.793824326816827e+06	-2.273646803940821e-06	0.000000000000000e+00	0.000000000000000e+00	-4.754430068487636e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.706471612422849e+00	1.011155061043553e+00	-1.833726677664913e-01	0.000000000000000e+00	1.633050406311836e-07	4.944103587517988e-03	3.986670283872142e-04	-2.781251900911436e-05	2.602340722036405e+00	5.461617043311659e-17	
36	5.121166001065770e-01	-5.139794887290158e-02	9.776908018036802e-01	0.000000000000000e+00	0.000000000000000e+00	2.420948811532729e+01	1.000000000000000e-10	1.799807404490193e+06	-3.675803351477214e-06	0.000000000000000e+00	0.000000000000000e+00	-4.679546444208427e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.683795246091806e+00	1.010880066574039e+00	-2.287254004285764e-01	0.000000000000000e+00	1.632704932067773e-07	5.031511469720126e-03	3.320352862458078e-04	-7.401319476892579e-06	2.619804821571054e+00	5.432229820761777e-17	
37	4.339120676130220e-01	-5.591460064650605e-02	9.757906491973419e-01	0.000000000000000e+00	0.000000000000000e+00	2.415258572465684e+01	1.000000000000000e-10	1.801021667862824e+06	-3.675803351477214e-06	0.000000000000000e+00	0.000000000000000e+00	-4.679546444208427e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.661034289823704e+00	1.010467932266483e+00	-2.742473129647820e-01	0.000000000000000e+00	1.632187085207445e-07	5.111508737251204e-03	2.430791606575723e-04	2.059628349014097e-05	2.638771657366219e+00	5.418031056999538e-17	
38	3.587469844042950e-01	-5.869148183384367e-02	9.736120489447444e-01	0.000000000000000e+00	0.000000000000000e+00	2.409687606136480e+01	1.000000000000000e-10	1.798624132588644e+06	-4.780899377609948e-06	0.000000000000000e+00	0.000000000000000e+00	-4.208755684942389e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.638750424506974e+00	1.010393071235514e+00	-3.188150435982423e-01	0.000000000000000e+00	1.632093011423166e-07	5.227894582578731e-03	1.288540314073365e-04	3.646020125794117e-05	2.669435520795735e+00	5.413149107171760e-17	
39	2.895540445181870e-01	-5.947265120547269e-02	9.716507766870561e-01	0.000000000000000e+00	0.000000000000000e+00	2.404748184191806e+01	1.000000000000000e-10	1.790790986353131e+06	-4.780899377609948e-06	0.000000000000000e+00	0.000000000000000e+00	-4.208755684942389e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.618992736728357e+00	1.010357241783671e+00	-3.583304191554753e-01	0.000000000000000e+00	1.632047985316750e-07	5.347158674410209e-03	-1.668201281361727e-05	4.945302560508698e-05	2.705275520732174e+00	5.425886346615452e-17	
40	2.283665749856950e-01	-5.828472232042683e-02	9.696659560808610e-01	0.000000000000000e+00	0.000000000000000e+00	2.400618292093294e+01	1.000000000000000e-10	1.777426333478704e+06	-4.544502234304915e-06	0.000000000000000e+00	0.000000000000000e+00	-1.522885513338679e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.602473168334390e+00	1.010686624001145e+00	-3.913695559434096e-01	0.000000000000000e+00	1.632461884050465e-07	5.530579887587006e-03	-1.984754500822302e-04	3.912594400746459e-05	2.762103897483123e+00	5.455514157630237e-17	
41	1.761797307773510e-01	-5.540399685008031e-02	9.681111092519454e-01	0.000000000000000e+00	0.000000000000000e+00	2.397675515119910e+01	1.000000000000000e-10	1.756007975296796e+06	-4.544502234304915e-06	0.000000000000000e+00	0.000000000000000e+00	-1.522885513338679e-05	-0.000000000000000e+00	-0.000000000000000e+00	9.590702060440913e+00	1.011068918571686e+00	-4.149117717303633e-01	0.000000000000000e+00	1.632942190786680e-07	5.701229329117425e-03	-4.205643661110554e-04	2.091826561484519e-05	2.823891384913384e+00	5.513206964253395e-17	
42	1.330574640378200e-01	-5.125402533974487e-02	9.669376037242423e-01	0.000000000000000e+00	0.000000000000000e+00	2.396180000347920e+01	1.000000000000000e-10	1.725047460946372e+06	-3.834091880650092e-06	0.000000000000000e+00	0.000000000000000e+00	-6.416467190462072e-06	-0.000000000000000e+00	-0.000000000000000e+00	9.584720001353002e+00	1.011664578531648e+00	-4.268758899061851e-01	0.000000000000000e+00	1.633690391505414e-07	5.922206328981521e-03	-6.938421159778178e-04	-2.238390550448687e-05	2.908967089023367e+00	5.605344064976932e-17	
43	9.838551560343448e-02	-4.628967359474944e-02	9.662838189043682e-01	0.000000000000000e+00	0.000000000000000e+00	2.396338680763120e+01	1.000000000000000e-10	1.682110634624561e+06	-3.834091880650092e-06	0.000000000000000e+00	0.000000000000000e+00	-6.416467190462072e-06	-0.000000000000000e+00	-0.000000000000000e+00	9.585354723013825e+00	1.012416107867796e+00	-4.256064465845384e-01	0.000000000000000e+00	1.634634075957038e-07	6.117629844413508e-03	-1.022061552649496e-03	-8.507877079744130e-05	3.003411809259642e+00	5.744524490072311e-17	
44	7.115831019240228e-02	-4.091264364521334e-02	9.665187245677329e-01	0.000000000000000e+00	0.000000000000000e+00	2.398482511201029e+01	1.000000000000000e-10	1.623828729738510e+06	-5.280043108291110e-07	0.000000000000000e+00	0.000000000000000e+00	3.951516731603988e-06	-0.000000000000000e+00	-0.000000000000000e+00	9.593930044765454e+00	1.013075562303960e+00	-4.084558030812815e-01	0.000000000000000e+00	1.635461866180842e-07	6.314735246579307e-03	-1.423478113924497e-03	-1.667384652549682e-04	3.121761888396319e+00	5.952124200728767e-17	
45	5.022241269090757e-02	-3.543266689255811e-02	9.674230936536243e-01	0.000000000000000e+00	0.000000000000000e+00	2.402937782698132e+01	1.000000000000000e-10	1.548550152688924e+06	-5.280043108291110e-07	0.000000000000000e+00	0.000000000000000e+00	3.951516731603988e-06	-0.000000000000000e+00	-0.000000000000000e+00	9.611751130753827e+00	1.014008583049149e+00	-3.728136311045347e-01	0.000000000000000e+00	1.636632612572025e-07	6.432018552822207e-03	-1.900383395272767e-03	-2.755969985964069e-04	3.252351049406448e+00	6.247272515509292e-17	
46	3.444508613221498e-02	-3.006547322461565e-02	9.699936549146307e-01	0.000000000000000e+00	0.000000000000000e+00	2.410720271107641e+01	1.000000000000000e-10	1.451979409340718e+06	2.689172206582491e-06	0.000000000000000e+00	0.000000000000000e+00	3.266153672853989e-06	-0.000000000000000e+00	-0.000000000000000e+00	9.642881084391764e+00	1.014596784717771e+00	-3.105537238286615e-01	0.000000000000000e+00	1.637370416933148e-07	6.429687545295139e-03	-2.458300480700504e-03	-3.801082451104423e-04	3.401513318364668e+00	6.680447206004032e-17	
47	2.280943840223927e-02	-2.495170224279449e-02	9.743708537660770e-01	0.000000000000000e+00	0.000000000000000e+00	2.422941695457195e+01	1.000000000000000e-10	1.333450369958048e+06	2.689172206582491e-06	0.000000000000000e+00	0.000000000000000e+00	3.266153672853989e-06	-0.000000000000000e+00	-0.000000000000000e+00	9.691766781789802e+00	1.015159386106737e+00	-2.127823290325850e-01	0.000000000000000e+00	1.638075917527483e-07	6.216035331418373e-03	-3.072264001319725e-03	-4.809632267540968e-04	3.561127752551715e+00	7.307048115623403e-17	
