"PointID","x","y","Density_0","Density_1","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
30, -2.188420440836720e-03, 3.793291656251139e-02, 7.570939700747961e-02, 6.927817941060283e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.886476951316090e+04, 1.281064423917679e+00, 9.990857826527088e-01, 9.142173472912340e-04, 6.619133287657100e+03, 2.940282401855237e+02, 3.087879651458934e+02, 0.000000000000000e+00, 1.619815555808336e-01, 1.792464770000258e-05, inf, inf, -2.596778027505406e+10, 1.412530619010167e-01
31, -2.663122196736989e-03, 3.790299243146732e-02, 7.921159029213476e-02, 7.240571913491689e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.973562367333936e+04, 1.349614059811513e+00, 9.990867549218303e-01, 9.132450781696841e-04, 6.925631981337333e+03, 2.940419047668292e+02, 3.089820431545377e+02, 0.000000000000000e+00, 1.705154615063155e-01, 1.792516475992973e-05, inf, inf, -2.810441285340934e+10, 1.417220467978996e-01
32, -3.242258762561647e-03, 3.785597953076910e-02, 8.285023050427830e-02, 7.563149463975967e-05, 0.000000000000000e+00, 0.000000000000000e+00, 2.063893692017863e+04, 1.412967048917233e+00, 9.990879625147490e-01, 9.120374852509395e-04, 7.243802773029870e+03, 2.940441171355834e+02, 3.090090718585998e+02, 0.000000000000000e+00, 1.793743560482054e-01, 1.792524661087675e-05, inf, inf, -2.949815021454158e+10, 1.411795060612474e-01
33, -3.929165707026737e-03, 3.779201787465439e-02, 8.722116266484672e-02, 7.947257470002104e-05, 0.000000000000000e+00, 0.000000000000000e+00, 2.172383439134740e+04, 1.498441130867443e+00, 9.990896678531381e-01, 9.103321468618634e-04, 7.626371949949043e+03, 2.940608384084483e+02, 3.092151378048584e+02, 0.000000000000000e+00, 1.900263080242990e-01, 1.792587840776443e-05, inf, inf, -3.006577489295321e+10, 1.421266097918770e-01
34, -4.758777114370004e-03, 3.769731348993727e-02, 9.371239140462112e-02, 8.515642710800720e-05, 0.000000000000000e+00, 0.000000000000000e+00, 2.333659145122417e+04, 1.642546273051521e+00, 9.990921252306001e-01, 9.078747693999004e-04, 8.195424117600445e+03, 2.941153068210826e+02, 3.097805068129674e+02, 0.000000000000000e+00, 2.058705441191356e-01, 1.792794186376171e-05, inf, inf, -3.297526164468853e+10, 1.453454279631695e-01
35, -5.758942654441796e-03, 3.755565026910107e-02, 1.016409125202242e-01, 9.202872789159983e-05, 0.000000000000000e+00, 0.000000000000000e+00, 2.530445950227439e+04, 1.826952287931397e+00, 9.990953890965646e-01, 9.046109034354132e-04, 8.890615140006095e+03, 2.941773996563290e+02, 3.104940497083589e+02, 0.000000000000000e+00, 2.252268901910014e-01, 1.793029319836978e-05, inf, inf, -3.653960670451026e+10, 1.498792325591318e-01
36, -6.958947602989673e-03, 3.735214208811034e-02, 1.111875816468162e-01, 1.002712796630633e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.767831621600635e+04, 2.078375252492088e+00, 9.990989916956228e-01, 9.010083043771729e-04, 9.729856169203415e+03, 2.943061345447913e+02, 3.116101750987582e+02, 0.000000000000000e+00, 2.485940501158217e-01, 1.793517328408290e-05, inf, inf, -4.095590285737825e+10, 1.567074572903163e-01
37, -8.380681228928282e-03, 3.706175050802184e-02, 1.244708301427497e-01, 1.117415723996969e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.099290058197642e+04, 2.512962216757921e+00, 9.991030721965253e-01, 8.969278034746893e-04, 1.090216406794215e+04, 2.945763321518246e+02, 3.138287626090460e+02, 0.000000000000000e+00, 2.812348591300786e-01, 1.794542008000217e-05, inf, inf, -4.728505429800834e+10, 1.725210525795177e-01
38, -1.006918033589160e-02, 3.663490579451297e-02, 1.415062025360034e-01, 1.262887014975637e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.522884601570274e+04, 3.010186457428520e+00, 9.991083352386581e-01, 8.916647613420316e-04, 1.240185293855704e+04, 2.947598963278169e+02, 3.153523661894724e+02, 0.000000000000000e+00, 3.229910036201165e-01, 1.795237542731158e-05, inf, inf, -5.431011937594292e+10, 1.839490206907212e-01
39, -1.205670994258948e-02, 3.603129860014639e-02, 1.637130136656793e-01, 1.447342910190810e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.073338690891445e+04, 3.658839012285376e+00, 9.991167076758718e-01, 8.832923241281762e-04, 1.435679840343516e+04, 2.949435922926045e+02, 3.168052334920503e+02, 0.000000000000000e+00, 3.774229507400047e-01, 1.795932893489432e-05, inf, inf, -6.202369836712327e+10, 1.949879685272677e-01
40, -1.435741940805204e-02, 3.517754898256402e-02, 1.947622543861877e-01, 1.694263941623057e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.835934432102397e+04, 4.398920754832840e+00, 9.991308421828403e-01, 8.691578171596241e-04, 1.707675102453960e+04, 2.949017143702553e+02, 3.171173852402717e+02, 0.000000000000000e+00, 4.531551488500882e-01, 1.795771519272737e-05, inf, inf, -6.974655098981430e+10, 1.989447261082744e-01
41, -1.698279795048252e-02, 3.398735648954571e-02, 2.334246983799491e-01, 1.982674884493571e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.780841461247377e+04, 5.437889934655562e+00, 9.991513356244220e-01, 8.486643755778816e-04, 2.047036183301687e+04, 2.949669496260821e+02, 3.180368451634422e+02, 0.000000000000000e+00, 5.476441498944384e-01, 1.796015305507412e-05, inf, inf, -7.731996806496765e+10, 2.057838740592860e-01
42, -1.989478726307278e-02, 3.236782386149319e-02, 2.824576163581353e-01, 2.322863023262349e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.977035208973667e+04, 7.202825263737626e+00, 9.991782999670659e-01, 8.217000329340865e-04, 2.479962069725419e+04, 2.953315288449496e+02, 3.207534765679156e+02, 0.000000000000000e+00, 6.681845914566614e-01, 1.797393073202764e-05, inf, inf, -8.105390975569739e+10, 2.293236377105393e-01
43, -2.303118152968524e-02, 3.021668818939103e-02, 3.437170222908088e-01, 2.709856200032985e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.465245098447372e+04, 9.827051001948242e+00, 9.992122236421872e-01, 7.877763578129114e-04, 3.023404197273996e+04, 2.958984577779357e+02, 3.242573003633879e+02, 0.000000000000000e+00, 8.194962964677676e-01, 1.799535936850841e-05, inf, inf, -8.550778087645107e+10, 2.602452398727594e-01
44, -2.629075489749038e-02, 2.743008647913862e-02, 4.190314513807736e-01, 3.129156293154087e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.028431863854371e+05, 1.344024097436063e+01, 9.992537979428543e-01, 7.462020571457449e-04, 3.694835270270257e+04, 2.966416316048698e+02, 3.278578746336279e+02, 0.000000000000000e+00, 1.006444225791520e+00, 1.802343602818914e-05, inf, inf, -8.381059704630569e+10, 2.885608507368951e-01
45, -2.951751771718122e-02, 2.392448117673826e-02, 5.015127771587335e-01, 3.525427940673760e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.224918095797081e+05, 1.718737155071793e+01, 9.992975350556190e-01, 7.024649443809581e-04, 4.427653843730149e+04, 2.970388736052565e+02, 3.299685148609569e+02, 0.000000000000000e+00, 1.210484402643858e+00, 1.803839586309666e-05, inf, inf, -7.913814041811937e+10, 2.911301565032926e-01
46, -3.251102359369896e-02, 1.965995319011496e-02, 5.831046577248228e-01, 3.844683945789034e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.414976236090857e+05, 2.003751605954286e+01, 9.993410873015991e-01, 6.589126984008749e-04, 5.145088266720726e+04, 2.968969796630402e+02, 3.300549271356431e+02, 0.000000000000000e+00, 1.410241138961029e+00, 1.803294581252161e-05, inf, inf, -7.274239320793880e+10, 2.591810892425943e-01
47, -3.504864527631654e-02, 1.467305019724073e-02, 6.506749482333688e-01, 4.055615863954770e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.567958996974630e+05, 2.110095266695344e+01, 9.993770945677551e-01, 6.229054322448492e-04, 5.728770186177071e+04, 2.962702542603020e+02, 3.282065300241811e+02, 0.000000000000000e+00, 1.572756891678783e+00, 1.800914852956015e-05, inf, inf, -6.591394365878224e+10, 1.981831878043739e-01
48, -3.689798154720798e-02, 9.076825150000552e-03, 6.941619676344765e-01, 4.146182876780809e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.661559424053409e+05, 2.006446647611914e+01, 9.994030632530931e-01, 5.969367469069130e-04, 6.091095202426404e+04, 2.952894044778142e+02, 3.245959875232074e+02, 0.000000000000000e+00, 1.673639788306930e+00, 1.797193105797024e-05, inf, inf, -5.680657105976644e+10, 1.244921626327187e-01
49, -3.787277562889704e-02, 3.073314222171799e-03, 7.094403906513042e-01, 4.168692384178402e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.690108601843459e+05, 1.795757967037573e+01, 9.994127421638505e-01, 5.872578361494842e-04, 6.202356043295004e+04, 2.942134220908124e+02, 3.205291145903175e+02, 0.000000000000000e+00, 1.704618372188049e+00, 1.793109667263946e-05, inf, inf, -5.609752624874441e+10, 6.441622910332119e-02
50, -3.787125493939338e-02, -3.073585826470459e-03, 7.094622172977955e-01, 4.166322296933037e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.690037563999199e+05, 1.794091007509783e+01, 9.994130938962744e-01, 5.869061037254785e-04, 6.202389370858124e+04, 2.942061584307888e+02, 3.205000824673334e+02, 0.000000000000000e+00, 1.704627651649732e+00, 1.793082035525097e-05, inf, -inf, -5.604712315114655e+10, 6.451796305273583e-02
51, -3.689502731882605e-02, -9.077043267146921e-03, 6.943464809927490e-01, 4.136554958229318e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.661304452709910e+05, 2.008765584909134e+01, 9.994046067497285e-01, 5.953932502713993e-04, 6.091360995948671e+04, 2.952247285400380e+02, 3.246235886326758e+02, 0.000000000000000e+00, 1.673713793741909e+00, 1.796947605012959e-05, inf, -inf, -5.677454568290241e+10, 1.256489727690608e-01
52, -3.504899769287467e-02, -1.467379972452602e-02, 6.505064371457555e-01, 4.046527864517070e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.567794879655342e+05, 2.141490555278298e+01, 9.993783286339554e-01, 6.216713660445574e-04, 5.729317209081788e+04, 2.963760306550946e+02, 3.286840324755758e+02, 0.000000000000000e+00, 1.572909200386918e+00, 1.801315273761837e-05, inf, -inf, -6.574980486526353e+10, 2.018065078990020e-01
53, -3.251187812374780e-02, -1.966105731793892e-02, 5.828182132276867e-01, 3.842611229746880e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.414881049318820e+05, 2.036734159431450e+01, 9.993411188397262e-01, 6.588811602737540e-04, 5.144972709134124e+04, 2.970362463165822e+02, 3.305954290844966e+02, 0.000000000000000e+00, 1.410208964025430e+00, 1.803821741881506e-05, inf, -inf, -7.284834644055669e+10, 2.638765806895134e-01
54, -2.951864852155862e-02, -2.392604298043734e-02, 5.013697436752717e-01, 3.523106876394517e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.225012112499833e+05, 1.748078652647041e+01, 9.992977970878980e-01, 7.022029121020350e-04, 4.428329577468435e+04, 2.971691162176494e+02, 3.305214398686076e+02, 0.000000000000000e+00, 1.210672548573094e+00, 1.804332487200313e-05, inf, -inf, -7.920237527128355e+10, 2.971900450772955e-01
55, -2.629270192689374e-02, -2.743267991709309e-02, 4.185852709324380e-01, 3.125649451480933e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.027883569504125e+05, 1.377568506017914e+01, 9.992538396755064e-01, 7.461603244936166e-04, 3.693098835700349e+04, 2.968182949819907e+02, 3.286741200892720e+02, 0.000000000000000e+00, 1.005960746756506e+00, 1.803012493852631e-05, inf, -inf, -8.361401345728824e+10, 2.979663487892988e-01
