VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,         103,      -2.507107024,      -5.506672228,      0.7229822731,     -0.1147816453,       3.562095132,      -1.026793198,      0.2210974866,   2.538073918e-14,                 0,                 0,                 0,  -2.142818448e-15,      0.2210974866,   2.538073918e-14,                 0,    1.14794336e-13
          0,           0,         104,      -2.507775352,      -5.507340561,      0.7224023616,     -0.1142872925,       3.562079604,       -1.03777583,      0.2208423876,   3.427206435e-14,                 0,                 0,                 0,  -2.271185334e-15,      0.2208423876,   3.427206435e-14,                 0,   1.551878909e-13
          0,           0,         105,      -2.508579797,      -5.508145011,       0.721692689,     -0.1138177611,       3.561811543,       -1.04951825,      0.2205393712,   4.371242951e-14,                 0,                 0,                 0,  -2.552644989e-15,      0.2205393712,   4.371242951e-14,                 0,   1.982069201e-13
          0,           0,         106,      -2.509550284,      -5.509115502,      0.7208092844,        -0.1133945,       3.561256887,      -1.062012691,      0.2201728333,   5.402102377e-14,                 0,                 0,                 0,  -3.016256373e-15,      0.2201728333,   5.402102377e-14,                 0,   2.453573538e-13
          0,           0,         107,      -2.510723882,      -5.510289104,      0.7196944793,     -0.1130468076,       3.560366211,      -1.075297976,      0.2197236003,   6.556127169e-14,                 0,                 0,                 0,   -3.69712421e-15,      0.2197236003,   6.556127169e-14,                 0,   2.983806546e-13
          0,           0,         108,      -2.512146615,      -5.511711841,      0.7182714501,     -0.1128151804,       3.559070197,      -1.089427494,      0.2191678223,   7.879374236e-14,                 0,                 0,                 0,  -4.639088233e-15,      0.2191678223,   7.879374236e-14,                 0,   3.595132787e-13
          0,           0,         109,      -2.513875638,      -5.513440867,      0.7164363466,     -0.1127563774,       3.557272646,      -1.104463923,      0.2184754378,   9.424145492e-14,                 0,                 0,                 0,  -5.908038019e-15,      0.2184754378,   9.424145492e-14,                 0,   4.313594968e-13
          0,           0,         110,      -2.515982188,      -5.515547421,      0.7140465225,     -0.1129513739,       3.554839592,      -1.120490896,      0.2176081172,   1.125332466e-13,                 0,                 0,                 0,  -7.588116282e-15,      0.2176081172,   1.125332466e-13,                 0,   5.171371734e-13
          0,           0,         111,      -2.518555217,      -5.518120453,      0.7109030821,     -0.1135172183,       3.551583257,      -1.137608934,      0.2165162649,   1.344774986e-13,                 0,                 0,                 0,  -9.799455771e-15,      0.2165162649,   1.344774986e-13,                 0,   6.210965198e-13
          0,           0,         112,      -2.521706479,      -5.521271718,      0.7067237332,     -0.1146249182,       3.547236442,      -1.155974555,      0.2151348396,   1.609996858e-13,                 0,                 0,                 0,  -1.270207932e-14,      0.2151348396,   1.609996858e-13,                 0,   7.483664018e-13
          0,           0,         113,      -2.525576613,      -5.525141855,       0.701100943,     -0.1165269181,       3.541412815,      -1.175707323,      0.2133769413,   1.931649285e-13,                 0,                 0,                 0,  -1.652801458e-14,      0.2133769413,   1.931649285e-13,                 0,   9.052755529e-13
          0,           0,         114,      -2.530343703,      -5.529908947,      0.6934337133,     -0.1195998095,       3.533539895,      -1.196984545,      0.2111239482,   2.319897746e-13,                 0,                 0,                 0,  -2.162203149e-14,      0.2111239482,   2.319897746e-13,                 0,   1.098832116e-12
          0,           0,         115,       -2.53623368,      -5.535798925,      0.6828152409,     -0.1244116669,       3.522746711,      -1.219945844,      0.2082089052,   2.780380093e-13,                 0,                 0,                 0,  -2.851191551e-14,      0.2082089052,   2.780380093e-13,                 0,   1.335380007e-12
          0,           0,         116,      -2.543534178,      -5.543099425,       0.667838819,     -0.1318278242,       3.507665069,      -1.244637748,      0.2043873314,   3.297509835e-13,                 0,                 0,                 0,  -3.806850678e-14,      0.2043873314,   3.297509835e-13,                 0,   1.613363124e-12
          0,           0,         117,      -2.552608184,      -5.552173431,      0.6462622547,      -0.143173369,       3.486092625,      -1.270829386,      0.1996165149,   1.219805507e-13,                 0,                 0,                 0,  -6.159178821e-14,      0.1996165149,   1.219805507e-13,                 0,   6.110744431e-13
          0,           0,         118,      -2.563032524,       -5.56259777,      0.6169104989,     -0.1595773475,        3.45735556,      -1.296626092,      0.1950714871,  -6.283602111e-14,                 0,                 0,                 0,  -8.359177511e-14,      0.1950714871,  -6.283602111e-14,                 0,  -3.221179171e-13
          0,           0,         119,      -2.571715264,      -5.571280509,      0.5879159674,     -0.1760722705,       3.430344723,      -1.317559216,      0.1907178371,  -2.330705073e-13,                 0,                 0,                 0,   -1.04226093e-13,      0.1907178371,  -2.330705073e-13,                 0,  -1.222069791e-12
          0,           0,         120,      -2.579017227,      -5.578582472,      0.5599479564,     -0.1921703202,       3.404663415,      -1.335223523,      0.1865665984,  -3.993073233e-13,                 0,                 0,                 0,  -1.240869371e-13,      0.1865665984,  -3.993073233e-13,                 0,  -2.140293744e-12
          0,           0,         121,      -2.585148588,      -5.584713835,      0.5338455436,      -0.207251145,        3.38036771,       -1.35014103,      0.1825994558,  -5.642526377e-13,                 0,                 0,                 0,  -1.434000484e-13,      0.1825994558,  -5.642526377e-13,                 0,  -3.090111277e-12
          0,           0,         122,      -2.590311773,      -5.589877021,      0.5100999761,     -0.2210882874,       3.357451817,      -1.362699927,      0.1787843782,   -6.09863722e-13,                 0,                 0,                 0,  -1.518537895e-13,      0.1787843782,   -6.09863722e-13,                 0,  -3.411168963e-12
          0,           0,         123,      -2.594681986,      -5.594247235,       0.488898167,     -0.2337413938,       3.335926167,      -1.372877123,      0.1751343416,  -6.440455808e-13,                 0,                 0,                 0,  -1.584884596e-13,      0.1751343416,  -6.440455808e-13,                 0,  -3.677437416e-12
          0,           0,         124,      -2.598351966,      -5.597917217,      0.4707261833,     -0.2449092738,       3.316328083,      -1.380154416,       0.171609312,  -6.683664039e-13,                 0,                 0,                 0,  -1.635549395e-13,       0.171609312,  -6.683664039e-13,                 0,  -3.894697765e-12
          0,           0,         125,      -2.601451967,      -5.601017221,      0.4553465318,     -0.2548670919,       3.298852438,      -1.384136236,      0.1682057625,  -6.779273323e-13,                 0,                 0,                 0,   -1.66657272e-13,      0.1682057625,  -6.779273323e-13,                 0,  -4.030345467e-12
          0,           0,         126,      -2.604044119,      -5.603609376,      0.4427110373,      -0.263688706,       3.283861427,      -1.383873199,      0.1649006216,  -6.804409466e-13,                 0,                 0,                 0,  -1.685641679e-13,      0.1649006216,  -6.804409466e-13,                 0,  -4.126369809e-12
          0,           0,         127,      -2.606199641,      -5.605764902,      0.4324833896,     -0.2715553267,       3.271719507,      -1.379311757,      0.1616619296,  -6.772820152e-13,                 0,                 0,                 0,  -1.694670926e-13,      0.1616619296,  -6.772820152e-13,                 0,  -4.189496048e-12
          0,           0,         128,       -2.60797563,      -5.607540895,      0.4240661129,     -0.2788100437,       3.262631811,      -1.370912194,      0.1584718499,  -6.690993246e-13,                 0,                 0,                 0,  -1.694673095e-13,      0.1584718499,  -6.690993246e-13,                 0,  -4.222196717e-12
          0,           0,         129,      -2.609403823,      -5.608969093,      0.4169757576,     -0.2857052974,       3.256789848,      -1.360309355,       0.155266073,    -6.5651087e-13,                 0,                 0,                 0,  -1.686528505e-13,       0.155266073,    -6.5651087e-13,                 0,  -4.228295707e-12
          0,           0,         130,      -2.610528934,      -5.610094208,      0.4100889365,     -0.2928466404,       3.253970013,      -1.348784747,      0.1522502763,  -6.406932276e-13,                 0,                 0,                 0,  -1.671724931e-13,      0.1522502763,  -6.406932276e-13,                 0,  -4.208158061e-12
          0,           0,         131,      -2.611353711,       -5.61091899,      0.4041685471,      -0.299670408,       3.251196989,      -1.338503803,      0.1494228267,  -6.224278905e-13,                 0,                 0,                 0,  -1.651213904e-13,      0.1494228267,  -6.224278905e-13,                 0,  -4.165547556e-12
          0,           0,         132,      -2.611931737,      -5.611497021,      0.3992889494,     -0.3059785883,       3.248208994,      -1.330023276,      0.1467735162,  -6.020579001e-13,                 0,                 0,                 0,  -1.625806707e-13,      0.1467735162,  -6.020579001e-13,                 0,  -4.101951876e-12
          0,           0,         133,      -2.612306042,      -5.611871331,      0.3954294484,      -0.311593098,       3.244981296,      -1.324075029,      0.1442925349,  -5.801938791e-13,                 0,                 0,                 0,  -1.596277347e-13,      0.1442925349,  -5.801938791e-13,                 0,   -4.02095562e-12
          0,           0,         134,      -2.612510258,      -5.612075553,      0.3925129539,     -0.3163373842,       3.241524163,      -1.319581644,      0.1419704116,  -5.573709896e-13,                 0,                 0,                 0,  -1.563317691e-13,      0.1419704116,  -5.573709896e-13,                 0,  -3.925965864e-12
          0,           0,         135,      -2.612570541,      -5.612135842,      0.3904393422,     -0.3201298305,       3.237899003,      -1.316801557,      0.1397980419,  -5.340289842e-13,                 0,                 0,                 0,  -1.527515149e-13,      0.1397980419,  -5.340289842e-13,                 0,  -3.820003321e-12
          0,           0,         136,      -2.612507406,      -5.612072714,      0.3890983025,     -0.3229742576,       3.234197699,      -1.315564058,      0.1377667164,  -5.105265169e-13,                 0,                 0,                 0,  -1.489453116e-13,      0.1377667164,  -5.105265169e-13,                 0,  -3.705731909e-12
          0,           0,         137,      -2.612337143,      -5.611902457,      0.3883778028,     -0.3249386549,       3.230525386,      -1.315694902,      0.1358681378,  -4.871398424e-13,                 0,                 0,                 0,  -1.449567525e-13,      0.1358681378,  -4.871398424e-13,                 0,  -3.585386906e-12
          0,           0,         138,      -2.612072624,      -5.611637944,      0.3881695095,     -0.3261262115,       3.226986394,      -1.317042971,      0.1340944175,  -4.640979441e-13,                 0,                 0,                 0,  -1.408283248e-13,      0.1340944175,  -4.640979441e-13,                 0,  -3.460978858e-12
          0,           0,         139,      -2.611724223,       -5.61128955,      0.3883729393,     -0.3266580801,       3.223676503,       -1.31952605,      0.1324380746,  -4.415742945e-13,                 0,                 0,                 0,  -1.365990745e-13,      0.1324380746,  -4.415742945e-13,                 0,   -3.33419446e-12
          0,           0,         140,      -2.611300405,      -5.610865738,      0.3888977473,     -0.3266582839,        3.22067738,      -1.322895182,       0.130892029,  -4.197048525e-13,                 0,                 0,                 0,   -1.32301288e-13,       0.130892029,  -4.197048525e-13,                 0,  -3.206496651e-12
          0,           0,         141,      -2.610808197,      -5.610373537,      0.3896654931,     -0.3262436673,       3.218054629,      -1.327077413,      0.1294495911,  -3.985984719e-13,                 0,                 0,                 0,  -1.279623126e-13,      0.1294495911,  -3.985984719e-13,                 0,  -3.079179074e-12
          0,           0,         142,      -2.610253474,      -5.609818821,      0.3906088207,     -0.3255183196,       3.215854371,       -1.33199238,      0.1281044468,  -3.783254092e-13,                 0,                 0,                 0,  -1.236101099e-13,      0.1281044468,  -3.783254092e-13,                 0,  -2.953257429e-12
          0,           0,         143,      -2.609641225,      -5.609206579,      0.3916696355,     -0.3245716818,       3.214102587,      -1.337336216,      0.1268506411,  -3.589364049e-13,                 0,                 0,                 0,  -1.192674438e-13,      0.1268506411,  -3.589364049e-13,                 0,  -2.829598667e-12
          0,           0,         144,      -2.608975782,      -5.608541143,      0.3928009868,     -0.3234778719,       3.212810211,      -1.342811407,      0.1256825622,  -3.404563957e-13,                 0,                 0,                 0,  -1.149538443e-13,      0.1256825622,  -3.404563957e-13,                 0,  -2.708859445e-12
          0,           0,         145,      -2.608260992,       -5.60782636,      0.3939649404,     -0.3222962148,       3.211973078,      -1.349166697,      0.1245949254,  -3.229105351e-13,                 0,                 0,                 0,  -1.106872927e-13,      0.1245949254,  -3.229105351e-13,                 0,   -2.59168288e-12
          0,           0,         146,      -2.607500327,      -5.607065702,       0.395131435,     -0.3210729653,       3.211574453,      -1.355517508,      0.1235827569,  -3.062879811e-13,                 0,                 0,                 0,  -1.064834103e-13,      0.1235827569,  -3.062879811e-13,                 0,  -2.478403855e-12
          0,           0,         147,      -2.606696974,      -5.606262356,      0.3962771614,     -0.3198431285,       3.211587674,      -1.361568313,      0.1226413774,  -2.905785421e-13,                 0,                 0,                 0,  -1.023562773e-13,      0.1226413774,  -2.905785421e-13,                 0,  -2.369335278e-12
          0,           0,         148,      -2.605853913,      -5.605419303,      0.3973846885,      -0.318631973,        3.21197873,      -1.366909852,      0.1217663864,  -2.757653047e-13,                 0,                 0,                 0,  -9.831719677e-14,      0.1217663864,  -2.757653047e-13,                 0,  -2.264707961e-12
          0,           0,         149,      -2.604973974,      -5.604539371,      0.3984413702,     -0.3174568502,       3.212708737,       -1.36977243,      0.1209536469,  -2.618114059e-13,                 0,                 0,                 0,  -9.437633867e-14,      0.1209536469,  -2.618114059e-13,                 0,  -2.164559835e-12
          0,           0,         150,      -2.604059868,      -5.603625272,      0.3994384625,     -0.3163288975,       3.213736132,      -1.370167765,      0.1201992711,  -2.486812839e-13,                 0,                 0,                 0,  -9.054520511e-14,      0.1201992711,  -2.486812839e-13,                 0,  -2.068908419e-12
          0,           0,         151,      -2.603114216,      -5.602679628,      0.4003703725,     -0.3152544011,       3.215018532,      -1.366526849,      0.1194996066,   -2.36322897e-13,                 0,                 0,                 0,  -8.682812626e-14,      0.1194996066,   -2.36322897e-13,                 0,  -1.977603975e-12
          0,           0,         152,      -2.602139568,      -5.601704987,      0.4012339631,     -0.3142360183,       3.216514219,      -1.357338287,      0.1188512231,  -2.247019844e-13,                 0,                 0,                 0,  -8.323378353e-14,      0.1188512231,  -2.247019844e-13,                 0,  -1.890615667e-12
          0,           0,         153,      -2.601138409,      -5.600703835,      0.4020280717,     -0.3132736785,       3.218183268,      -1.342071689,         0.1182509,  -2.137599993e-13,                 0,                 0,                 0,  -7.976650395e-14,         0.1182509,  -2.137599993e-13,                 0,  -1.807681795e-12
          0,           0,         154,      -2.600113168,      -5.599678602,       0.402753231,      -0.312365242,         3.2199884,      -1.319148765,      0.1176956147,  -2.034429483e-13,                 0,                 0,                 0,  -7.643279973e-14,      0.1176956147,  -2.034429483e-13,                 0,  -1.728551644e-12
          0,           0,         155,      -2.599066222,      -5.598631663,       0.403411174,     -0.3115072013,       3.221895481,      -1.287303901,      0.1171825306,  -1.936987896e-13,                 0,                 0,                 0,  -7.323418626e-14,      0.1171825306,  -1.936987896e-13,                 0,  -1.652966433e-12
          0,           0,         156,      -2.597999882,       -5.59756533,      0.4040041861,     -0.3106951575,       3.223873701,      -1.247133049,      0.1167089872,   -1.84471145e-13,                 0,                 0,                 0,  -7.017412981e-14,      0.1167089872,   -1.84471145e-13,                 0,   -1.58060788e-12
          0,           0,         157,      -2.596916403,      -5.596481859,      0.4045353334,     -0.3099241362,       3.225895784,      -1.199025567,      0.1162724895,  -1.756982147e-13,                 0,                 0,                 0,  -6.725264068e-14,      0.1162724895,  -1.756982147e-13,                 0,  -1.511090159e-12
          0,           0,         158,      -2.595817981,      -5.595383444,       0.405008312,     -0.3091888425,       3.227938003,      -1.144002433,      0.1158706985,  -1.673316433e-13,                 0,                 0,                 0,  -6.447382948e-14,      0.1158706985,  -1.673316433e-13,                 0,  -1.444123886e-12
          0,           0,         159,       -2.59470675,       -5.59427222,      0.4054272681,     -0.3084838425,       3.229980053,      -1.083216735,      0.1155014219,  -1.593144019e-13,                 0,                 0,                 0,  -6.183639837e-14,      0.1155014219,  -1.593144019e-13,                 0,  -1.379328491e-12
          0,           0,         160,      -2.593584763,      -5.593150241,      0.4057961886,     -0.3078037955,       3.232004596,      -1.017940711,      0.1151626061,  -1.515931478e-13,                 0,                 0,                 0,  -5.933948541e-14,      0.1151626061,  -1.515931478e-13,                 0,  -1.316340025e-12
          0,           0,         161,      -2.592454001,      -5.592019487,      0.4061191816,     -0.3071436086,       3.233997202,     -0.9489925572,      0.1148523276,  -1.441167064e-13,                 0,                 0,                 0,  -5.698415724e-14,      0.1148523276,  -1.441167064e-13,                 0,   -1.25480005e-12
          0,           0,         162,      -2.591316368,      -5.590881861,      0.4064004124,     -0.3064985175,       3.235946085,     -0.8775577316,      0.1145687852,  -1.368332531e-13,                 0,                 0,                 0,  -5.476782963e-14,      0.1145687852,  -1.368332531e-13,                 0,  -1.194332757e-12
          0,           0,         163,      -2.590173682,      -5.589739183,      0.4066439389,     -0.3058640094,       3.237841777,     -0.8042741818,      0.1143102931,  -1.297115627e-13,                 0,                 0,                 0,   -5.26889904e-14,      0.1143102931,  -1.297115627e-13,                 0,  -1.134732133e-12
          0,           0,         164,       -2.58902768,      -5.588593189,      0.4068537103,     -0.3052359433,       3.239676874,     -0.7297559471,      0.1140752736,  -1.226987262e-13,                 0,                 0,                 0,  -5.074609946e-14,      0.1140752736,  -1.226987262e-13,                 0,  -1.075594406e-12
          0,           0,         165,      -2.587880013,      -5.587445529,      0.4070335212,     -0.3046105699,       3.241445763,     -0.6543796604,      0.1138622509,   -1.15757447e-13,                 0,                 0,                 0,  -4.893613075e-14,      0.1138622509,   -1.15757447e-13,                 0,   -1.01664464e-12
          0,           0,         166,      -2.586732243,      -5.586297766,      0.4071869842,     -0.3039845327,       3.243144386,     -0.5784594376,      0.1136698446,  -1.088556328e-13,                 0,                 0,                 0,  -4.725583595e-14,      0.1136698446,  -1.088556328e-13,                 0,  -9.576474152e-13
          0,           0,         167,      -2.585585844,      -5.585151375,      0.4073174985,     -0.3033549045,       3.244770003,     -0.5021446142,      0.1134967641,   -1.01945145e-13,                 0,                 0,                 0,  -4.570304345e-14,      0.1134967641,   -1.01945145e-13,                 0,  -8.982207191e-13
          0,           0,         168,      -2.584442211,       -5.58400775,      0.4074284005,     -0.3027193359,       3.246321146,     -0.4256146546,      0.1133418031,    -9.4961582e-14,                 0,                 0,                 0,  -4.427558478e-14,      0.1133418031,    -9.4961582e-14,                 0,  -8.378336979e-13
          0,           0,         169,      -2.583302639,      -5.582868185,      0.4075228443,     -0.3020752916,       3.247797337,     -0.3489419255,      0.1132038346,   -9.56303179e-14,                 0,                 0,                 0,  -4.264363362e-14,      0.1132038346,   -9.56303179e-14,                 0,  -8.447621784e-13
          0,           0,         170,      -2.582168323,      -5.581733876,      0.4076036417,     -0.3014203373,       3.249198703,     -0.2721898846,      0.1130818058,  -8.962405471e-14,                 0,                 0,                 0,  -4.140634541e-14,      0.1130818058,  -8.962405471e-14,                 0,  -7.925594583e-13
          0,           0,         171,      -2.581040381,      -5.580605943,      0.4076737077,     -0.3007527314,       3.250526299,     -0.1954328383,      0.1129747334,  -8.661691156e-14,                 0,                 0,                 0,  -4.014758409e-14,      0.1129747334,  -8.661691156e-14,                 0,  -7.666927725e-13
          0,           0,         172,      -2.579919873,      -5.579485442,      0.4077351484,     -0.3000714573,       3.251781284,     -0.1187086787,      0.1128833867,  -9.087695874e-14,                 0,                 0,                 0,  -3.871622095e-14,      0.1128833867,  -9.087695874e-14,                 0,   -8.05051668e-13
          0,           0,         173,      -2.578806952,      -5.578372529,       0.407780197,     -0.2993850329,       3.252934905,    -0.04203066671,      0.1128034965,  -8.618496541e-14,                 0,                 0,                 0,  -3.772547333e-14,      0.1128034965,  -8.618496541e-14,                 0,  -7.640274289e-13
          0,           0,         174,        -2.5777041,      -5.577269685,      0.4078310591,     -0.2986733043,       3.254052305,     0.03457135676,      0.1127383499,  -2.511140167e-13,                 0,                 0,                 0,  -2.985308716e-14,      0.1127383499,  -2.511140167e-13,                 0,  -2.227405466e-12
          0,           0,         175,      -2.576610136,      -5.576175729,      0.4078657201,     -0.2979604994,       3.255060325,      0.1110976311,      0.1126824139,  -2.391817213e-13,                 0,                 0,                 0,  -2.928670668e-14,      0.1126824139,  -2.391817213e-13,                 0,  -2.122618012e-12
          0,           0,         176,      -2.575528182,      -5.575093782,      0.4079130493,     -0.2972158402,        3.25604962,      0.1875323599,      0.1126396318,  -4.028884431e-13,                 0,                 0,                 0,  -2.153140097e-14,      0.1126396318,  -4.028884431e-13,                 0,  -3.576791194e-12
          0,           0,         177,      -2.574457172,       -5.57402278,      0.4079501971,     -0.2964727916,       3.256939707,      0.2638634027,      0.1126057792,  -3.797296678e-13,                 0,                 0,                 0,  -2.157585414e-14,      0.1126057792,  -3.797296678e-13,                 0,  -3.372204079e-12
          0,           0,         178,      -2.573399659,      -5.572965276,      0.4079982391,       -0.29570738,       3.257799598,       0.340104136,       0.112586873,  -6.230823149e-13,                 0,                 0,                 0,  -2.321819631e-14,       0.112586873,  -6.230823149e-13,                 0,  -5.534235903e-12
          0,           0,         179,      -2.572459356,       -5.57202498,      0.4080378412,     -0.2949354026,       3.258529371,      0.4162351413,      0.1125854276,  -8.130885288e-13,                 0,                 0,                 0,  -2.434013875e-14,      0.1125854276,  -8.130885288e-13,                 0,  -7.221969542e-12
          0,           0,         180,      -2.571698096,      -5.571263728,      0.4080612418,     -0.2941690953,       3.259095999,      0.4922538927,      0.1125995677,  -9.521281333e-13,                 0,                 0,                 0,  -2.478097434e-14,      0.1125995677,  -9.521281333e-13,                 0,  -8.455877343e-12
          0,           0,         181,      -2.571081366,      -5.570647005,      0.4080691856,     -0.2934203902,       3.259531914,      0.5681569342,      0.1126269276,  -1.118442144e-12,                 0,                 0,                 0,  -2.533282435e-14,      0.1126269276,  -1.118442144e-12,                 0,   -9.93050391e-12
          0,           0,         182,      -2.570578209,      -5.570143854,      0.4080635274,     -0.2926858576,       3.259873897,      0.6439394864,      0.1126660221,  -1.207188104e-12,                 0,                 0,                 0,   -2.52202883e-14,      0.1126660221,  -1.207188104e-12,                 0,  -1.071474861e-11
          0,           0,         183,      -2.570170833,      -5.569736485,      0.4080455757,     -0.2919658657,       3.260145534,      0.7196015678,      0.1127150412,  -1.265970076e-12,                 0,                 0,                 0,  -2.489589054e-14,      0.1127150412,  -1.265970076e-12,                 0,   -1.12315984e-11
          0,           0,         184,      -2.569835074,      -5.569400732,      0.4080168699,     -0.2912559388,       3.260369838,      0.7951396041,      0.1127726083,  -1.303422431e-12,                 0,                 0,                 0,  -2.448302485e-14,      0.1127726083,  -1.303422431e-12,                 0,  -1.155797006e-11
          0,           0,         185,      -2.569551641,      -5.569117306,      0.4079784361,     -0.2905534379,       3.260561794,      0.8705472495,      0.1128388982,  -1.425630013e-12,                 0,                 0,                 0,  -2.880595912e-14,      0.1128388982,  -1.425630013e-12,                 0,  -1.263420714e-11
          0,           0,         186,       -2.56931641,      -5.568882081,       0.407929707,     -0.2898740015,       3.260719256,      0.9458248789,      0.1129148252,  -1.530737451e-12,                 0,                 0,                 0,  -3.145271727e-14,      0.1129148252,  -1.530737451e-12,                 0,  -1.355656752e-11
          0,           0,         187,      -2.569138294,       -5.56870397,      0.4078719023,     -0.2892435009,       3.260840137,       1.020966151,       0.112998756,  -1.583619629e-12,                 0,                 0,                 0,   -3.26433857e-14,       0.112998756,  -1.583619629e-12,                 0,  -1.401448729e-11
          0,           0,         188,      -2.569002129,      -5.568567812,      0.4078066368,      -0.288650607,       3.260940188,       1.095976418,      0.1130896642,  -1.602153197e-12,                 0,                 0,                 0,  -3.298122531e-14,      0.1130896642,  -1.602153197e-12,                 0,  -1.416710545e-11
          0,           0,         189,      -2.568899498,      -5.568465188,      0.4077354571,     -0.2880891047,       3.261030412,       1.170845165,      0.1131881846,  -1.599148114e-12,                 0,                 0,                 0,  -3.288537792e-14,      0.1131881846,  -1.599148114e-12,                 0,  -1.412822478e-11
          0,           0,         190,      -2.568833455,       -5.56839915,      0.4076617076,     -0.2875846034,        3.26111705,       1.245576869,      0.1132929978,  -1.583562058e-12,                 0,                 0,                 0,  -3.255492369e-14,      0.1132929978,  -1.583562058e-12,                 0,  -1.397758103e-11
          0,           0,         191,      -2.568793405,      -5.568359107,      0.4075849892,     -0.2871225298,       3.261207119,        1.32016512,      0.1134028683,  -1.559940111e-12,                 0,                 0,                 0,  -3.209130491e-14,      0.1134028683,  -1.559940111e-12,                 0,   -1.37557377e-11
          0,           0,         192,      -2.568770248,      -5.568335956,       0.407504612,     -0.2866855409,       3.261305466,        1.39460889,      0.1135169437,  -1.531719088e-12,                 0,                 0,                 0,  -3.159474422e-14,      0.1135169437,  -1.531719088e-12,                 0,  -1.349330803e-11
          0,           0,         193,      -2.568757937,      -5.568323651,      0.4074201558,     -0.2862611403,       3.261414956,       1.468905574,      0.1136346483,  -1.500360274e-12,                 0,                 0,                 0,   -3.10925444e-14,      0.1136346483,  -1.500360274e-12,                 0,  -1.320336972e-11
          0,           0,         194,      -2.568752498,      -5.568318219,      0.4073314505,     -0.2858409195,       3.261537624,       1.543055547,       0.113755602,  -1.466559296e-12,                 0,                 0,                 0,  -3.060291462e-14,       0.113755602,  -1.466559296e-12,                 0,  -1.289219405e-11
          0,           0,         195,       -2.56875144,      -5.568317166,      0.4072385104,      -0.285419587,       3.261675561,       1.617058246,      0.1138795453,  -1.432072776e-12,                 0,                 0,                 0,  -3.014256524e-14,      0.1138795453,  -1.432072776e-12,                 0,  -1.257532924e-11
          0,           0,         196,      -2.568753179,      -5.568318912,      0.4071414385,     -0.2849937757,       3.261831573,       1.690912501,      0.1140062866,  -1.396565155e-12,                 0,                 0,                 0,  -2.971365688e-14,      0.1140062866,  -1.396565155e-12,                 0,  -1.224989601e-11
          0,           0,         197,      -2.568756655,      -5.568322395,      0.4070403866,     -0.2845611921,       3.262009811,       1.764620435,      0.1141356894,  -1.360684243e-12,                 0,                 0,                 0,  -2.931466345e-14,      0.1141356894,  -1.360684243e-12,                 0,  -1.192163687e-11
          0,           0,         198,      -2.568761216,      -5.568326963,      0.4069355238,     -0.2841204482,       3.262216448,       1.838181704,      0.1142676477,  -1.324459964e-12,                 0,                 0,                 0,  -2.894668559e-14,      0.1142676477,  -1.324459964e-12,                 0,    -1.1590857e-11
          0,           0,         199,      -2.568766433,      -5.568332187,      0.4068270259,     -0.2836706368,       3.262460581,        1.91160122,      0.1144020788,  -1.288344756e-12,                 0,                 0,                 0,  -2.860798499e-14,      0.1144020788,  -1.288344756e-12,                 0,  -1.126155023e-11
          0,           0,         200,      -2.568772039,        -5.5683378,       0.406715064,     -0.2832112395,       3.262755272,       1.984882094,      0.1145389134,  -1.252176965e-12,                 0,                 0,                 0,   -2.83013666e-14,      0.1145389134,  -1.252176965e-12,                 0,  -1.093232795e-11
          0,           0,         201,      -2.568777856,      -5.568343625,      0.4065998043,     -0.2827419369,       3.263118751,       2.057922275,      0.1146780924,  -1.216099487e-12,                 0,                 0,                 0,  -2.802251678e-14,      0.1146780924,  -1.216099487e-12,                 0,  -1.060446212e-11
          0,           0,         202,      -2.568783772,      -5.568349548,      0.4064814051,     -0.2822625649,       3.263576459,       2.130675857,      0.1148195627,  -1.180012576e-12,                 0,                 0,                 0,  -2.777359037e-14,      0.1148195627,  -1.180012576e-12,                 0,  -1.027710391e-11
          0,           0,         203,      -2.568789711,      -5.568355495,      0.4063600192,     -0.2817730447,       3.264164081,        2.20316928,      0.1149632764,  -1.143979442e-12,                 0,                 0,                 0,   -2.75469831e-14,      0.1149632764,  -1.143979442e-12,                 0,  -9.950824975e-12
          0,           0,         204,      -2.568795623,      -5.568361415,      0.4062357927,     -0.2812733626,       3.264930945,       2.275433939,      0.1151091893,  -1.107908253e-12,                 0,                 0,                 0,  -2.734380396e-14,      0.1151091893,  -1.107908253e-12,                 0,  -9.624846284e-12
          0,           0,         205,      -2.568801476,      -5.568367276,       0.406108866,     -0.2807635422,       3.265945119,       2.347505908,      0.1152572598,   -1.07181332e-12,                 0,                 0,                 0,  -2.716144143e-14,      0.1152572598,   -1.07181332e-12,                 0,  -9.299312867e-12
          0,           0,         206,      -2.568807249,      -5.568373057,      0.4059793746,     -0.2802436335,       3.267300101,       2.419424837,       0.115407449,  -1.035778668e-12,                 0,                 0,                 0,  -2.699599058e-14,       0.115407449,  -1.035778668e-12,                 0,  -8.974972383e-12
