VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          24,      -2.502182535,      -5.501747123,       1.037293003,      0.2175909174,       4.982086359,      -3.562267901,      0.5302591788,  -6.720145274e-14,                 0,                 0,                 0,  -1.609129565e-14,      0.5302591788,  -6.720145274e-14,                 0,  -1.267332192e-13
          0,           0,          25,      -2.502428482,      -5.501993081,       1.035524665,      0.2156252462,       4.976392793,      -3.517192009,      0.5275837445,  -9.436722237e-14,                 0,                 0,                 0,  -1.819551097e-14,      0.5275837445,  -9.436722237e-14,                 0,  -1.788668119e-13
          0,           0,          26,      -2.502493036,      -5.502057648,        1.03360575,      0.2133669821,       4.970271035,      -3.460450819,      0.5248684056,  -1.205407302e-13,                 0,                 0,                 0,  -2.021299413e-14,      0.5248684056,  -1.205407302e-13,                 0,  -2.296589562e-13
          0,           0,          27,      -2.502531438,      -5.502096063,       1.031637705,      0.2110559954,       4.963968337,      -3.472740293,      0.5215739687,  -1.523555587e-13,                 0,                 0,                 0,  -2.265375152e-14,      0.5215739687,  -1.523555587e-13,                 0,  -2.921072904e-13
          0,           0,          28,      -2.502576722,      -5.502141359,       1.029243482,      0.2082784393,       4.956245854,      -3.405394771,      0.5183023265,  -1.821858636e-13,                 0,                 0,                 0,   -2.49444446e-14,      0.5183023265,  -1.821858636e-13,                 0,  -3.515050084e-13
          0,           0,          29,      -2.502608466,      -5.502173114,       1.026846627,      0.2054957783,         4.9484957,      -3.417625445,      0.5143463038,  -2.181449466e-13,                 0,                 0,                 0,  -2.769659203e-14,      0.5143463038,  -2.181449466e-13,                 0,  -4.241207625e-13
          0,           0,          30,       -2.50264613,      -5.502210791,        1.02393412,      0.2021448643,       4.939013429,      -3.340502931,      0.5105049053,  -2.508531577e-13,                 0,                 0,                 0,  -3.020066587e-14,      0.5105049053,  -2.508531577e-13,                 0,  -4.913824629e-13
          0,           0,          31,       -2.50267375,      -5.502238422,       1.021081638,       0.198869187,       4.929703882,      -3.352066861,       0.505881925,  -2.897786178e-13,                 0,                 0,                 0,   -3.31722498e-14,       0.505881925,  -2.897786178e-13,                 0,  -5.728186825e-13
          0,           0,          32,      -2.502706046,      -5.502270729,       1.017621806,      0.1949449716,       4.918343092,      -3.266897163,       0.501476243,  -3.243776775e-13,                 0,                 0,                 0,  -3.581596287e-14,       0.501476243,  -3.243776775e-13,                 0,  -6.468455525e-13
          0,           0,          33,      -2.502729227,      -5.502293921,       1.014290505,      0.1911948285,       4.907380163,      -3.226790178,       0.496796515,  -3.595856252e-13,                 0,                 0,                 0,  -3.849350774e-14,       0.496796515,  -3.595856252e-13,                 0,  -7.238086708e-13
          0,           0,          34,      -2.502751857,      -5.502316562,       1.010721692,      0.1871982288,       4.895562477,      -3.185374032,      0.4918411632,  -3.952203148e-13,                 0,                 0,                 0,  -4.119793724e-14,      0.4918411632,  -3.952203148e-13,                 0,   -8.03552741e-13
          0,           0,          35,      -2.502773917,      -5.502338633,       1.006910102,      0.1829381137,       4.882860165,      -3.142947235,      0.4866115829,  -4.311100088e-13,                 0,                 0,                 0,  -4.391972558e-14,      0.4866115829,  -4.311100088e-13,                 0,    -8.8594276e-13
          0,           0,          36,      -2.502795518,      -5.502360244,       1.002849717,      0.1784067954,       4.869237992,      -3.099801949,      0.4811082703,  -4.671558279e-13,                 0,                 0,                 0,  -4.664930248e-14,      0.4811082703,  -4.671558279e-13,                 0,  -9.709993711e-13
          0,           0,          37,       -2.50281686,      -5.502381597,      0.9985345601,      0.1735958196,       4.854653889,      -3.030247818,      0.4756673465,  -5.007869119e-13,                 0,                 0,                 0,  -4.919241434e-14,      0.4756673465,  -5.007869119e-13,                 0,  -1.052809102e-12
          0,           0,          38,      -2.502835882,      -5.502400629,      0.9942242745,      0.1687920868,       4.839980683,      -2.986112843,       0.469961715,  -5.344422821e-13,                 0,                 0,                 0,  -5.172771593e-14,       0.469961715,  -5.344422821e-13,                 0,  -1.137203872e-12
          0,           0,          39,       -2.50285543,      -5.502420187,      0.9896582751,      0.1637069942,       4.824297674,      -2.923538344,      0.4642258839,  -5.669475306e-13,                 0,                 0,                 0,  -5.417974796e-14,      0.4642258839,  -5.669475306e-13,                 0,  -1.221275138e-12
          0,           0,          40,      -2.502873909,      -5.502438676,      0.9850101261,      0.1585611608,       4.808260251,      -2.868935408,      0.4583664028,  -5.983720464e-13,                 0,                 0,                 0,  -5.653897199e-14,      0.4583664028,  -5.983720464e-13,                 0,   -1.30544482e-12
          0,           0,          41,      -2.502892051,      -5.502456828,       0.980211701,      0.1532324813,       4.791534695,      -2.809291053,      0.4524536772,  -6.287487891e-13,                 0,                 0,                 0,  -5.881579618e-14,      0.4524536772,  -6.287487891e-13,                 0,  -1.389642345e-12
          0,           0,          42,      -2.502909585,      -5.502474372,      0.9753154422,      0.1478228021,       4.774299992,      -2.749811233,       0.446497394,  -6.572086625e-13,                 0,                 0,                 0,  -6.094517094e-14,       0.446497394,  -6.572086625e-13,                 0,  -1.471920489e-12
          0,           0,          43,      -2.502926274,       -5.50249107,      0.9703335545,      0.1422758831,       4.756522539,      -2.693892244,      0.4404430425,  -6.847751532e-13,                 0,                 0,                 0,  -6.300515094e-14,      0.4404430425,  -6.847751532e-13,                 0,  -1.554741674e-12
          0,           0,          44,      -2.502943023,      -5.502507829,      0.9652078566,      0.1365763319,       4.738053412,      -2.634676772,      0.4343451951,  -7.110440708e-13,                 0,                 0,                 0,  -6.496279202e-14,      0.4343451951,  -7.110440708e-13,                 0,  -1.637048318e-12
          0,           0,          45,       -2.50295926,      -5.502524075,      0.9599835295,      0.1307713285,        4.71901158,       -2.57717064,      0.4281867739,  -7.360726612e-13,                 0,                 0,                 0,  -6.681721736e-14,      0.4281867739,  -7.360726612e-13,                 0,  -1.719045767e-12
          0,           0,          46,       -2.50297524,      -5.502540064,      0.9546434682,      0.1248376437,       4.699304048,      -2.519156834,       0.421980701,    -7.5985572e-13,                 0,                 0,                 0,  -6.857535766e-14,       0.421980701,    -7.5985572e-13,                 0,  -1.800688321e-12
          0,           0,          47,      -2.502990962,      -5.502555795,      0.9491937599,      0.1187889003,       4.678941134,      -2.461043674,      0.4157381471,  -7.822510001e-13,                 0,                 0,                 0,  -7.022768012e-14,      0.4157381471,  -7.822510001e-13,                 0,  -1.881595436e-12
          0,           0,          48,      -2.503006334,      -5.502571176,      0.9436438642,      0.1126223817,       4.657907296,      -2.403667992,       0.409455649,  -8.031231929e-13,                 0,                 0,                 0,  -7.175422662e-14,       0.409455649,  -8.031231929e-13,                 0,  -1.961441233e-12
          0,           0,          49,      -2.503021503,      -5.502586353,      0.9379865408,      0.1063367534,       4.636151811,      -2.346622265,      0.4031370973,  -8.224722986e-13,                 0,                 0,                 0,  -7.316455516e-14,      0.4031370973,  -8.224722986e-13,                 0,  -2.040180137e-12
          0,           0,          50,      -2.503036456,      -5.502601315,      0.9322223232,     0.09993069709,       4.613639917,      -2.290125958,      0.3967834242,  -8.403052559e-13,                 0,                 0,                 0,  -7.445042711e-14,      0.3967834242,  -8.403052559e-13,                 0,  -2.117793246e-12
          0,           0,          51,      -2.503051259,      -5.502616127,      0.9263481097,     0.09340699484,       4.590325205,      -2.233819013,      0.3904025014,  -8.564503273e-13,                 0,                 0,                 0,  -7.560185794e-14,      0.3904025014,  -8.564503273e-13,                 0,  -2.193762397e-12
          0,           0,          52,      -2.503065866,      -5.502630742,      0.9203689083,     0.08676510083,       4.566175143,      -2.178194612,      0.3839945098,  -8.708814919e-13,                 0,                 0,                 0,  -7.661667377e-14,      0.3839945098,  -8.708814919e-13,                 0,  -2.267952978e-12
          0,           0,          53,      -2.503080363,      -5.502645248,      0.9142811308,     0.08000548979,       4.541130732,      -2.122910777,      0.3775662291,  -8.835189524e-13,                 0,                 0,                 0,  -7.748792846e-14,      0.3775662291,  -8.835189524e-13,                 0,  -2.340037017e-12
          0,           0,          54,      -2.503094726,      -5.502659619,      0.9080883787,     0.07312979489,       4.515147155,      -2.068202035,      0.3711211703,  -8.941770935e-13,                 0,                 0,                 0,  -7.819700032e-14,      0.3711211703,  -8.941770935e-13,                 0,  -2.409393926e-12
          0,           0,          55,      -2.503108997,      -5.502673898,      0.9017909397,     0.06613904984,       4.488163821,       -2.01393089,       0.364665936,  -9.028004039e-13,                 0,                 0,                 0,  -7.874473747e-14,       0.364665936,  -9.028004039e-13,                 0,  -2.475691626e-12
          0,           0,          56,      -2.503123181,      -5.502688091,      0.8953923161,     0.05903640274,       4.460124658,      -1.960302789,      0.3582046879,  -9.092743919e-13,                 0,                 0,                 0,   -7.91133618e-14,      0.3582046879,  -9.092743919e-13,                 0,  -2.538421251e-12
          0,           0,          57,      -2.503137319,      -5.502702236,      0.8888936576,     0.05182427073,       4.430956741,      -1.907305427,      0.3517428337,  -9.134984436e-13,                 0,                 0,                 0,  -7.930288242e-14,      0.3517428337,  -9.134984436e-13,                 0,  -2.597063411e-12
          0,           0,          58,      -2.503151429,      -5.502716354,      0.8822976235,     0.04450571044,       4.400582634,      -1.854880511,       0.345287576,  -9.153372504e-13,                 0,                 0,                 0,  -7.929637645e-14,       0.345287576,  -9.153372504e-13,                 0,  -2.650941749e-12
          0,           0,          59,       -2.50316553,      -5.502730462,      0.8756089971,     0.03708686036,       4.368924171,      -1.803087833,      0.3388463214,  -9.147023416e-13,                 0,                 0,                 0,  -7.908343598e-14,      0.3388463214,  -9.147023416e-13,                 0,   -2.69946074e-12
          0,           0,          60,      -2.503179645,      -5.502744585,      0.8688331358,     0.02957314391,       4.335893701,      -1.751972182,      0.3324268929,  -9.114480004e-13,                 0,                 0,                 0,  -7.865669902e-14,      0.3324268929,  -9.114480004e-13,                 0,  -2.741799836e-12
          0,           0,          61,      -2.503193805,      -5.502758752,      0.8619762184,      0.0219726855,       4.301394496,      -1.701580066,      0.3260376882,  -9.054744801e-13,                 0,                 0,                 0,  -7.800054696e-14,      0.3260376882,  -9.054744801e-13,                 0,  -2.777208012e-12
          0,           0,          62,      -2.503208036,      -5.502772991,      0.8550455612,      0.0142940202,       4.265320087,      -1.651919421,      0.3196882636,  -8.966603501e-13,                 0,                 0,                 0,  -7.710802755e-14,      0.3196882636,  -8.966603501e-13,                 0,  -2.804795959e-12
          0,           0,          63,      -2.503222369,      -5.502787332,      0.8480502822,    0.006548285284,       4.227558283,       -1.60635468,       0.313340964,  -8.848425465e-13,                 0,                 0,                 0,   -7.59596407e-14,       0.313340964,  -8.848425465e-13,                 0,  -2.823896802e-12
          0,           0,          64,      -2.503238779,      -5.502803749,      0.8409427955,   -0.001303991144,       4.187719847,      -1.561854932,      0.3070070277,  -8.697747383e-13,                 0,                 0,                 0,  -7.453456117e-14,      0.3070070277,  -8.697747383e-13,                 0,  -2.833077617e-12
          0,           0,          65,      -2.503257291,      -5.502822269,      0.8337322701,   -0.009251248503,       4.145639419,      -1.515182027,      0.3007495097,  -8.514482522e-13,                 0,                 0,                 0,  -7.284190542e-14,      0.3007495097,  -8.514482522e-13,                 0,  -2.831087749e-12
          0,           0,          66,      -2.503275536,      -5.502840521,      0.8264943617,    -0.01722501149,       4.101449428,      -1.469409223,      0.2945837525,  -8.297919643e-13,                 0,                 0,                 0,  -7.086041178e-14,      0.2945837525,  -8.297919643e-13,                 0,  -2.816828685e-12
          0,           0,          67,      -2.503293949,      -5.502858941,      0.8192488717,    -0.02520129974,       4.055032212,      -1.424477552,      0.2885270356,  -8.047668434e-13,                 0,                 0,                 0,  -6.858835932e-14,      0.2885270356,  -8.047668434e-13,                 0,  -2.789225078e-12
          0,           0,          68,      -2.503312567,      -5.502877567,      0.8120187353,    -0.03315070153,       4.006309648,      -1.380658285,      0.2825949469,  -7.763494708e-13,                 0,                 0,                 0,  -6.602574332e-14,      0.2825949469,  -7.763494708e-13,                 0,  -2.747216394e-12
          0,           0,          69,       -2.50333147,      -5.502896476,      0.8048266437,    -0.04104708342,       3.955230743,      -1.339052252,      0.2767913658,  -7.444565797e-13,                 0,                 0,                 0,  -6.315650751e-14,      0.2767913658,  -7.444565797e-13,                 0,  -2.689594661e-12
          0,           0,          70,       -2.50335135,      -5.502916364,      0.7976809523,    -0.04887522727,       3.901739268,       -1.29852771,      0.2711388107,  -7.091133236e-13,                 0,                 0,                 0,  -5.998109919e-14,      0.2711388107,  -7.091133236e-13,                 0,  -2.615314723e-12
          0,           0,          71,      -2.503372127,      -5.502937148,      0.7906148442,     -0.0565930544,       3.846095251,      -1.257957693,      0.2656758251,  -6.705920541e-13,                 0,                 0,                 0,  -5.652466136e-14,      0.2656758251,  -6.705920541e-13,                 0,  -2.524098886e-12
          0,           0,          72,      -2.503393194,      -5.502958222,      0.7836853385,    -0.06413467821,       3.789009764,      -1.220411433,      0.2604105211,  -6.294131882e-13,                 0,                 0,                 0,  -5.284618351e-14,      0.2604105211,  -6.294131882e-13,                 0,  -2.417003682e-12
          0,           0,          73,      -2.503415554,       -5.50298059,      0.7769117753,    -0.07146770909,        3.73139818,      -1.182470744,      0.2555502319,  -6.073206174e-13,                 0,                 0,                 0,  -5.092801074e-14,      0.2555502319,  -6.073206174e-13,                 0,  -2.376521488e-12
          0,           0,          74,      -2.503435664,      -5.503000706,      0.7705762779,     -0.0782573475,       3.677048809,      -1.150269875,       0.251256157,  -5.809363407e-13,                 0,                 0,                 0,  -4.865943187e-14,       0.251256157,  -5.809363407e-13,                 0,  -2.312127781e-12
          0,           0,          75,      -2.503453502,      -5.503018551,      0.7649088448,    -0.08428822642,       3.629909988,      -1.121348692,      0.2474709315,  -5.504841374e-13,                 0,                 0,                 0,  -4.607251755e-14,      0.2474709315,  -5.504841374e-13,                 0,   -2.22443959e-12
          0,           0,          76,      -2.503471745,      -5.503036801,      0.7598607445,    -0.08960980198,       3.591057603,      -1.094321014,      0.2441380612,  -5.174072976e-13,                 0,                 0,                 0,  -4.328091499e-14,      0.2441380612,  -5.174072976e-13,                 0,  -2.119322546e-12
          0,           0,          77,      -2.503490634,      -5.503055697,      0.7553759361,    -0.09428437406,       3.560959494,       -1.07005542,      0.2412067976,  -4.828437997e-13,                 0,                 0,                 0,  -4.038176014e-14,      0.2412067976,  -4.828437997e-13,                 0,   -2.00178355e-12
          0,           0,          78,        -2.5035104,       -5.50307547,      0.7514013246,     -0.0983711313,       3.539316784,      -1.049133901,      0.2386315995,  -4.477225882e-13,                 0,                 0,                 0,  -3.744790947e-14,      0.2386315995,  -4.477225882e-13,                 0,  -1.876208302e-12
          0,           0,          79,      -2.503531434,      -5.503096509,      0.7478869703,     -0.1019258042,       3.525145277,      -1.030228808,      0.2363717916,  -4.127280115e-13,                 0,                 0,                 0,  -3.453791243e-14,      0.2363717916,  -4.127280115e-13,                 0,  -1.746096726e-12
          0,           0,          80,      -2.503553897,      -5.503118979,      0.7447864987,      -0.105000407,       3.517047676,      -1.014180609,      0.2343910136,  -3.784498756e-13,                 0,                 0,                 0,  -3.169426611e-14,      0.2343910136,  -3.784498756e-13,                 0,  -1.614609152e-12
          0,           0,          81,      -2.503578108,      -5.503143197,      0.7420569635,     -0.1076431442,       3.513529863,      -1.000878007,      0.2326567999,  -3.452550745e-13,                 0,                 0,                 0,  -2.894949935e-14,      0.2326567999,  -3.452550745e-13,                 0,  -1.483967263e-12
          0,           0,          82,      -2.503604584,      -5.503169678,      0.7396587812,     -0.1098983845,       3.513235804,     -0.9886659793,      0.2311403047,  -3.134558585e-13,                 0,                 0,                 0,  -2.632876723e-14,      0.2311403047,  -3.134558585e-13,                 0,  -1.356128084e-12
          0,           0,          83,      -2.503633675,      -5.503198775,      0.7375558865,     -0.1118067561,       3.515062407,     -0.9789269976,      0.2298158502,  -2.832586596e-13,                 0,                 0,                 0,  -2.384681176e-14,      0.2298158502,  -2.832586596e-13,                 0,  -1.232546229e-12
          0,           0,          84,      -2.503665872,      -5.503230978,      0.7357154163,     -0.1134052414,        3.51817849,     -0.9702392805,      0.2286606229,  -2.547545508e-13,                 0,                 0,                 0,  -2.151187363e-14,      0.2286606229,  -2.547545508e-13,                 0,  -1.114116403e-12
          0,           0,          85,      -2.503701749,      -5.503266861,      0.7341075493,     -0.1147273907,       3.521992172,     -0.9638098133,      0.2276543578,  -2.280328704e-13,                 0,                 0,                 0,  -1.932915598e-14,      0.2276543578,  -2.280328704e-13,                 0,  -1.001662663e-12
          0,           0,          86,      -2.503741969,      -5.503307087,      0.7327053243,      -0.115803494,       3.526100386,     -0.9585964691,      0.2267790418,  -2.031022919e-13,                 0,                 0,                 0,  -1.730212991e-14,      0.2267790418,  -2.031022919e-13,                 0,  -8.955955115e-13
          0,           0,          87,      -2.503787385,      -5.503352509,      0.7314843302,     -0.1166608474,       3.530239453,     -0.9547401834,       0.226018684,  -1.799385294e-13,                 0,                 0,                 0,  -1.542386564e-14,       0.226018684,  -1.799385294e-13,                 0,  -7.961223656e-13
          0,           0,          88,      -2.503838938,      -5.503404067,      0.7304225746,     -0.1173239613,       3.534244371,     -0.9521245979,      0.2253590625,  -1.584956125e-13,                 0,                 0,                 0,  -1.369607474e-14,      0.2253590625,  -1.584956125e-13,                 0,  -7.033025905e-13
          0,           0,          89,      -2.503897743,      -5.503462877,       0.729500191,     -0.1178148089,        3.53801771,     -0.9506532405,      0.2247875079,  -1.386876725e-13,                 0,                 0,                 0,  -1.211227165e-14,      0.2247875079,  -1.386876725e-13,                 0,  -6.169723299e-13
          0,           0,          90,      -2.503965123,      -5.503530263,       0.728699203,     -0.1181530609,        3.54150719,     -0.9506428375,      0.2242926678,  -1.204513919e-13,                 0,                 0,                 0,  -1.066464932e-14,      0.2242926678,  -1.204513919e-13,                 0,  -5.370277732e-13
          0,           0,          91,      -2.504042769,      -5.503607914,      0.7280031983,      -0.118356311,        3.54468977,     -0.9513538093,      0.2238643998,  -1.036783506e-13,                 0,                 0,                 0,  -9.347126218e-15,      0.2238643998,  -1.036783506e-13,                 0,  -4.631301392e-13
          0,           0,          92,      -2.504132532,      -5.503697682,      0.7273972688,     -0.1184403077,       3.547561222,     -0.9531842544,       0.223493522,  -8.827140408e-14,                 0,                 0,                 0,  -8.157971244e-15,       0.223493522,  -8.827140408e-14,                 0,  -3.949618016e-13
          0,           0,          93,      -2.504236756,      -5.503801912,      0.7268675848,     -0.1184191604,       3.550128365,     -0.9559200375,      0.2231716926,  -7.412820358e-14,                 0,                 0,                 0,   -7.08330784e-15,      0.2231716926,  -7.412820358e-14,                 0,  -3.321577334e-13
          0,           0,          94,      -2.504358223,      -5.503923384,      0.7264012428,     -0.1183055514,       3.552404324,     -0.9595981221,      0.2228912382,  -6.111083861e-14,                 0,                 0,                 0,  -6.124006453e-15,      0.2228912382,  -6.111083861e-14,                 0,  -2.741733552e-13
          0,           0,          95,      -2.504500302,      -5.504065469,      0.7259859715,     -0.1181109318,       3.554405126,     -0.9640815108,      0.2226450053,   -4.91282362e-14,                 0,                 0,                 0,  -5.272688733e-15,      0.2226450053,   -4.91282362e-14,                 0,  -2.206572572e-13
          0,           0,          96,      -2.504667088,      -5.504232259,      0.7256098476,     -0.1178457354,       3.556147431,     -0.9694075651,      0.2224262316,  -3.805115945e-14,                 0,                 0,                 0,  -4.524163752e-15,      0.2224262316,  -3.805115945e-14,                 0,  -1.710731651e-13
          0,           0,          97,      -2.504863479,      -5.504428656,      0.7252610502,      -0.117519575,       3.557647113,     -0.9754791884,      0.2222283728,  -2.774950408e-14,                 0,                 0,                 0,  -3.878408994e-15,      0.2222283728,  -2.774950408e-14,                 0,  -1.248693123e-13
          0,           0,          98,      -2.505095446,      -5.504660627,      0.7249274582,     -0.1171414698,       3.558918072,     -0.9821985076,      0.2220449439,  -1.809490058e-14,                 0,                 0,                 0,  -3.328934364e-15,      0.2220449439,  -1.809490058e-14,                 0,  -8.149206308e-14
          0,           0,          99,      -2.505370256,      -5.504935442,      0.7245962419,     -0.1167200895,       3.559971433,      -0.989792536,      0.2218693542,  -8.971122456e-15,                 0,                 0,                 0,  -2.880943164e-15,      0.2218693542,  -8.971122456e-15,                 0,  -4.043425685e-14
          0,           0,         100,      -2.505696731,      -5.505261922,      0.7242534077,     -0.1162640367,       3.560814917,     -0.9979805158,      0.2216946909,  -2.038300084e-16,                 0,                 0,                 0,  -2.530098253e-15,      0.2216946909,  -2.038300084e-16,                 0,  -9.194176352e-16
          0,           0,         101,       -2.50608571,      -5.505650906,      0.7238830781,     -0.1157822402,        3.56145197,      -1.006850885,       0.221513509,   8.318866429e-15,                 0,                 0,                 0,  -2.286804566e-15,       0.221513509,   8.318866429e-15,                 0,   3.755466864e-14
          0,           0,         102,      -2.506550416,      -5.506115616,      0.7234667593,     -0.1152844009,       3.561881157,      -1.016493947,      0.2213175616,   1.680079686e-14,                 0,                 0,                 0,   -2.15322653e-15,      0.2213175616,   1.680079686e-14,                 0,   7.591262413e-14
