"PointID","x","y","Density_0","Density_1","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 0.000000000000000e+00, -3.800000000000000e-02, 6.378232507782739e-06, 9.077540144564437e-03, 0.000000000000000e+00, 0.000000000000000e+00, 3.073497414840221e+05, 1.497301024676532e-01, 7.021455106731669e-04, 9.992978544893267e-01, 1.562462777198576e+03, 2.898616375516323e+02, 8.975629746913910e+02, 0.000000000000000e+00, 2.118764251628812e-02, 1.825486748010182e-05, 5.689255030897833e-02, -9.089982237906914e-04, 2.509285731689221e+06, 2.360226757653650e-01
100, -9.998723848821905e-07, -3.799998402458288e-02, 3.844061557006516e-02, 2.021000558644359e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.928624362739230e+05, 3.340622101094970e-02, 6.554170239303461e-01, 3.445829760696538e-01, 6.946697976440257e+03, 2.967904878968783e+02, 2.431341633200645e+02, 0.000000000000000e+00, 1.711020063240972e-01, 1.844286544434337e-05, 4.918534711506268e-02, -7.858567233540131e-04, 1.195505948938712e+06, 5.399342343114379e-01
200, -2.228943520957580e-06, -3.799996438715279e-02, 3.856539971881210e-02, 1.003672994019914e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.483063160057018e+05, 1.122335755903796e+00, 7.934919722527375e-01, 2.065080277472624e-01, 5.131013708062443e+03, 2.948149101398175e+02, 3.248075355309993e+02, 0.000000000000000e+00, 1.205475372310599e-01, 1.824097292000491e-05, 3.904905745645003e-02, -6.239046003841751e-04, 9.384789921060263e+05, 4.332578949239207e-01
300, -3.739745712952309e-06, -3.799994024837712e-02, 4.247295372137452e-02, 6.341813591303059e-03, 0.000000000000000e+00, 0.000000000000000e+00, 2.240299364778859e+05, 1.242971772342623e+00, 8.700841171549324e-01, 1.299158828450677e-01, 4.820946367161961e+03, 2.944874204040739e+02, 3.249810255598277e+02, 0.000000000000000e+00, 1.119142687298582e-01, 1.813856612452611e-05, 3.311997426126411e-02, -5.291729342157683e-04, 8.041198005912218e+05, 3.936002514839483e-01
400, -5.596848353750862e-06, -3.799991057660124e-02, 4.687390210631263e-02, 4.182613445366860e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.518719980037807e+05, 1.308989620605291e+00, 9.180787525319231e-01, 8.192124746807704e-02, 4.826302469817877e+03, 2.943740336332276e+02, 3.235303734196350e+02, 0.000000000000000e+00, 1.120633997934982e-01, 1.806837846861592e-05, 2.894682977668574e-02, -4.624967013700933e-04, 7.365111287517054e+05, 3.698993007102185e-01
500, -7.879614376206170e-06, -3.799987410380738e-02, 5.048677820971424e-02, 2.679920932300745e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.017748066310362e+05, 1.349559177916299e+00, 9.495939944448623e-01, 5.040600555513775e-02, 4.878530993216326e+03, 2.943228356409388e+02, 3.221877988660708e+02, 0.000000000000000e+00, 1.135176092713833e-01, 1.801868650553308e-05, 2.590903928248759e-02, -4.139605371177391e-04, 7.008257170006249e+05, 3.507813221734693e-01
600, -1.068558706023560e-05, -3.799982927150206e-02, 5.343749946158612e-02, 1.640116177985812e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.720852803626956e+04, 1.378528192424063e+00, 9.702217287560388e-01, 2.977827124396120e-02, 4.954310064151756e+03, 2.943039650431587e+02, 3.211041190894321e+02, 0.000000000000000e+00, 1.156275414695220e-01, 1.798465109860789e-05, 2.360100379254983e-02, -3.770840015867905e-04, 6.813767454297707e+05, 3.346104774872911e-01
700, -1.413465090548700e-05, -3.799977416423595e-02, 5.580412690559564e-02, 9.496544237937775e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.434495377397133e+04, 1.399843530688324e+00, 9.832671162775544e-01, 1.673288372244560e-02, 5.040428405855866e+03, 2.943049472352098e+02, 3.202562889549881e+02, 0.000000000000000e+00, 1.180253521020466e-01, 1.796273261875117e-05, 2.178593226090017e-02, -3.480837758670299e-04, 6.705246140618253e+05, 3.204459004047669e-01
800, -1.837414281844051e-05, -3.799970642794011e-02, 5.771628067894982e-02, 5.209727937923375e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.024713002448596e+04, 1.416173892486698e+00, 9.910543035131940e-01, 8.945696486805956e-03, 5.132818811519076e+03, 2.943195029318786e+02, 3.195902510546148e+02, 0.000000000000000e+00, 1.205977970964437e-01, 1.794984197631264e-05, 2.030577973375335e-02, -3.244347038737027e-04, 6.642989183328556e+05, 3.077978842542023e-01
900, -2.358512965267121e-05, -3.799962316962684e-02, 5.929695158211108e-02, 2.768356257377495e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.232649554092527e+04, 1.429480914508706e+00, 9.953530631723666e-01, 4.646936827633421e-03, 5.228703669411865e+03, 2.943453232559385e+02, 3.190596917411312e+02, 0.000000000000000e+00, 1.232675388402338e-01, 1.794329044849628e-05, 1.907705256492585e-02, -3.048027695051644e-04, 6.607829706102578e+05, 2.965089078749882e-01
