"PointID","x","y","Density_0","Density_1","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
855, -8.905023166131485e-01, 5.745538745581402e-01, 5.540204568681790e-03, 3.606340545310859e-04, 3.672780355664379e+00, 5.226166998300643e+00, 4.866145627773726e+04, 7.272398855866884e+03, 9.388842709386401e-01, 6.111572906135987e-02, 1.082453196260460e+04, 5.824577416405735e+03, 5.870234740500746e+03, 6.708720954715696e-01, 1.367881938724308e+00, 1.491639380344366e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
856, -9.125057825853229e-01, 5.389246027149834e-01, 5.723223182681932e-03, 3.737429628691157e-04, 3.397070592624494e+00, 5.159303330669413e+00, 5.018058188776636e+04, 7.590512012959731e+03, 9.387001741609086e-01, 6.129982583909142e-02, 1.128253790289096e+04, 5.874713739890185e+03, 5.913753727647418e+03, 6.251529156793728e-01, 1.426028135303478e+00, 1.501793377408050e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
857, -9.330844790989453e-01, 5.024538640788874e-01, 5.898624620972894e-03, 3.866024112576312e-04, 3.115963402658657e+00, 5.045975916319192e+00, 5.163699244483741e+04, 7.898024467121476e+03, 9.384903028522055e-01, 6.150969714779457e-02, 1.172396420561028e+04, 5.920540181283546e+03, 5.954203722488455e+03, 5.798773387492968e-01, 1.482069462097374e+00, 1.511085006802165e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
858, -9.522062749622481e-01, 4.651986033788955e-01, 6.066928671459039e-03, 3.992294292099486e-04, 2.833725339148827e+00, 4.883651474375283e+00, 5.303529170274147e+04, 8.195017884830198e+03, 9.382586347264468e-01, 6.174136527355314e-02, 1.214961782732479e+04, 5.962513083740992e+03, 5.991684584171890e+03, 5.346688125365247e-01, 1.536108366368731e+00, 1.519606832860203e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
859, -9.698413137608842e-01, 4.272169902821250e-01, 6.226560093933390e-03, 4.115053893457298e-04, 2.552824426705623e+00, 4.671231816071208e+00, 5.436240020027905e+04, 8.478413717349129e+03, 9.380082359262218e-01, 6.199176407377822e-02, 1.255550271706864e+04, 6.000717891593416e+03, 6.026095188906038e+03, 4.893948775465097e-01, 1.587637529009732e+00, 1.527376942156757e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
860, -9.859620604751751e-01, 3.885683285687375e-01, 6.374908454720959e-03, 4.232131912682769e-04, 2.276184406873230e+00, 4.409650429651239e+00, 5.559635094780634e+04, 8.743589644864835e+03, 9.377455695400855e-01, 6.225443045991458e-02, 1.293508226644943e+04, 6.035086471616658e+03, 6.057302636255190e+03, 4.441436668017680e-01, 1.635827094153644e+00, 1.534380629423739e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
861, -1.000543344472774e+00, 3.493129635361262e-01, 6.510517650592195e-03, 4.341720427611279e-04, 2.008893349533689e+00, 4.100893802837096e+00, 5.672470736943275e+04, 8.987730642335295e+03, 9.374814337382606e-01, 6.251856626173932e-02, 1.328429166511290e+04, 6.065698425558325e+03, 6.085322641772655e+03, 3.990076003727473e-01, 1.680161013336624e+00, 1.540630209855229e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
862, -1.013562398809621e+00, 3.095121877768974e-01, 6.632574682367580e-03, 4.442308009701533e-04, 1.756428427702482e+00, 3.747372107766178e+00, 5.774027679333578e+04, 9.209116087757357e+03, 9.372272133215912e-01, 6.277278667840880e-02, 1.360060352797831e+04, 6.092734892233175e+03, 6.110260790987377e+03, 3.540251597766589e-01, 1.720318422096422e+00, 1.546157589713839e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
863, -1.024998895777825e+00, 2.692281454777627e-01, 6.740395545826559e-03, 4.532470793912477e-04, 1.523913053747169e+00, 3.351870853411103e+00, 5.863685333918633e+04, 9.406323321436570e+03, 9.369933838800445e-01, 6.300661611995556e-02, 1.388189235039795e+04, 6.116396495499043e+03, 6.132247090895544e+03, 3.092132048975433e-01, 1.756029476747176e+00, 1.550998653739158e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
864, -1.034834978644962e+00, 2.285237353887687e-01, 6.833606409230759e-03, 4.611038542618653e-04, 1.316373520394637e+00, 2.917378792504940e+00, 5.941087193735934e+04, 9.578445903213429e+03, 9.367892846177150e-01, 6.321071538228498e-02, 1.412677483425805e+04, 6.136876956781792e+03, 6.151412697957858e+03, 2.645864546078125e-01, 1.787118560518495e+00, 1.555188180584274e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
865, -1.043055289535250e+00, 1.874625126143653e-01, 6.912074978193529e-03, 4.677186372879091e-04, 1.138525890215571e+00, 2.446796568786824e+00, 6.006101650311768e+04, 9.724903490899722e+03, 9.366217184845492e-01, 6.337828151545082e-02, 1.433440286708308e+04, 6.154310282661169e+03, 6.167839404485858e+03, 2.201894683027388e-01, 1.813478001193964e+00, 1.558750096223580e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
866, -1.049646993409043e+00, 1.461085893796537e-01, 6.975714925335958e-03, 4.730496153776266e-04, 9.924832330524261e-01, 1.943072653281431e+00, 6.058679359722519e+04, 9.845023720639361e+03, 9.364928757256288e-01, 6.350712427437112e-02, 1.450398180421915e+04, 6.168710387659034e+03, 6.181491450266185e+03, 1.761523889807266e-01, 1.835006914570579e+00, 1.561686582539744e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
867, -1.054599798103224e+00, 1.045265349267592e-01, 7.019499546871472e-03, 4.766838908590896e-04, 8.792644190279250e-01, 1.413082363120698e+00, 6.094458899328246e+04, 9.931223245554713e+03, 9.364097884184910e-01, 6.359021158150896e-02, 1.462430230326776e+04, 6.180055898188124e+03, 6.192342729191296e+03, 1.333879274031147e-01, 1.850282217300955e+00, 1.563990203881147e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
868, -1.057905970401196e+00, 6.278127469762278e-02, 7.049546395960632e-03, 4.788482808522988e-04, 8.057504649830824e-01, 8.607672149995657e-01, 6.118560245259086e+04, 9.992734993623973e+03, 9.363943707245946e-01, 6.360562927540540e-02, 1.470815556203081e+04, 6.188807766770017e+03, 6.200838839673452e+03, 9.402470593407863e-02, 1.860927817366298e+00, 1.565741871424749e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
869, -1.059560348107384e+00, 2.093798896063202e-02, 7.056603070173030e-03, 4.787826341263043e-04, 7.739224405237289e-01, 2.924615362341578e-01, 6.122850229707392e+04, 1.001665494628374e+04, 9.364620932604507e-01, 6.353790673954933e-02, 1.473602075429177e+04, 6.195174570244617e+03, 6.207197268426535e+03, 6.588471237837146e-02, 1.864465446039649e+00, 1.566975366666664e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
870, -1.059560348107384e+00, -2.093798896063193e-02, 7.056603070171490e-03, 4.787826341262500e-04, 7.739224405238410e-01, -2.924615362437503e-01, 6.122850229705875e+04, 1.001665494627750e+04, 9.364620932604444e-01, 6.353790673955556e-02, 1.473602075428868e+04, 6.195174570244594e+03, 6.207197268426535e+03, 6.588471237866367e-02, 1.864465446039258e+00, 1.566975366666662e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
871, -1.057905970401196e+00, -6.278127469762312e-02, 7.049546395967807e-03, 4.788482808527971e-04, 8.057504649824447e-01, -8.607672150022118e-01, 6.118560245267271e+04, 9.992734993726885e+03, 9.363943707245932e-01, 6.360562927540676e-02, 1.470815556201488e+04, 6.188807766757002e+03, 6.200838839673452e+03, 9.402470593420088e-02, 1.860927817364277e+00, 1.565741871422157e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
